time,vehicle_1,vehicle_2,vehicle_1_type,vehicle_2_type,vehicle_1_latitude,vehicle_1_longitude,vehicle_2_latitude,vehicle_2_longitude,vehicle_1_speed,vehicle_2_speed,distance_m,relative_speed
261.0,car_006,car_010,car,car,12.923277,77.646266,12.92298,77.64594,13.8,16.2,35.336082480135744,2.3999999999999986
261.0,car_007,car_010,car,car,12.921839,77.644704,12.92298,77.64594,12.22,16.2,133.97447540779964,3.9799999999999986
261.0,car_008,car_009,car,car,12.92442,77.648736,12.924088,77.647411,15.95,16.0,143.6022707707918,0.05000000000000071
262.0,bike_001,car_002,motorcycle,car,12.923735,77.654548,12.92398,77.653396,15.28,14.85,124.85253816422079,0.4299999999999997
262.0,bike_001,car_003,motorcycle,car,12.923735,77.654548,12.92359,77.6553,15.28,15.82,81.50092086195232,0.5400000000000009
262.0,bike_001,car_004,motorcycle,car,12.923735,77.654548,12.923776,77.654487,15.28,16.09,6.611548884763673,0.8100000000000005
262.0,bike_001,car_005,motorcycle,car,12.923735,77.654548,12.923982,77.653529,15.28,16.07,110.43837825994079,0.7900000000000009
262.0,bike_002,bike_005,motorcycle,motorcycle,12.920692,77.643747,12.921947,77.644774,11.25,14.85,111.33213972194902,3.5999999999999996
262.0,bike_002,car_007,motorcycle,car,12.920692,77.643747,12.921922,77.64479,11.25,13.07,113.06477007086849,1.8200000000000003
262.0,bike_003,bike_004,motorcycle,motorcycle,12.92427,77.647912,12.924127,77.647558,14.61,15.68,38.36681765679217,1.0700000000000003
262.0,bike_003,car_008,motorcycle,car,12.92427,77.647912,12.92443,77.648878,14.61,15.48,104.6935502178508,0.870000000000001
262.0,bike_003,car_009,motorcycle,car,12.92427,77.647912,12.924152,77.647543,14.61,15.97,39.99213768092977,1.3600000000000012
262.0,bike_004,car_006,motorcycle,car,12.924127,77.647558,12.923357,77.646356,15.68,13.29,130.27917139695137,2.3900000000000006
262.0,bike_004,car_008,motorcycle,car,12.924127,77.647558,12.92443,77.648878,15.68,15.48,143.06012989336807,0.1999999999999993
262.0,bike_004,car_009,motorcycle,car,12.924127,77.647558,12.924152,77.647543,15.68,15.97,1.626394311209511,0.2900000000000009
262.0,bike_005,car_007,motorcycle,car,12.921947,77.644774,12.921922,77.64479,14.85,13.07,1.734742426419156,1.7799999999999994
262.0,bike_005,car_010,motorcycle,car,12.921947,77.644774,12.923082,77.646051,14.85,16.43,138.41717398626733,1.58
262.0,car_002,car_004,car,car,12.92398,77.653396,12.923776,77.654487,14.85,16.09,118.24121852238257,1.2400000000000002
262.0,car_002,car_005,car,car,12.92398,77.653396,12.923982,77.653529,14.85,16.07,14.414287803522932,1.2200000000000006
262.0,car_003,car_004,car,car,12.92359,77.6553,12.923776,77.654487,15.82,16.09,88.11223975011342,0.2699999999999996
262.0,car_004,car_005,car,car,12.923776,77.654487,12.923982,77.653529,16.09,16.07,103.82703177005413,0.019999999999999574
262.0,car_006,car_009,car,car,12.923357,77.646356,12.924152,77.647543,13.29,15.97,128.65417290084181,2.6800000000000015
262.0,car_006,car_010,car,car,12.923357,77.646356,12.923082,77.646051,13.29,16.43,33.059729397428704,3.1400000000000006
262.0,car_007,car_010,car,car,12.921922,77.64479,12.923082,77.646051,13.07,16.43,136.68413390999882,3.3599999999999994
262.0,car_008,car_009,car,car,12.92443,77.648878,12.924152,77.647543,15.48,15.97,144.6855895785126,0.4900000000000002
263.0,bike_001,car_002,motorcycle,car,12.923709,77.654681,12.923954,77.653524,14.75,14.23,125.394438074627,0.5199999999999996
263.0,bike_001,car_003,motorcycle,car,12.923709,77.654681,12.923558,77.655442,14.75,15.91,82.47636939051365,1.1600000000000001
263.0,bike_001,car_004,motorcycle,car,12.923709,77.654681,12.923748,77.654635,14.75,16.29,4.985972146425212,1.5399999999999991
263.0,bike_001,car_005,motorcycle,car,12.923709,77.654681,12.923924,77.653672,14.75,16.38,109.354370838849,1.629999999999999
263.0,bike_002,bike_005,motorcycle,motorcycle,12.920771,77.643813,12.922044,77.644875,11.4,15.33,115.12523951868792,3.9299999999999997
263.0,bike_002,car_007,motorcycle,car,12.920771,77.643813,12.921997,77.644867,11.4,11.8,114.2564818480883,0.40000000000000036
263.0,bike_003,bike_004,motorcycle,motorcycle,12.924304,77.648037,12.924189,77.647694,14.11,16.29,37.17431868464247,2.1799999999999997
263.0,bike_003,car_008,motorcycle,car,12.924304,77.648037,12.92444,77.649026,14.11,16.22,107.18609786588668,2.1099999999999994
263.0,bike_003,car_009,motorcycle,car,12.924304,77.648037,12.924212,77.647676,14.11,15.9,39.12485804047255,1.790000000000001
263.0,bike_004,car_006,motorcycle,car,12.924189,77.647694,12.923432,77.646444,16.29,12.68,135.4806829811538,3.6099999999999994
263.0,bike_004,car_008,motorcycle,car,12.924189,77.647694,12.92444,77.649026,16.29,16.22,144.36025803911735,0.07000000000000028
263.0,bike_004,car_009,motorcycle,car,12.924189,77.647694,12.924212,77.647676,16.29,15.9,1.951314680956591,0.3899999999999988
263.0,bike_005,car_007,motorcycle,car,12.922044,77.644875,12.921997,77.644867,15.33,11.8,0.8718163503048896,3.5299999999999994
263.0,bike_005,car_010,motorcycle,car,12.922044,77.644875,12.923177,77.646154,15.33,15.44,138.6337891540252,0.10999999999999943
263.0,car_002,car_004,car,car,12.923954,77.653524,12.923748,77.654635,14.23,16.29,120.40879532607765,2.0599999999999987
263.0,car_002,car_005,car,car,12.923954,77.653524,12.923924,77.653672,14.23,16.38,16.040067141100668,2.1499999999999986
263.0,car_003,car_004,car,car,12.923558,77.655442,12.923748,77.654635,15.91,16.29,87.46201876408162,0.379999999999999
263.0,car_004,car_005,car,car,12.923748,77.654635,12.923924,77.653672,16.29,16.38,104.36872968817643,0.08999999999999986
263.0,car_006,car_009,car,car,12.923432,77.646444,12.924212,77.647676,12.68,15.9,133.5304846362584,3.2200000000000006
263.0,car_006,car_010,car,car,12.923432,77.646444,12.923177,77.646154,12.68,15.44,31.43363000775567,2.76
263.0,car_007,car_010,car,car,12.921997,77.644867,12.923177,77.646154,11.8,15.44,139.5021909881676,3.639999999999999
263.0,car_008,car_009,car,car,12.92444,77.649026,12.924212,77.647676,16.22,15.9,146.310901732035,0.3199999999999985
264.0,bike_001,car_002,motorcycle,car,12.923682,77.654823,12.923927,77.653655,15.63,14.57,126.58660308524162,1.0600000000000005
264.0,bike_001,car_003,motorcycle,car,12.923682,77.654823,12.923519,77.65559,15.63,16.66,83.12673117158258,1.0299999999999994
264.0,bike_001,car_004,motorcycle,car,12.923682,77.654823,12.923719,77.654784,15.63,16.58,4.227360543291219,0.9499999999999975
264.0,bike_001,car_005,motorcycle,car,12.923682,77.654823,12.923894,77.653815,15.63,15.9,109.24598384493446,0.2699999999999996
264.0,bike_002,bike_005,motorcycle,motorcycle,12.92084,77.64387,12.922123,77.645008,9.72,16.54,123.36064348977611,6.8199999999999985
264.0,bike_002,car_007,motorcycle,car,12.92084,77.64387,12.92207,77.644948,9.72,12.11,116.85715690512879,2.389999999999999
264.0,bike_003,bike_004,motorcycle,motorcycle,12.924333,77.648153,12.924242,77.647826,13.04,15.51,35.44003518123456,2.4700000000000006
264.0,bike_003,car_008,motorcycle,car,12.924333,77.648153,12.92445,77.649171,13.04,15.78,110.32895791544051,2.74
264.0,bike_003,car_009,motorcycle,car,12.924333,77.648153,12.924268,77.647812,13.04,15.98,36.9571000483115,2.9400000000000013
264.0,bike_004,car_006,motorcycle,car,12.924242,77.647826,12.923512,77.646542,15.51,13.81,139.16474961611996,1.6999999999999993
264.0,bike_004,car_008,motorcycle,car,12.924242,77.647826,12.92445,77.649171,15.51,15.78,145.76889013846994,0.2699999999999996
264.0,bike_004,car_009,motorcycle,car,12.924242,77.647826,12.924268,77.647812,15.51,15.98,1.518130520226325,0.47000000000000064
264.0,bike_005,car_007,motorcycle,car,12.922123,77.645008,12.92207,77.644948,16.54,12.11,6.50354850263889,4.43
264.0,bike_005,car_010,motorcycle,car,12.922123,77.645008,12.923272,77.64626,16.54,15.59,135.7083998218217,0.9499999999999993
264.0,car_002,car_004,car,car,12.923927,77.653655,12.923719,77.654784,14.57,16.58,122.35961802344406,2.009999999999998
264.0,car_002,car_005,car,car,12.923927,77.653655,12.923894,77.653815,14.57,15.9,17.340619137743282,1.33
264.0,car_003,car_004,car,car,12.923519,77.65559,12.923719,77.654784,16.66,16.58,87.35373745813435,0.08000000000000185
264.0,car_004,car_005,car,car,12.923719,77.654784,12.923894,77.653815,16.58,15.9,105.01900131898148,0.6799999999999979
264.0,car_006,car_009,car,car,12.923512,77.646542,12.924268,77.647812,13.81,15.98,137.64805650136023,2.17
264.0,car_006,car_010,car,car,12.923512,77.646542,12.923272,77.64626,13.81,15.59,30.566245205878094,1.7799999999999994
264.0,car_007,car_010,car,car,12.92207,77.644948,12.923272,77.64626,12.11,15.59,142.2119465861842,3.4800000000000004
264.0,car_008,car_009,car,car,12.92445,77.649171,12.924268,77.647812,15.78,15.98,147.28603824155667,0.20000000000000107
265.0,bike_001,car_002,motorcycle,car,12.923655,77.654959,12.923902,77.653779,15.05,13.79,127.8871599294611,1.2600000000000016
265.0,bike_001,car_003,motorcycle,car,12.923655,77.654959,12.923474,77.655732,15.05,16.22,83.77714735405942,1.1699999999999982
265.0,bike_001,car_004,motorcycle,car,12.923655,77.654959,12.92369,77.654933,15.05,16.41,2.8186526416011777,1.3599999999999994
265.0,bike_001,car_005,motorcycle,car,12.923655,77.654959,12.923864,77.653962,15.05,16.32,108.05382269416813,1.2699999999999996
265.0,bike_002,bike_005,motorcycle,motorcycle,12.920908,77.643927,12.922213,77.645106,9.81,14.61,127.8041148220134,4.799999999999999
265.0,bike_002,car_007,motorcycle,car,12.920908,77.643927,12.922139,77.645025,9.81,11.44,119.02430308035262,1.629999999999999
265.0,bike_003,bike_004,motorcycle,motorcycle,12.924355,77.648276,12.924283,77.647961,13.55,15.43,34.13934119957936,1.879999999999999
265.0,bike_003,car_008,motorcycle,car,12.924355,77.648276,12.924461,77.649318,13.55,16.05,112.92997428480808,2.5
265.0,bike_003,car_009,motorcycle,car,12.924355,77.648276,12.92431,77.647949,13.55,15.67,35.43969636463466,2.119999999999999
265.0,bike_004,car_006,motorcycle,car,12.924283,77.647961,12.923586,77.646633,15.43,12.94,143.93249980114433,2.49
265.0,bike_004,car_008,motorcycle,car,12.924283,77.647961,12.924461,77.649318,15.43,16.05,147.06925689844843,0.620000000000001
265.0,bike_004,car_009,motorcycle,car,12.924283,77.647961,12.92431,77.647949,15.43,15.67,1.3015907280768308,0.2400000000000002
265.0,bike_005,car_007,motorcycle,car,12.922213,77.645106,12.922139,77.645025,14.61,11.44,8.77986416978575,3.17
265.0,bike_005,car_010,motorcycle,car,12.922213,77.645106,12.923367,77.646368,14.61,15.79,136.79214910054841,1.1799999999999997
265.0,car_002,car_004,car,car,12.923902,77.653779,12.92369,77.654933,13.79,16.41,125.06909662878246,2.620000000000001
265.0,car_002,car_005,car,car,12.923902,77.653779,12.923864,77.653962,13.79,16.32,19.833337167592113,2.530000000000001
265.0,car_003,car_004,car,car,12.923474,77.655732,12.92369,77.654933,16.22,16.41,86.59525479452063,0.19000000000000128
265.0,car_004,car_005,car,car,12.92369,77.654933,12.923864,77.653962,16.41,16.32,105.23576272471186,0.08999999999999986
265.0,car_006,car_009,car,car,12.923586,77.646633,12.92431,77.647949,12.94,15.67,142.63251917259518,2.7300000000000004
265.0,car_006,car_010,car,car,12.923586,77.646633,12.923367,77.646368,12.94,15.79,28.72339912919298,2.8499999999999996
265.0,car_007,car_010,car,car,12.922139,77.645025,12.923367,77.646368,11.44,15.79,145.57201324968395,4.35
265.0,car_008,car_009,car,car,12.924461,77.649318,12.92431,77.647949,16.05,15.67,148.36966773335868,0.3800000000000008
266.0,bike_001,car_002,motorcycle,car,12.92363,77.65509,12.923875,77.653911,14.6,14.7,127.77878130714957,0.09999999999999964
266.0,bike_001,car_003,motorcycle,car,12.92363,77.65509,12.923429,77.655869,14.6,15.68,84.4275936133152,1.08
266.0,bike_001,car_004,motorcycle,car,12.92363,77.65509,12.923661,77.65508,14.6,16.36,1.0854510148927718,1.7599999999999998
266.0,bike_001,car_005,motorcycle,car,12.92363,77.65509,12.923835,77.654102,14.6,15.66,107.07840832038232,1.0600000000000005
266.0,bike_002,bike_005,motorcycle,motorcycle,12.920986,77.643991,12.922302,77.645203,11.06,14.44,131.38031294236805,3.379999999999999
266.0,bike_002,car_007,motorcycle,car,12.920986,77.643991,12.922207,77.645099,11.06,10.99,120.10745882838364,0.07000000000000028
266.0,bike_003,bike_004,motorcycle,motorcycle,12.924379,77.648409,12.924323,77.648103,14.74,16.06,33.16382748636945,1.3199999999999985
266.0,bike_003,car_008,motorcycle,car,12.924379,77.648409,12.924471,77.649462,14.74,15.75,114.12207587452805,1.0099999999999998
266.0,bike_003,car_009,motorcycle,car,12.924379,77.648409,12.924349,77.64809,14.74,15.9,34.57260984443533,1.1600000000000001
266.0,bike_004,car_006,motorcycle,car,12.924323,77.648103,12.923654,77.64673,16.06,13.01,148.80879066855778,3.049999999999999
266.0,bike_004,car_008,motorcycle,car,12.924323,77.648103,12.924471,77.649462,16.06,15.75,147.28587236694565,0.3099999999999987
266.0,bike_004,car_009,motorcycle,car,12.924323,77.648103,12.924349,77.64809,16.06,15.9,1.409816566636417,0.15999999999999837
266.0,bike_005,car_007,motorcycle,car,12.922302,77.645203,12.922207,77.645099,14.44,10.99,11.272908085927096,3.4499999999999993
266.0,bike_005,car_010,motorcycle,car,12.922302,77.645203,12.923459,77.646477,14.44,15.65,138.09256434060043,1.2100000000000009
266.0,car_002,car_004,car,car,12.923875,77.653911,12.923661,77.65508,14.7,16.36,126.69478751953321,1.6600000000000001
266.0,car_002,car_005,car,car,12.923875,77.653911,12.923835,77.654102,14.7,15.66,20.700373076518414,0.9600000000000009
266.0,car_003,car_004,car,car,12.923429,77.655869,12.923661,77.65508,15.68,16.36,85.51165545270166,0.6799999999999997
266.0,car_004,car_005,car,car,12.923661,77.65508,12.923835,77.654102,16.36,15.66,105.99441847730961,0.6999999999999993
266.0,car_006,car_009,car,car,12.923654,77.64673,12.924349,77.64809,13.01,15.9,147.40037496722388,2.8900000000000006
266.0,car_006,car_010,car,car,12.923654,77.64673,12.923459,77.646477,13.01,15.65,27.42231732131841,2.6400000000000006
266.0,car_007,car_010,car,car,12.922207,77.645099,12.923459,77.646477,10.99,15.65,149.3654725306214,4.66
266.0,car_008,car_009,car,car,12.924471,77.649462,12.924349,77.64809,15.75,15.9,148.69468601591126,0.15000000000000036
267.0,bike_001,car_002,motorcycle,car,12.923602,77.655237,12.923847,77.654045,16.17,14.97,129.18770273290698,1.200000000000001
267.0,bike_001,car_003,motorcycle,car,12.923602,77.655237,12.923385,77.656005,16.17,15.54,83.23560858164704,0.6300000000000026
267.0,bike_001,car_004,motorcycle,car,12.923602,77.655237,12.923633,77.655229,16.17,16.4,0.8691108589374594,0.22999999999999687
267.0,bike_001,car_005,motorcycle,car,12.923602,77.655237,12.923799,77.65425,16.17,16.57,106.96998795189812,0.3999999999999986
267.0,bike_002,bike_005,motorcycle,motorcycle,12.921067,77.644059,12.922404,77.645313,11.64,16.47,135.93212643227804,4.829999999999998
267.0,bike_002,car_007,motorcycle,car,12.921067,77.644059,12.922284,77.645183,11.64,12.56,121.84100301564139,0.9199999999999999
267.0,bike_003,bike_004,motorcycle,motorcycle,12.924397,77.648541,12.924347,77.648232,14.54,14.33,33.488920994924754,0.20999999999999908
267.0,bike_003,car_008,motorcycle,car,12.924397,77.648541,12.924481,77.64961,14.54,16.11,115.85609091558759,1.5700000000000003
267.0,bike_003,car_009,motorcycle,car,12.924397,77.648541,12.924378,77.64824,14.54,16.62,32.621775784123926,2.080000000000002
267.0,bike_004,car_008,motorcycle,car,12.924347,77.648232,12.924481,77.64961,14.33,16.11,149.34498902119296,1.7799999999999994
267.0,bike_004,car_009,motorcycle,car,12.924347,77.648232,12.924378,77.64824,14.33,16.62,0.8691082796972275,2.290000000000001
267.0,bike_005,car_007,motorcycle,car,12.922404,77.645313,12.922284,77.645183,16.47,12.56,14.091169943511304,3.9099999999999984
267.0,bike_005,car_010,motorcycle,car,12.922404,77.645313,12.923551,77.64659,16.47,16.02,138.4172899707759,0.4499999999999993
267.0,car_002,car_004,car,car,12.923847,77.654045,12.923633,77.655229,14.97,16.4,128.3204661703036,1.429999999999998
267.0,car_002,car_005,car,car,12.923847,77.654045,12.923799,77.65425,14.97,16.57,22.217719819456438,1.5999999999999996
267.0,car_003,car_004,car,car,12.923385,77.656005,12.923633,77.655229,15.54,16.4,84.10294164305417,0.8599999999999994
267.0,car_004,car_005,car,car,12.923633,77.655229,12.923799,77.65425,16.4,16.57,106.10276144978872,0.1700000000000017
267.0,car_006,car_010,car,car,12.923717,77.646835,12.923551,77.64659,13.33,16.02,26.554625643285416,2.6899999999999995
267.0,car_008,car_009,car,car,12.924481,77.64961,12.924378,77.64824,16.11,16.62,148.4778646454589,0.5100000000000016
268.0,bike_001,car_002,motorcycle,car,12.923573,77.655387,12.923818,77.654173,16.65,14.27,131.572022803615,2.379999999999999
268.0,bike_001,car_003,motorcycle,car,12.923573,77.655387,12.923339,77.656147,16.65,16.3,82.36878096545337,0.34999999999999787
268.0,bike_001,car_004,motorcycle,car,12.923573,77.655387,12.923606,77.655372,16.65,15.88,1.6269350635226183,0.7699999999999978
268.0,bike_001,car_005,motorcycle,car,12.923573,77.655387,12.923764,77.6544,16.65,16.6,106.96996067818115,0.04999999999999716
268.0,bike_002,bike_005,motorcycle,motorcycle,12.921137,77.644117,12.922504,77.645423,10.01,16.35,141.56788326521374,6.340000000000002
268.0,bike_002,car_007,motorcycle,car,12.921137,77.644117,12.922364,77.64527,10.01,12.99,124.98375193472853,2.9800000000000004
268.0,bike_003,bike_004,motorcycle,motorcycle,12.924412,77.648664,12.924371,77.648362,13.56,14.35,32.730229062543756,0.7899999999999991
268.0,bike_003,car_008,motorcycle,car,12.924412,77.648664,12.924491,77.649758,13.56,16.2,118.56551694108154,2.639999999999999
268.0,bike_003,car_009,motorcycle,car,12.924412,77.648664,12.924405,77.648391,13.56,16.64,29.58717371916264,3.08
268.0,bike_004,car_009,motorcycle,car,12.924371,77.648362,12.924405,77.648391,14.35,16.64,3.1436523456940493,2.290000000000001
268.0,bike_005,car_007,motorcycle,car,12.922504,77.645423,12.922364,77.64527,16.35,12.99,16.584177807559946,3.360000000000001
268.0,bike_005,car_010,motorcycle,car,12.922504,77.645423,12.923638,77.646703,16.35,15.6,138.74192920218348,0.7500000000000018
268.0,car_002,car_004,car,car,12.923818,77.654173,12.923606,77.655372,14.27,15.88,129.9461330526168,1.6100000000000012
268.0,car_002,car_005,car,car,12.923818,77.654173,12.923764,77.6544,14.27,16.6,24.602070596138482,2.330000000000002
268.0,car_003,car_004,car,car,12.923339,77.656147,12.923606,77.655372,16.3,15.88,83.99479677818792,0.41999999999999993
268.0,car_004,car_005,car,car,12.923606,77.655372,12.923764,77.6544,15.88,16.6,105.34408421082517,0.7200000000000006
268.0,car_006,car_010,car,car,12.923781,77.64694,12.923638,77.646703,13.44,15.6,25.68713680852202,2.16
268.0,car_008,car_009,car,car,12.924491,77.649758,12.924405,77.648391,16.2,16.64,148.15267940766327,0.4400000000000013
269.0,bike_001,car_002,motorcycle,car,12.923534,77.655533,12.923786,77.654304,16.47,14.75,133.19775379928637,1.7199999999999989
269.0,bike_001,car_003,motorcycle,car,12.923534,77.655533,12.923296,77.656281,16.47,15.39,81.06831828502789,1.0799999999999983
269.0,bike_001,car_004,motorcycle,car,12.923534,77.655533,12.923568,77.655519,16.47,16.49,1.518730103698847,0.019999999999999574
269.0,bike_001,car_005,motorcycle,car,12.923534,77.655533,12.923736,77.654543,16.47,15.92,107.2951837078945,0.5499999999999989
269.0,bike_002,bike_005,motorcycle,motorcycle,12.921214,77.64418,12.922593,77.645519,10.93,14.29,145.14415823647343,3.3599999999999994
269.0,bike_002,car_007,motorcycle,car,12.921214,77.64418,12.922437,77.645349,10.93,11.84,126.71732288167247,0.9100000000000001
269.0,bike_003,bike_004,motorcycle,motorcycle,12.924425,77.648799,12.924392,77.648502,14.7,15.44,32.18830425699008,0.7400000000000002
269.0,bike_003,car_008,motorcycle,car,12.924425,77.648799,12.9245,77.649903,14.7,15.76,119.64928003148059,1.0600000000000005
269.0,bike_003,car_009,motorcycle,car,12.924425,77.648799,12.924426,77.64854,14.7,16.34,28.069877956928902,1.6400000000000006
269.0,bike_004,car_009,motorcycle,car,12.924392,77.648502,12.924426,77.64854,15.44,16.34,4.1188893024194355,0.9000000000000004
269.0,bike_005,car_007,motorcycle,car,12.922593,77.645519,12.922437,77.645349,14.29,11.84,18.426872406434043,2.4499999999999993
269.0,bike_005,car_010,motorcycle,car,12.922593,77.645519,12.923711,77.646824,14.29,15.41,141.4505316281374,1.120000000000001
269.0,car_002,car_004,car,car,12.923786,77.654304,12.923568,77.655519,14.75,16.49,131.68023129646264,1.7399999999999984
269.0,car_002,car_005,car,car,12.923786,77.654304,12.923736,77.654543,14.75,15.92,25.90257044599468,1.17
269.0,car_003,car_004,car,car,12.923296,77.656281,12.923568,77.655519,15.39,16.49,82.58598072725346,1.0999999999999979
269.0,car_004,car_005,car,car,12.923568,77.655519,12.923736,77.654543,16.49,15.92,105.77766731258852,0.5699999999999985
269.0,car_006,car_010,car,car,12.923841,77.647039,12.923711,77.646824,12.73,15.41,23.3026764041808,2.6799999999999997
269.0,car_008,car_009,car,car,12.9245,77.649903,12.924426,77.64854,15.76,16.34,147.71913474288482,0.5800000000000001
270.0,bike_001,car_002,motorcycle,car,12.923498,77.655663,12.923756,77.654438,14.65,14.73,132.76430472450826,0.08000000000000007
270.0,bike_001,car_003,motorcycle,car,12.923498,77.655663,12.923251,77.656421,14.65,15.97,82.1521977642462,1.3200000000000003
270.0,bike_001,car_004,motorcycle,car,12.923498,77.655663,12.923528,77.655665,14.65,16.5,0.22443968511447762,1.8499999999999996
270.0,bike_001,car_005,motorcycle,car,12.923498,77.655663,12.923708,77.654686,14.65,15.77,105.8863481766816,1.1199999999999992
270.0,bike_002,bike_005,motorcycle,motorcycle,12.92129,77.644244,12.922689,77.645623,10.86,15.65,149.47925117910708,4.790000000000001
270.0,bike_002,car_007,motorcycle,car,12.92129,77.644244,12.92251,77.645429,10.86,11.8,128.4509415848093,0.9400000000000013
270.0,bike_003,bike_004,motorcycle,motorcycle,12.924434,77.648932,12.92441,77.648646,14.58,15.88,30.9961168065776,1.3000000000000007
270.0,bike_003,car_008,motorcycle,car,12.924434,77.648932,12.924508,77.650055,14.58,16.56,121.7084520102375,1.9799999999999986
270.0,bike_003,car_009,motorcycle,car,12.924434,77.648932,12.924444,77.648685,14.58,15.86,26.769348594585384,1.2799999999999994
270.0,bike_004,car_009,motorcycle,car,12.92441,77.648646,12.924444,77.648685,15.88,15.86,4.2272533602035445,0.02000000000000135
270.0,bike_005,car_007,motorcycle,car,12.922689,77.645623,12.92251,77.645429,15.65,11.8,21.028337325104218,3.8499999999999996
270.0,bike_005,car_010,motorcycle,car,12.922689,77.645623,12.923799,77.646914,15.65,13.61,139.93312222261693,2.040000000000001
270.0,car_002,car_004,car,car,12.923756,77.654438,12.923528,77.655665,14.73,16.5,132.98084523073314,1.7699999999999996
270.0,car_002,car_005,car,car,12.923756,77.654438,12.923708,77.654686,14.73,15.77,26.877956996171264,1.0399999999999991
270.0,car_003,car_004,car,car,12.923251,77.656421,12.923528,77.655665,15.97,16.5,81.93580112182435,0.5299999999999994
270.0,car_004,car_005,car,car,12.923528,77.655665,12.923708,77.654686,16.5,15.77,106.10288906781554,0.7300000000000004
270.0,car_006,car_010,car,car,12.923901,77.647138,12.923799,77.646914,12.67,13.61,24.277514149657275,0.9399999999999995
270.0,car_008,car_009,car,car,12.924508,77.650055,12.924444,77.648685,16.56,15.86,148.47775438641293,0.6999999999999993
271.0,bike_001,car_002,motorcycle,car,12.923452,77.6558,12.923727,77.654586,15.77,16.43,131.57230194069587,0.6600000000000001
271.0,bike_001,car_003,motorcycle,car,12.923452,77.6558,12.923205,77.656559,15.77,15.9,82.26058943973361,0.13000000000000078
271.0,bike_001,car_004,motorcycle,car,12.923452,77.6558,12.923482,77.655801,15.77,15.57,0.1230268551373155,0.1999999999999993
271.0,bike_001,car_005,motorcycle,car,12.923452,77.6558,12.923681,77.654826,15.77,15.51,105.56138003225968,0.2599999999999998
271.0,bike_002,car_007,motorcycle,car,12.921369,77.644309,12.922588,77.645514,11.31,12.68,130.61808328959285,1.3699999999999992
271.0,bike_003,bike_004,motorcycle,motorcycle,12.924443,77.649068,12.924424,77.64879,14.83,15.72,30.129079719191694,0.8900000000000006
271.0,bike_003,car_008,motorcycle,car,12.924443,77.649068,12.924514,77.650205,14.83,16.35,123.22573103855184,1.5200000000000014
271.0,bike_003,car_009,motorcycle,car,12.924443,77.649068,12.924456,77.648831,14.83,15.88,25.68557385925786,1.0500000000000007
271.0,bike_004,car_009,motorcycle,car,12.924424,77.64879,12.924456,77.648831,15.72,15.88,4.443927883988148,0.16000000000000014
271.0,bike_005,car_007,motorcycle,car,12.922778,77.645721,12.922588,77.645514,14.48,12.68,22.437413397732858,1.8000000000000007
271.0,bike_005,car_010,motorcycle,car,12.922778,77.645721,12.923871,77.647033,14.48,15.15,142.20826187031403,0.6699999999999999
271.0,car_002,car_004,car,car,12.923727,77.654586,12.923482,77.655801,16.43,15.57,131.68044831001708,0.8599999999999994
271.0,car_002,car_005,car,car,12.923727,77.654586,12.923681,77.654826,16.43,15.51,26.010926019890018,0.9199999999999999
271.0,car_003,car_004,car,car,12.923205,77.656559,12.923482,77.655801,15.9,15.57,82.15256831663432,0.33000000000000007
271.0,car_004,car_005,car,car,12.923482,77.655801,12.923681,77.654826,15.57,15.51,105.66952217627886,0.0600000000000005
271.0,car_006,car_010,car,car,12.923961,77.647238,12.923871,77.647033,12.67,15.15,22.21820281281471,2.4800000000000004
271.0,car_008,car_009,car,car,12.924514,77.650205,12.924456,77.648831,16.35,15.88,148.9112511506584,0.47000000000000064
272.0,bike_001,car_002,motorcycle,car,12.923409,77.655931,12.923699,77.654731,15.03,16.02,130.05515999882778,0.9900000000000002
272.0,bike_001,car_003,motorcycle,car,12.923409,77.655931,12.923156,77.656698,15.03,16.01,83.12768521359202,0.9800000000000022
272.0,bike_001,car_004,motorcycle,car,12.923409,77.655931,12.923436,77.655942,15.03,16.13,1.1933127705862143,1.0999999999999996
272.0,bike_001,car_005,motorcycle,car,12.923409,77.655931,12.923654,77.654969,15.03,15.79,104.26100394365852,0.7599999999999998
272.0,bike_002,car_007,motorcycle,car,12.921443,77.644371,12.922667,77.6456,10.56,12.86,133.21889208463833,2.299999999999999
272.0,bike_003,bike_004,motorcycle,motorcycle,12.924452,77.649192,12.924434,77.648928,13.55,15.05,28.611786744437786,1.5
272.0,bike_003,car_008,motorcycle,car,12.924452,77.649192,12.92451,77.650348,13.55,15.61,125.28488310402922,2.0599999999999987
272.0,bike_003,car_009,motorcycle,car,12.924452,77.649192,12.924466,77.648979,13.55,16.1,23.084507064222425,2.5500000000000007
272.0,bike_004,car_009,motorcycle,car,12.924434,77.648928,12.924466,77.648979,15.05,16.1,5.527621585132326,1.0500000000000007
272.0,bike_005,car_007,motorcycle,car,12.92287,77.64582,12.922667,77.6456,14.83,12.86,23.846552295640684,1.9700000000000006
272.0,bike_005,car_010,motorcycle,car,12.92287,77.64582,12.923945,77.647155,14.83,15.66,144.70013621531376,0.8300000000000001
272.0,car_002,car_004,car,car,12.923699,77.654731,12.923436,77.655942,16.02,16.13,131.24708874225757,0.10999999999999943
272.0,car_002,car_005,car,car,12.923699,77.654731,12.923654,77.654969,16.02,15.79,25.79416706316145,0.23000000000000043
