time,vehicle_1,vehicle_2,vehicle_1_type,vehicle_2_type,vehicle_1_latitude,vehicle_1_longitude,vehicle_2_latitude,vehicle_2_longitude,vehicle_1_speed,vehicle_2_speed,distance_m,relative_speed
8.0,car_001,car_002,car,car,12.917654,77.624402,12.917468,77.623231,16.26,10.78,126.91453063960505,5.480000000000002
9.0,car_001,car_002,car,car,12.917665,77.624547,12.917495,77.623345,15.89,12.67,130.27423261424468,3.2200000000000006
10.0,car_001,car_002,car,car,12.917676,77.624698,12.917526,77.623478,16.4,14.87,132.22497997901579,1.5299999999999994
11.0,car_001,car_002,car,car,12.91768,77.624843,12.917555,77.623602,15.84,13.85,134.5008676517672,1.9900000000000002
12.0,bike_001,car_002,motorcycle,car,12.917491,77.623202,12.917577,77.623728,0.76,13.92,57.008596417683584,13.16
12.0,car_001,car_002,car,car,12.917681,77.624992,12.917577,77.623728,16.2,13.92,136.99355106878298,2.2799999999999994
13.0,bike_001,car_002,motorcycle,car,12.917498,77.623232,12.917599,77.623865,3.36,15.02,68.60538416971207,11.66
13.0,car_001,car_002,car,car,12.917681,77.625145,12.917599,77.623865,16.67,15.02,138.72758125514693,1.6500000000000021
14.0,bike_001,car_002,motorcycle,car,12.917509,77.62328,12.917593,77.624007,5.29,15.07,78.79307578768177,9.780000000000001
14.0,car_001,car_002,car,car,12.917679,77.625288,12.917593,77.624007,15.46,15.07,138.83597337176545,0.39000000000000057
15.0,bike_001,car_002,motorcycle,car,12.917527,77.623354,12.917613,77.624133,8.29,13.87,84.42887197913956,5.58
15.0,car_001,car_002,car,car,12.917678,77.625433,12.917613,77.624133,15.85,13.87,140.89516037752702,1.9800000000000004
16.0,bike_001,car_002,motorcycle,car,12.917551,77.623459,12.917633,77.624261,11.74,14.13,86.92160531965062,2.3900000000000006
16.0,bike_001,car_003,motorcycle,car,12.917551,77.623459,12.917468,77.623231,11.74,8.19,24.711372059322198,3.5500000000000007
16.0,car_001,car_002,car,car,12.917664,77.625577,12.917633,77.624261,15.72,14.13,142.629208468983,1.5899999999999999
16.0,car_002,car_003,car,car,12.917633,77.624261,12.917468,77.623231,14.13,8.19,111.63277635929374,5.940000000000001
17.0,bike_001,car_002,motorcycle,car,12.917581,77.623583,12.917654,77.624394,13.77,14.58,87.89699269339987,0.8100000000000005
17.0,bike_001,car_003,motorcycle,car,12.917581,77.623583,12.91749,77.623324,13.77,10.29,28.071207839237903,3.4800000000000004
17.0,car_001,car_002,car,car,12.917648,77.625719,12.917654,77.624394,15.57,14.58,143.6046224468112,0.9900000000000002
17.0,car_002,car_003,car,car,12.917654,77.624394,12.91749,77.623324,14.58,10.29,115.96797948187314,4.290000000000001
18.0,bike_001,car_002,motorcycle,car,12.917578,77.623733,12.917664,77.624529,15.92,14.79,86.27132583606667,1.1300000000000008
18.0,bike_001,car_003,motorcycle,car,12.917578,77.623733,12.917515,77.62343,15.92,11.89,32.83963791300341,4.029999999999999
18.0,car_001,car_002,car,car,12.917619,77.625869,12.917664,77.624529,16.55,14.79,145.23036645619388,1.7600000000000016
18.0,car_002,car_003,car,car,12.917664,77.624529,12.917515,77.62343,14.79,11.89,119.11093093317653,2.8999999999999986
19.0,bike_001,car_002,motorcycle,car,12.917599,77.623865,12.917674,77.624664,14.47,14.68,86.59642392348778,0.20999999999999908
19.0,bike_001,car_003,motorcycle,car,12.917599,77.623865,12.917544,77.623556,14.47,14.08,33.48986241197831,0.39000000000000057
19.0,car_001,car_002,car,car,12.917587,77.626009,12.917674,77.624664,15.75,14.68,145.7723486533746,1.0700000000000003
19.0,car_002,car_003,car,car,12.917674,77.624664,12.917544,77.623556,14.68,14.08,120.08626343987692,0.5999999999999996
20.0,bike_001,car_002,motorcycle,car,12.917623,77.624014,12.91768,77.624797,16.41,14.46,84.8622749521473,1.9499999999999993
20.0,bike_001,car_003,motorcycle,car,12.917623,77.624014,12.917573,77.623697,16.41,15.66,34.35687274752878,0.75
20.0,car_001,car_002,car,car,12.917549,77.626148,12.91768,77.624797,15.63,14.46,146.4227660969713,1.17
20.0,car_002,car_003,car,car,12.91768,77.624797,12.917573,77.623697,14.46,15.66,119.2191239906903,1.1999999999999993
21.0,bike_001,car_002,motorcycle,car,12.917646,77.624154,12.917681,77.624935,15.42,15.03,84.64546434671685,0.39000000000000057
21.0,bike_001,car_003,motorcycle,car,12.917646,77.624154,12.917596,77.623844,15.42,16.14,33.59820666048015,0.7200000000000006
21.0,car_001,car_002,car,car,12.917509,77.626293,12.917681,77.624935,16.43,15.03,147.18160143998617,1.4000000000000004
21.0,car_002,car_003,car,car,12.917681,77.624935,12.917596,77.623844,15.03,16.14,118.24362481244157,1.1100000000000012
22.0,bike_001,car_002,motorcycle,car,12.917669,77.624301,12.917681,77.625073,16.11,14.97,83.67000891104412,1.1399999999999988
22.0,bike_001,car_003,motorcycle,car,12.917669,77.624301,12.917619,77.623988,16.11,15.79,33.9233447742505,0.3200000000000003
22.0,car_001,car_002,car,car,12.917472,77.62643,12.917681,77.625073,15.41,14.97,147.073412242244,0.4399999999999995
22.0,car_002,car_003,car,car,12.917681,77.625073,12.917619,77.623988,14.97,15.79,117.59328077905201,0.8199999999999985
23.0,bike_001,car_002,motorcycle,car,12.917686,77.624432,12.91768,77.625211,14.45,15.05,84.42866962336613,0.6000000000000014
23.0,bike_001,car_003,motorcycle,car,12.917686,77.624432,12.917641,77.624128,14.45,15.5,32.94789151278469,1.0500000000000007
23.0,car_001,car_002,car,car,12.917432,77.626574,12.91768,77.625211,16.26,15.05,147.72393438697574,1.2100000000000009
23.0,car_002,car_003,car,car,12.91768,77.625211,12.917641,77.624128,15.05,15.5,117.37647699354835,0.4499999999999993
24.0,bike_001,car_002,motorcycle,car,12.917696,77.62457,12.917679,77.625341,14.94,14.18,83.56162716574184,0.7599999999999998
24.0,bike_001,car_003,motorcycle,car,12.917696,77.62457,12.917665,77.624279,14.94,16.51,31.538880068509755,1.570000000000002
24.0,bike_001,car_004,motorcycle,car,12.917696,77.62457,12.917496,77.623225,14.94,9.83,145.77278775114934,5.109999999999999
24.0,car_001,car_002,car,car,12.917393,77.626716,12.917679,77.625341,16.03,14.18,149.0247665546234,1.8500000000000014
24.0,car_002,car_003,car,car,12.917679,77.625341,12.917665,77.624279,14.18,16.51,115.10045280424838,2.330000000000002
24.0,car_003,car_004,car,car,12.917665,77.624279,12.917496,77.623225,16.51,9.83,114.23391557641705,6.6800000000000015
25.0,bike_001,car_002,motorcycle,car,12.917706,77.624707,12.917676,77.625475,14.94,14.49,83.23649735509444,0.4499999999999993
25.0,bike_001,car_003,motorcycle,car,12.917706,77.624707,12.917686,77.624429,14.94,16.53,30.129894975776637,1.5900000000000016
25.0,bike_001,car_004,motorcycle,car,12.917706,77.624707,12.91752,77.623328,14.94,11.5,149.45764635004508,3.4399999999999995
25.0,car_001,car_002,car,car,12.917354,77.626853,12.917676,77.625475,15.59,14.49,149.3501955406916,1.0999999999999996
25.0,car_002,car_003,car,car,12.917676,77.625475,12.917686,77.624429,14.49,16.53,113.36635376996612,2.040000000000001
25.0,car_003,car_004,car,car,12.917686,77.624429,12.91752,77.623328,16.53,11.5,119.32777010589358,5.030000000000001
26.0,bike_001,car_002,motorcycle,car,12.917709,77.624854,12.917661,77.625609,15.95,14.77,81.82758120094233,1.1799999999999997
26.0,bike_001,car_003,motorcycle,car,12.917709,77.624854,12.917697,77.624579,15.95,16.28,29.804735757241843,0.33000000000000185
26.0,car_001,car_002,car,car,12.917314,77.62699,12.917661,77.625609,15.46,14.77,149.6755623259635,0.6900000000000013
26.0,car_002,car_003,car,car,12.917661,77.625609,12.917697,77.624579,14.77,16.28,111.63228152672635,1.5100000000000016
26.0,car_003,car_004,car,car,12.917697,77.624579,12.917548,77.623443,16.28,12.88,123.12099555520625,3.4000000000000004
27.0,bike_001,car_002,motorcycle,car,12.91771,77.624989,12.917643,77.625747,14.75,15.11,82.15277637003231,0.35999999999999943
27.0,bike_001,car_003,motorcycle,car,12.91771,77.624989,12.917707,77.624724,14.75,15.8,28.720918374007866,1.0500000000000007
27.0,car_002,car_003,car,car,12.917643,77.625747,12.917707,77.624724,15.11,15.8,110.87366516771567,0.6900000000000013
27.0,car_003,car_004,car,car,12.917707,77.624724,12.91758,77.623582,15.8,15.48,123.77117613522235,0.3200000000000003
28.0,bike_001,car_002,motorcycle,car,12.917709,77.625141,12.917618,77.625875,16.44,14.16,79.55173358262385,2.280000000000001
28.0,bike_001,car_003,motorcycle,car,12.917709,77.625141,12.91768,77.624878,16.44,16.26,28.504213300752497,0.17999999999999972
28.0,bike_002,car_004,motorcycle,car,12.917463,77.623209,12.917606,77.623725,0.52,15.73,55.925231605380674,15.21
28.0,car_002,car_003,car,car,12.917618,77.625875,12.91768,77.624878,14.16,16.26,108.0557720904121,2.1000000000000014
28.0,car_003,car_004,car,car,12.91768,77.624878,12.917606,77.623725,16.26,15.73,124.96320285416792,0.5300000000000011
29.0,bike_001,car_002,motorcycle,car,12.917708,77.625292,12.917587,77.626007,16.37,14.83,77.49266232805633,1.540000000000001
29.0,bike_001,car_003,motorcycle,car,12.917708,77.625292,12.917682,77.625022,16.37,15.67,29.26286697813941,0.7000000000000011
29.0,bike_002,car_004,motorcycle,car,12.917467,77.623227,12.91763,77.623871,2.05,16.05,69.79801081045935,14.0
29.0,car_002,car_003,car,car,12.917587,77.626007,12.917682,77.625022,14.83,15.67,106.75530032577781,0.8399999999999999
29.0,car_003,car_004,car,car,12.917682,77.625022,12.91763,77.623871,15.67,16.05,124.74639295940337,0.3800000000000008
30.0,bike_001,car_002,motorcycle,car,12.917707,77.625435,12.917553,77.626134,15.56,14.34,75.75880779059237,1.2200000000000006
30.0,bike_001,car_003,motorcycle,car,12.917707,77.625435,12.91768,77.62517,15.56,16.1,28.72096730795954,0.5400000000000009
30.0,bike_002,car_004,motorcycle,car,12.917474,77.623257,12.917625,77.624024,3.3,16.26,83.1286597852069,12.96
30.0,car_002,car_003,car,car,12.917553,77.626134,12.91768,77.62517,14.34,16.1,104.47944143531917,1.7600000000000016
30.0,car_003,car_004,car,car,12.91768,77.62517,12.917625,77.624024,16.1,16.26,124.20449551994794,0.16000000000000014
31.0,bike_001,car_002,motorcycle,car,12.917694,77.625567,12.917519,77.626259,14.44,14.01,75.00032829744045,0.4299999999999997
31.0,bike_001,car_003,motorcycle,car,12.917694,77.625567,12.917679,77.625321,14.44,16.4,26.6617004101601,1.959999999999999
31.0,bike_002,car_004,motorcycle,car,12.917485,77.623305,12.917648,77.624169,5.32,15.94,93.6416176060474,10.62
31.0,car_002,car_003,car,car,12.917519,77.626259,12.917679,77.625321,14.01,16.4,101.66172965275022,2.389999999999999
31.0,car_003,car_004,car,car,12.917679,77.625321,12.917648,77.624169,16.4,15.94,124.85474373007642,0.4599999999999991
32.0,bike_001,car_002,motorcycle,car,12.917679,77.625706,12.917483,77.626388,15.17,14.67,73.91673695110437,0.5
32.0,bike_001,car_003,motorcycle,car,12.917679,77.625706,12.917677,77.625468,15.17,16.05,25.794639035605226,0.8800000000000008
32.0,bike_002,car_004,motorcycle,car,12.917502,77.623375,12.917672,77.62432,7.85,16.63,102.42045782148492,8.78
32.0,bike_002,car_005,motorcycle,car,12.917502,77.623375,12.917496,77.623225,7.85,12.39,16.257141076764103,4.540000000000001
32.0,car_002,car_003,car,car,12.917483,77.626388,12.917677,77.625468,14.67,16.05,99.7111181847231,1.3800000000000008
32.0,car_003,car_004,car,car,12.917677,77.625468,12.917672,77.62432,16.05,16.63,124.42120076915847,0.5799999999999983
32.0,car_004,car_005,car,car,12.917672,77.62432,12.917496,77.623225,16.63,12.39,118.67755057695618,4.239999999999998
33.0,bike_001,car_002,motorcycle,car,12.917654,77.625841,12.917447,77.626521,14.94,14.97,73.70010034480214,0.030000000000001137
33.0,bike_001,car_003,motorcycle,car,12.917654,77.625841,12.917661,77.625609,14.94,15.45,25.14435946657579,0.5099999999999998
33.0,bike_001,car_004,motorcycle,car,12.917654,77.625841,12.917689,77.62447,14.94,16.33,148.59014425623394,1.3899999999999988
33.0,bike_002,car_004,motorcycle,car,12.917524,77.623469,12.917689,77.62447,10.53,16.33,108.48971952470654,5.799999999999999
33.0,bike_002,car_005,motorcycle,car,12.917524,77.623469,12.917527,77.623356,10.53,14.67,12.24704322170193,4.140000000000001
33.0,car_002,car_003,car,car,12.917447,77.626521,12.917661,77.625609,14.97,15.45,98.84424315105011,0.47999999999999865
33.0,car_003,car_004,car,car,12.917661,77.625609,12.917689,77.62447,15.45,16.33,123.44578457396726,0.879999999999999
33.0,car_004,car_005,car,car,12.917689,77.62447,12.917527,77.623356,16.33,14.67,120.73669342883905,1.6599999999999984
34.0,bike_001,car_002,motorcycle,car,12.917622,77.62599,12.917411,77.62665,16.56,14.54,71.53256946760392,2.0199999999999996
34.0,bike_001,car_003,motorcycle,car,12.917622,77.62599,12.917642,77.625755,16.56,15.93,25.469530504749905,0.629999999999999
34.0,bike_001,car_004,motorcycle,car,12.917622,77.62599,12.917699,77.624615,16.56,15.86,149.0237335687726,0.6999999999999993
34.0,bike_002,car_004,motorcycle,car,12.91752,77.623579,12.917699,77.624615,11.63,15.86,112.28311329637548,4.229999999999999
34.0,bike_002,car_005,motorcycle,car,12.91752,77.623579,12.917561,77.6235,11.63,16.0,8.56246040247423,4.369999999999999
34.0,car_002,car_003,car,car,12.917411,77.62665,12.917642,77.625755,14.54,15.93,97.00194215792396,1.3900000000000006
34.0,car_003,car_004,car,car,12.917642,77.625755,12.917699,77.624615,15.93,15.86,123.55420519631507,0.07000000000000028
34.0,car_004,car_005,car,car,12.917699,77.624615,12.917561,77.6235,15.86,16.0,120.8449510832225,0.14000000000000057
35.0,bike_001,car_002,motorcycle,car,12.917587,77.626119,12.917376,77.626777,14.49,14.36,71.31582121165658,0.13000000000000078
35.0,bike_001,car_003,motorcycle,car,12.917587,77.626119,12.917613,77.625897,14.49,15.79,24.060605806140387,1.299999999999999
35.0,bike_001,car_004,motorcycle,car,12.917587,77.626119,12.917709,77.624758,14.49,15.57,147.50652425101495,1.08
35.0,bike_002,car_004,motorcycle,car,12.917541,77.623682,12.917709,77.624758,11.37,15.57,116.61825903628136,4.200000000000001
35.0,bike_002,car_005,motorcycle,car,12.917541,77.623682,12.917593,77.623643,11.37,15.9,4.228058988237124,4.530000000000001
35.0,car_002,car_003,car,car,12.917376,77.626777,12.917613,77.625897,14.36,15.79,95.37631396575368,1.4299999999999997
35.0,car_003,car_004,car,car,12.917613,77.625897,12.917709,77.624758,15.79,15.57,123.44592012400173,0.21999999999999886
35.0,car_004,car_005,car,car,12.917709,77.624758,12.917593,77.623643,15.57,15.9,120.84485384385616,0.33000000000000007
36.0,bike_001,car_002,motorcycle,car,12.917549,77.626258,12.91734,77.6269,15.72,13.99,69.58174335676411,1.7300000000000004
36.0,bike_001,car_003,motorcycle,car,12.917549,77.626258,12.917579,77.626038,15.72,15.87,23.843865677500336,0.14999999999999858
36.0,bike_001,car_004,motorcycle,car,12.917549,77.626258,12.917681,77.624915,15.72,16.53,145.55572362285625,0.8100000000000005
36.0,bike_002,car_004,motorcycle,car,12.917557,77.623784,12.917681,77.624915,11.26,16.53,122.57898962491115,5.270000000000001
36.0,bike_002,car_005,motorcycle,car,12.917557,77.623784,12.917617,77.623794,11.26,16.63,1.0900460459817953,5.369999999999999
36.0,car_002,car_003,car,car,12.91734,77.6269,12.917579,77.626038,13.99,15.87,93.42551293914678,1.879999999999999
36.0,car_003,car_004,car,car,12.917579,77.626038,12.917681,77.624915,15.87,16.53,121.71186213281771,0.6600000000000019
36.0,car_004,car_005,car,car,12.917681,77.624915,12.917617,77.623794,16.53,16.63,121.49499369332096,0.09999999999999787
37.0,bike_001,car_002,motorcycle,car,12.917512,77.626392,12.917303,77.627025,15.14,14.17,68.60634189966069,0.9700000000000006
37.0,bike_001,car_003,motorcycle,car,12.917512,77.626392,12.917541,77.626178,15.14,15.79,23.193581053026026,0.6499999999999986
37.0,bike_001,car_004,motorcycle,car,12.917512,77.626392,12.917681,77.62506,15.14,15.74,144.36369196714912,0.5999999999999996
37.0,bike_002,car_004,motorcycle,car,12.917574,77.623888,12.917681,77.62506,11.44,15.74,127.02253410683328,4.300000000000001
37.0,bike_002,car_005,motorcycle,car,12.917574,77.623888,12.917641,77.623944,11.44,16.54,6.070721164173819,5.1
37.0,car_002,car_003,car,car,12.917303,77.627025,12.917541,77.626178,14.17,15.79,91.79982337590074,1.6199999999999992
37.0,car_003,car_004,car,car,12.917541,77.626178,12.917681,77.62506,15.79,15.74,121.17011071065797,0.049999999999998934
37.0,car_004,car_005,car,car,12.917681,77.62506,12.917641,77.623944,15.74,16.54,120.95304506910064,0.7999999999999989
38.0,bike_001,car_002,motorcycle,car,12.917472,77.626539,12.917267,77.627148,16.58,13.93,66.00520908579139,2.6499999999999986
38.0,bike_001,car_003,motorcycle,car,12.917472,77.626539,12.917503,77.626315,16.58,15.46,24.277400109699936,1.1199999999999974
38.0,bike_001,car_004,motorcycle,car,12.917472,77.626539,12.91768,77.625205,16.58,15.81,144.58065652435334,0.7699999999999978
38.0,bike_002,car_004,motorcycle,car,12.917591,77.623995,12.91768,77.625205,11.77,15.81,131.14094647789886,4.040000000000001
38.0,bike_002,car_005,motorcycle,car,12.917591,77.623995,12.917665,77.62409,11.77,16.03,10.297182914305814,4.260000000000002
38.0,car_002,car_003,car,car,12.917267,77.627148,12.917503,77.626315,13.93,15.46,90.28250325569287,1.5300000000000011
38.0,car_003,car_004,car,car,12.917503,77.626315,12.91768,77.625205,15.46,15.81,120.30325898831309,0.34999999999999964
38.0,car_004,car_005,car,car,12.91768,77.625205,12.917665,77.62409,15.81,16.03,120.84463725730089,0.22000000000000064
39.0,bike_001,car_002,motorcycle,car,12.917432,77.626684,12.917229,77.627274,16.25,14.37,63.9459952391153,1.8800000000000008
39.0,bike_001,car_003,motorcycle,car,12.917432,77.626684,12.917465,77.626454,16.25,15.72,24.92769723420578,0.5299999999999994
39.0,bike_001,car_004,motorcycle,car,12.917432,77.626684,12.917679,77.625351,16.25,15.91,144.4725192287993,0.33999999999999986
39.0,bike_002,car_004,motorcycle,car,12.917606,77.624091,12.917679,77.625351,10.56,15.91,136.5599450668835,5.35
39.0,bike_002,car_005,motorcycle,car,12.917606,77.624091,12.917659,77.62424,10.56,15.84,16.149074933609736,5.279999999999999
39.0,car_002,car_003,car,car,12.917229,77.627274,12.917465,77.626454,14.37,15.72,88.87358268409946,1.3500000000000014
39.0,car_003,car_004,car,car,12.917465,77.626454,12.917679,77.625351,15.72,15.91,119.54483322182315,0.1899999999999995
39.0,car_004,car_005,car,car,12.917679,77.625351,12.917659,77.62424,15.91,15.84,120.41111834366582,0.07000000000000028
40.0,bike_001,car_002,motorcycle,car,12.917396,77.626812,12.917191,77.627402,14.5,14.58,63.94602874056762,0.08000000000000007
40.0,bike_001,car_003,motorcycle,car,12.917396,77.626812,12.917428,77.626591,14.5,15.37,23.952270561387895,0.8699999999999992
40.0,bike_001,car_004,motorcycle,car,12.917396,77.626812,12.917674,77.625495,14.5,15.6,142.7386611125332,1.0999999999999996
40.0,bike_002,car_004,motorcycle,car,12.917621,77.624184,12.917674,77.625495,10.34,15.6,142.08732933964595,5.26
40.0,bike_002,car_005,motorcycle,car,12.917621,77.624184,12.917682,77.624383,10.34,15.71,21.568113360894465,5.370000000000001
40.0,bike_002,car_006,motorcycle,car,12.917621,77.624184,12.917496,77.623225,10.34,3.42,103.93755364177544,6.92
40.0,car_002,car_003,car,car,12.917191,77.627402,12.917428,77.626591,14.58,15.37,87.89819030010644,0.7899999999999991
40.0,car_003,car_004,car,car,12.917428,77.626591,12.917674,77.625495,15.37,15.6,118.78641501298338,0.23000000000000043
40.0,car_004,car_005,car,car,12.917674,77.625495,12.917682,77.624383,15.6,15.71,120.51948958610168,0.11000000000000121
40.0,car_005,car_006,car,car,12.917682,77.624383,12.917496,77.623225,15.71,3.42,125.50557081887312,12.290000000000001
41.0,bike_001,car_002,motorcycle,car,12.917357,77.626946,12.917152,77.627535,15.22,15.07,63.83765980408653,0.15000000000000036
41.0,bike_001,car_003,motorcycle,car,12.917357,77.626946,12.917388,77.626736,15.22,16.45,22.760082710947714,1.2299999999999986
41.0,bike_001,car_004,motorcycle,car,12.917357,77.626946,12.917657,77.625638,15.22,15.74,141.76342486433603,0.5199999999999996
41.0,bike_002,car_004,motorcycle,car,12.917636,77.624277,12.917657,77.625638,10.22,15.74,147.5063407436588,5.52
41.0,bike_002,car_005,motorcycle,car,12.917636,77.624277,12.917693,77.624536,10.22,16.66,28.070855764017203,6.4399999999999995
41.0,bike_002,car_006,motorcycle,car,12.917636,77.624277,12.917507,77.623272,10.22,5.33,108.92307338038286,4.890000000000001
41.0,car_002,car_003,car,car,12.917152,77.627535,12.917388,77.626736,15.07,16.45,86.59763984049776,1.379999999999999
41.0,car_003,car_004,car,car,12.917388,77.626736,12.917657,77.625638,16.45,15.74,119.00337606503334,0.7099999999999991
41.0,car_004,car_005,car,car,12.917657,77.625638,12.917693,77.624536,15.74,16.66,119.43570210246264,0.9199999999999999
41.0,car_005,car_006,car,car,12.917693,77.624536,12.917507,77.623272,16.66,5.33,136.9938938648976,11.33
42.0,bike_001,car_002,motorcycle,car,12.917319,77.627075,12.917115,77.627659,14.6,14.05,63.29576265605391,0.5499999999999989
42.0,bike_001,car_003,motorcycle,car,12.917319,77.627075,12.917346,77.626881,14.6,16.37,21.02597637447798,1.7700000000000014
42.0,bike_001,car_004,motorcycle,car,12.917319,77.627075,12.917636,77.625782,14.6,15.8,140.13788259552803,1.200000000000001
42.0,bike_002,car_005,motorcycle,car,12.917651,77.624372,12.917704,77.624683,10.39,16.05,33.706596711517285,5.66
42.0,bike_002,car_006,motorcycle,car,12.917651,77.624372,12.917522,77.623337,10.39,7.2,112.17448474139921,3.1900000000000004
42.0,car_002,car_003,car,car,12.917115,77.627659,12.917346,77.626881,14.05,16.37,84.32163246268237,2.3200000000000003
42.0,car_003,car_004,car,car,12.917346,77.626881,12.917636,77.625782,16.37,15.8,119.11195654107665,0.5700000000000003
42.0,car_004,car_005,car,car,12.917636,77.625782,12.917704,77.624683,15.8,16.05,119.11061465115553,0.25
42.0,car_005,car_006,car,car,12.917704,77.624683,12.917522,77.623337,16.05,7.2,145.8810695474933,8.850000000000001
43.0,bike_001,car_002,motorcycle,car,12.917277,77.627216,12.917079,77.62778,16.03,13.83,61.12812109722624,2.200000000000001
43.0,bike_001,car_003,motorcycle,car,12.917277,77.627216,12.917303,77.627025,16.03,16.43,20.700833144599613,0.3999999999999986
43.0,bike_001,car_004,motorcycle,car,12.917277,77.627216,12.917607,77.625928,16.03,16.16,139.59611653092574,0.129999999999999
43.0,bike_002,car_005,motorcycle,car,12.91766,77.62447,12.917709,77.624825,10.79,15.43,38.475312962940734,4.640000000000001
43.0,bike_002,car_006,motorcycle,car,12.91766,77.62447,12.917541,77.623416,10.79,8.86,114.23366904094497,1.9299999999999997
43.0,car_002,car_003,car,car,12.917079,77.62778,12.917303,77.627025,13.83,16.43,81.82884473429037,2.5999999999999996
43.0,car_003,car_004,car,car,12.917303,77.627025,12.917607,77.625928,16.43,16.16,118.89534598427501,0.2699999999999996
43.0,car_004,car_005,car,car,12.917607,77.625928,12.917709,77.624825,16.16,15.43,119.54423453594228,0.7300000000000004
44.0,bike_001,car_002,motorcycle,car,12.917238,77.627347,12.917042,77.627907,14.84,14.4,60.694590297914395,0.4399999999999995
44.0,bike_001,car_003,motorcycle,car,12.917238,77.627347,12.917262,77.627163,14.84,15.62,19.942162210551395,0.7799999999999994
44.0,bike_001,car_004,motorcycle,car,12.917238,77.627347,12.917572,77.626065,14.84,15.42,138.94589435840606,0.5800000000000001
44.0,bike_002,car_005,motorcycle,car,12.917667,77.624567,12.91771,77.624975,10.59,16.27,44.219457590397404,5.68
44.0,bike_002,car_006,motorcycle,car,12.917667,77.624567,12.917565,77.623517,10.59,11.22,113.80007722251507,0.6300000000000008
44.0,car_002,car_003,car,car,12.917042,77.627907,12.917262,77.627163,14.4,15.62,80.63664140825178,1.2199999999999989
44.0,car_003,car_004,car,car,12.917262,77.627163,12.917572,77.626065,15.62,15.42,119.00380198201363,0.1999999999999993
44.0,car_004,car_005,car,car,12.917572,77.626065,12.91771,77.624975,15.42,16.27,118.13543129017103,0.8499999999999996
45.0,bike_001,car_002,motorcycle,car,12.917196,77.627488,12.917003,77.628037,16.0,14.8,59.502395139801756,1.1999999999999993
45.0,bike_001,car_003,motorcycle,car,12.917196,77.627488,12.91722,77.627304,16.0,16.04,19.942165563213372,0.03999999999999915
45.0,bike_001,car_004,motorcycle,car,12.917196,77.627488,12.917534,77.626202,16.0,15.55,139.3794721031954,0.4499999999999993
45.0,bike_002,car_005,motorcycle,car,12.917674,77.62467,12.91771,77.625124,11.22,16.19,49.20494596078555,4.970000000000001
45.0,bike_002,car_006,motorcycle,car,12.917674,77.62467,12.917593,77.623641,11.22,13.81,111.52400992934555,2.59
45.0,bike_003,car_006,motorcycle,car,12.917463,77.623209,12.917593,77.623641,8.42,13.81,46.821228597338546,5.390000000000001
45.0,car_002,car_003,car,car,12.917003,77.628037,12.91722,77.627304,14.8,16.04,79.44444847863147,1.2399999999999984
45.0,car_003,car_004,car,car,12.91722,77.627304,12.917534,77.626202,16.04,15.55,119.43737873249212,0.48999999999999844
45.0,car_004,car_005,car,car,12.917534,77.626202,12.91771,77.625124,15.55,16.19,116.8350656686375,0.6400000000000006
46.0,bike_001,car_002,motorcycle,car,12.917154,77.62763,12.916966,77.628161,16.1,14.07,57.551522317632134,2.030000000000001
46.0,bike_001,car_003,motorcycle,car,12.917154,77.62763,12.917178,77.627448,16.1,16.34,19.725407398228032,0.23999999999999844
46.0,bike_001,car_004,motorcycle,car,12.917154,77.62763,12.917494,77.626348,16.1,16.42,138.9459942185853,0.3200000000000003
46.0,bike_002,car_005,motorcycle,car,12.91768,77.624767,12.917679,77.625277,10.57,16.19,55.274225581261305,5.620000000000001
46.0,bike_002,car_006,motorcycle,car,12.91768,77.624767,12.917584,77.623767,10.57,13.22,108.38101515057859,2.6500000000000004
46.0,bike_003,car_006,motorcycle,car,12.917488,77.623315,12.917584,77.623767,11.82,13.22,48.98851957032384,1.4000000000000004
46.0,car_002,car_003,car,car,12.916966,77.628161,12.917178,77.627448,14.07,16.34,77.27681811727477,2.2699999999999996
46.0,car_003,car_004,car,car,12.917178,77.627448,12.917494,77.626348,16.34,16.42,119.22065909841717,0.08000000000000185
46.0,car_004,car_005,car,car,12.917494,77.626348,12.917679,77.625277,16.42,16.19,116.07647212113841,0.23000000000000043
47.0,bike_001,car_002,motorcycle,car,12.917111,77.627774,12.916929,77.628287,16.29,14.26,55.60063674921716,2.0299999999999994
47.0,bike_001,car_003,motorcycle,car,12.917111,77.627774,12.917134,77.627594,16.29,16.64,19.50864475534043,0.3500000000000014
47.0,bike_001,car_004,motorcycle,car,12.917111,77.627774,12.917455,77.626489,16.29,16.01,139.27119337783117,0.2799999999999976
47.0,bike_002,car_005,motorcycle,car,12.91768,77.624859,12.917678,77.625421,9.96,15.63,60.91002918316496,5.67
47.0,bike_002,car_006,motorcycle,car,12.91768,77.624859,12.917603,77.62389,9.96,13.46,105.0211508325365,3.5
47.0,bike_003,car_006,motorcycle,car,12.917515,77.623432,12.917603,77.62389,13.08,13.46,49.638739895860105,0.3800000000000008
47.0,car_002,car_003,car,car,12.916929,77.628287,12.917134,77.627594,14.26,16.64,75.1091667548613,2.380000000000001
47.0,car_003,car_004,car,car,12.917134,77.627594,12.917455,77.626489,16.64,16.01,119.76262685365634,0.629999999999999
47.0,car_004,car_005,car,car,12.917455,77.626489,12.917678,77.625421,16.01,15.63,115.7515925630572,0.3800000000000008
