time,vehicle_id,longitude,latitude,angle,vehicle_type,speed_mps,position_on_lane,lane,slope
155.0,car_003,77.642124,12.918649,36.74,car,15.65,176.01,377125912#2_1,0.00
155.0,car_004,77.641679,12.918094,41.91,car,15.89,98.22,377125912#2_0,0.00
155.0,car_005,77.640845,12.917315,51.41,car,16.58,662.50,380707230#2_0,0.00
155.0,car_006,77.636550,12.916180,95.79,car,13.33,156.18,380707230#2_0,0.00
155.0,car_007,77.635086,12.916309,91.89,car,11.53,6.46,:11977577698_3_0,0.00
155.0,car_008,77.636532,12.916211,95.79,car,15.88,154.66,380707230#2_1,0.00
155.0,car_009,77.635240,12.916331,91.90,car,16.66,13.59,380707230#2_1,0.00
155.0,car_010,77.633311,12.916458,95.04,car,15.91,103.09,380707230#0_0,0.00
155.0,truck_001,77.626011,12.917586,103.07,truck,11.73,309.51,1073384217#1_0,0.00
156.0,bike_001,77.642177,12.918669,36.74,motorcycle,16.19,181.59,377125912#2_0,0.00
156.0,bike_002,77.635381,12.916296,91.90,motorcycle,10.39,28.96,380707230#2_0,0.00
156.0,bike_003,77.637432,12.916068,96.98,motorcycle,14.05,252.45,380707230#2_0,0.00
156.0,bike_004,77.635986,12.916241,95.79,motorcycle,15.57,94.80,380707230#2_0,0.00
156.0,bike_005,77.632400,12.916549,95.19,motorcycle,15.34,3.69,380707230#0_0,0.00
156.0,bus_001,77.630095,12.916737,93.26,bus,13.31,87.28,1534247766#0_0,0.00
156.0,car_001,77.643991,12.920985,38.57,car,16.23,153.03,377125912#3_0,0.00
156.0,car_002,77.641940,12.918379,40.69,car,14.13,140.53,377125912#2_0,0.00
156.0,car_003,77.642213,12.918767,35.32,car,16.20,192.20,377125912#2_1,0.00
156.0,car_004,77.641775,12.918196,41.91,car,15.33,113.55,377125912#2_0,0.00
156.0,car_005,77.640962,12.917405,51.42,car,16.11,5.26,:11892824102_0_0,0.00
156.0,car_006,77.636668,12.916165,96.76,car,12.89,169.08,380707230#2_0,0.00
156.0,car_007,77.635200,12.916304,91.90,car,12.37,9.41,380707230#2_0,0.00
156.0,car_008,77.636675,12.916194,96.75,car,15.56,170.22,380707230#2_1,0.00
156.0,car_009,77.635382,12.916325,91.90,car,15.45,29.05,380707230#2_1,0.00
156.0,car_010,77.633458,12.916444,95.04,car,16.03,119.12,380707230#0_0,0.00
156.0,truck_001,77.626118,12.917557,105.03,truck,12.12,321.63,1073384217#1_0,0.00
157.0,bike_001,77.642258,12.918778,35.32,motorcycle,14.88,196.47,377125912#2_0,0.00
157.0,bike_002,77.635475,12.916292,91.90,motorcycle,10.18,39.14,380707230#2_0,0.00
157.0,bike_003,77.637558,12.916051,96.98,motorcycle,13.73,266.19,380707230#2_0,0.00
157.0,bike_004,77.636119,12.916227,95.79,motorcycle,14.42,109.22,380707230#2_0,0.00
157.0,bike_005,77.632543,12.916534,95.19,motorcycle,15.53,19.22,380707230#0_0,0.00
157.0,bus_001,77.630218,12.916729,93.26,bus,13.33,100.60,1534247766#0_0,0.00
157.0,car_001,77.644082,12.921095,38.57,car,15.71,168.74,377125912#3_0,0.00
157.0,car_002,77.642031,12.918482,39.74,car,15.10,155.63,377125912#2_0,0.00
157.0,car_003,77.642298,12.918882,35.32,car,15.74,207.94,377125912#2_1,0.00
157.0,car_004,77.641868,12.918298,40.69,car,15.12,128.67,377125912#2_0,0.00
157.0,car_005,77.641082,12.917497,51.39,car,16.51,5.84,377125912#2_0,0.00
157.0,car_006,77.636793,12.916150,96.76,car,13.64,182.72,380707230#2_0,0.00
157.0,car_007,77.635296,12.916329,91.90,car,10.31,19.72,380707230#2_1,0.00
157.0,car_008,77.636816,12.916176,96.75,car,15.44,185.66,380707230#2_1,0.00
157.0,car_009,77.635526,12.916319,91.90,car,15.71,44.75,380707230#2_1,0.00
157.0,car_010,77.633609,12.916430,95.04,car,16.47,135.59,380707230#0_0,0.00
157.0,truck_001,77.626225,12.917528,105.03,truck,12.03,333.65,1073384217#1_0,0.00
158.0,bike_001,77.642344,12.918896,35.32,motorcycle,16.01,212.48,377125912#2_0,0.00
158.0,bike_002,77.635581,12.916286,95.79,motorcycle,11.58,50.73,380707230#2_0,0.00
158.0,bike_003,77.637682,12.916035,97.53,motorcycle,13.57,279.76,380707230#2_0,0.00
158.0,bike_004,77.636260,12.916211,95.79,motorcycle,15.39,124.60,380707230#2_0,0.00
158.0,bike_005,77.632689,12.916520,95.19,motorcycle,15.98,35.20,380707230#0_0,0.00
158.0,bus_001,77.630343,12.916720,93.26,bus,13.60,114.20,1534247766#0_0,0.00
158.0,car_001,77.644171,12.921203,38.57,car,15.38,184.12,377125912#3_0,0.00
158.0,car_002,77.642115,12.918590,36.74,car,14.92,170.55,377125912#2_0,0.00
158.0,car_003,77.642384,12.918999,35.32,car,15.98,223.93,377125912#2_1,0.00
158.0,car_004,77.641964,12.918407,40.69,car,15.91,144.58,377125912#2_0,0.00
158.0,car_005,77.641184,12.917594,43.92,car,15.44,21.28,377125912#2_0,0.00
158.0,car_006,77.636914,12.916134,96.76,car,13.15,195.87,380707230#2_0,0.00
158.0,car_007,77.635409,12.916324,91.90,car,12.30,32.03,380707230#2_1,0.00
158.0,car_008,77.636957,12.916158,96.75,car,15.45,201.10,380707230#2_1,0.00
158.0,car_009,77.635673,12.916305,95.79,car,16.00,60.76,380707230#2_1,0.00
158.0,car_010,77.633758,12.916415,95.04,car,16.26,151.85,380707230#0_0,0.00
158.0,truck_001,77.626329,12.917499,105.03,truck,11.71,345.36,1073384217#1_0,0.00
159.0,bike_001,77.642425,12.919004,35.32,motorcycle,14.82,227.30,377125912#2_0,0.00
159.0,bike_002,77.635687,12.916274,95.79,motorcycle,11.49,62.22,380707230#2_0,0.00
159.0,bike_003,77.637821,12.916015,97.53,motorcycle,15.20,294.96,380707230#2_0,0.00
159.0,bike_004,77.636405,12.916196,95.79,motorcycle,15.78,140.38,380707230#2_0,0.00
159.0,bike_005,77.632830,12.916506,95.19,motorcycle,15.42,50.62,380707230#0_0,0.00
159.0,bus_001,77.630467,12.916712,93.26,bus,13.52,127.73,1534247766#0_0,0.00
159.0,car_001,77.644267,12.921318,38.57,car,16.44,200.56,377125912#3_0,0.00
159.0,car_002,77.642197,12.918696,36.45,car,14.67,185.23,377125912#2_0,0.00
159.0,car_003,77.642468,12.919112,35.32,car,15.48,239.41,377125912#2_1,0.00
159.0,car_004,77.642030,12.918529,36.74,car,14.71,159.29,377125912#2_1,0.00
159.0,car_005,77.641284,12.917695,43.92,car,15.57,36.85,377125912#2_0,0.00
159.0,car_006,77.637034,12.916119,96.76,car,13.09,208.97,380707230#2_0,0.00
159.0,car_007,77.635528,12.916319,91.90,car,12.91,44.93,380707230#2_1,0.00
159.0,car_008,77.637107,12.916139,96.75,car,16.45,217.55,380707230#2_1,0.00
159.0,car_009,77.635814,12.916289,95.79,car,15.41,76.17,380707230#2_1,0.00
159.0,car_010,77.633904,12.916401,95.04,car,15.87,167.73,380707230#0_0,0.00
159.0,truck_001,77.626432,12.917471,105.03,truck,11.67,357.04,1073384217#1_0,0.00
160.0,bike_001,77.642514,12.919126,35.32,motorcycle,16.57,243.87,377125912#2_0,0.00
160.0,bike_002,77.635790,12.916263,95.79,motorcycle,11.24,73.46,380707230#2_0,0.00
160.0,bike_003,77.637948,12.916009,90.73,motorcycle,13.77,308.73,380707230#2_0,0.00
160.0,bike_004,77.636544,12.916180,95.79,motorcycle,15.20,155.59,380707230#2_0,0.00
160.0,bike_005,77.632979,12.916491,95.19,motorcycle,16.24,66.87,380707230#0_0,0.00
160.0,bus_001,77.630593,12.916704,93.25,bus,13.74,0.38,:12683580002_3_0,0.00
160.0,car_001,77.644360,12.921430,38.57,car,16.04,216.60,377125912#3_0,0.00
160.0,car_002,77.642275,12.918802,35.32,car,14.47,199.70,377125912#2_0,0.00
160.0,car_003,77.642552,12.919226,35.32,car,15.64,255.05,377125912#2_1,0.00
160.0,car_004,77.642121,12.918645,36.74,car,16.19,175.48,377125912#2_1,0.00
160.0,car_005,77.641392,12.917802,43.92,car,16.60,53.45,377125912#2_0,0.00
160.0,car_006,77.637158,12.916103,96.98,car,13.52,222.49,380707230#2_0,0.00
160.0,car_007,77.635642,12.916308,95.79,car,12.41,57.35,380707230#2_1,0.00
160.0,car_008,77.637258,12.916119,96.99,car,16.55,234.10,380707230#2_1,0.00
160.0,car_009,77.635956,12.916274,95.79,car,15.49,91.65,380707230#2_1,0.00
160.0,car_010,77.634048,12.916387,95.04,car,15.71,183.44,380707230#0_0,0.00
160.0,truck_001,77.626539,12.917442,105.03,truck,12.11,369.14,1073384217#1_0,0.00
161.0,bike_001,77.642594,12.919234,35.32,motorcycle,14.68,258.55,377125912#2_0,0.00
161.0,bike_002,77.635878,12.916253,95.79,motorcycle,9.56,83.02,380707230#2_0,0.00
161.0,bike_003,77.638078,12.916009,86.39,motorcycle,14.06,322.79,380707230#2_0,0.00
161.0,bike_004,77.636676,12.916165,96.76,motorcycle,14.31,169.89,380707230#2_0,0.00
161.0,bike_005,77.633129,12.916476,95.19,motorcycle,16.36,83.22,380707230#0_0,0.00
161.0,bus_001,77.630718,12.916697,92.56,bus,13.51,4.40,1534247766#1_0,0.00
161.0,car_001,77.644456,12.921546,38.57,car,16.44,233.05,377125912#3_0,0.00
161.0,car_002,77.642351,12.918904,35.32,car,13.97,213.68,377125912#2_0,0.00
161.0,car_003,77.642636,12.919340,35.32,car,15.53,270.58,377125912#2_1,0.00
161.0,car_004,77.642212,12.918765,35.32,car,16.49,191.97,377125912#2_1,0.00
161.0,car_005,77.641498,12.917908,43.92,car,16.36,69.81,377125912#2_0,0.00
161.0,car_006,77.637279,12.916088,96.98,car,13.26,235.75,380707230#2_0,0.00
161.0,car_007,77.635751,12.916296,95.79,car,11.89,69.23,380707230#2_1,0.00
161.0,car_008,77.637403,12.916101,96.99,car,15.87,249.97,380707230#2_1,0.00
161.0,car_009,77.636100,12.916258,95.79,car,15.82,107.47,380707230#2_1,0.00
161.0,car_010,77.634200,12.916373,95.04,car,16.62,200.06,380707230#0_0,0.00
161.0,truck_001,77.626643,12.917413,105.03,truck,11.72,380.87,1073384217#1_0,0.00
162.0,bike_001,77.642677,12.919346,35.32,motorcycle,15.40,273.95,377125912#2_0,0.00
162.0,bike_002,77.635973,12.916243,95.79,motorcycle,10.30,93.32,380707230#2_0,0.00
162.0,bike_003,77.638216,12.916017,86.39,motorcycle,15.00,337.79,380707230#2_0,0.00
162.0,bike_004,77.636815,12.916147,96.76,motorcycle,15.22,185.11,380707230#2_0,0.00
162.0,bike_005,77.633265,12.916463,95.04,motorcycle,14.78,98.00,380707230#0_0,0.00
162.0,bus_001,77.630844,12.916691,92.21,bus,13.71,18.11,1534247766#1_0,0.00
162.0,car_001,77.644548,12.921656,38.57,car,15.82,248.87,377125912#3_0,0.00
162.0,car_002,77.642426,12.919006,35.32,car,13.84,227.52,377125912#2_0,0.00
162.0,car_003,77.642722,12.919456,35.32,car,15.84,286.43,377125912#2_1,0.00
162.0,car_004,77.642301,12.918886,35.32,car,16.49,208.46,377125912#2_1,0.00
162.0,car_005,77.641599,12.918009,43.92,car,15.71,85.52,377125912#2_0,0.00
162.0,car_006,77.637397,12.916072,96.98,car,12.92,248.67,380707230#2_0,0.00
162.0,car_007,77.635870,12.916283,95.79,car,13.07,82.30,380707230#2_1,0.00
162.0,car_008,77.637545,12.916082,96.99,car,15.52,265.49,380707230#2_1,0.00
162.0,car_009,77.636241,12.916243,95.79,car,15.40,122.87,380707230#2_1,0.00
162.0,car_010,77.634351,12.916360,93.91,car,16.39,216.45,380707230#0_0,0.00
162.0,truck_001,77.626750,12.917384,105.03,truck,12.06,392.93,1073384217#1_0,0.00
163.0,bike_001,77.642761,12.919460,35.32,motorcycle,15.53,289.48,377125912#2_0,0.00
163.0,bike_002,77.636076,12.916232,95.79,motorcycle,11.25,104.57,380707230#2_0,0.00
163.0,bike_003,77.638358,12.916027,79.22,motorcycle,15.37,353.16,380707230#2_0,0.00
163.0,bike_004,77.636961,12.916128,96.76,motorcycle,15.89,201.00,380707230#2_0,0.00
163.0,bike_005,77.633397,12.916450,95.04,motorcycle,14.41,112.41,380707230#0_0,0.00
163.0,bus_001,77.630966,12.916685,92.21,bus,13.30,31.41,1534247766#1_0,0.00
163.0,car_001,77.644644,12.921772,38.57,car,16.49,265.36,377125912#3_0,0.00
163.0,car_002,77.642504,12.919112,35.32,car,14.51,242.03,377125912#2_0,0.00
163.0,car_003,77.642805,12.919569,35.32,car,15.38,301.81,377125912#2_1,0.00
163.0,car_004,77.642386,12.919001,35.32,car,15.76,224.22,377125912#2_1,0.00
163.0,car_005,77.641701,12.918118,41.91,car,16.25,101.77,377125912#2_0,0.00
163.0,car_006,77.637518,12.916056,96.98,car,13.12,261.80,380707230#2_0,0.00
163.0,car_007,77.635983,12.916271,95.79,car,12.28,94.58,380707230#2_1,0.00
163.0,car_008,77.637693,12.916062,97.31,car,16.22,281.71,380707230#2_1,0.00
163.0,car_009,77.636386,12.916227,95.79,car,15.75,138.61,380707230#2_1,0.00
163.0,car_010,77.634500,12.916349,93.91,car,16.31,232.75,380707230#0_0,0.00
163.0,truck_001,77.626854,12.917354,105.77,truck,11.75,404.68,1073384217#1_0,0.00
164.0,bike_001,77.642851,12.919582,35.32,motorcycle,16.55,306.03,377125912#2_0,0.00
164.0,bike_002,77.636172,12.916221,95.79,motorcycle,10.48,115.05,380707230#2_0,0.00
164.0,bike_003,77.638487,12.916050,79.22,motorcycle,14.22,367.37,380707230#2_0,0.00
164.0,bike_004,77.637096,12.916111,96.76,motorcycle,14.81,215.81,380707230#2_0,0.00
164.0,bike_005,77.633536,12.916437,95.04,motorcycle,15.16,127.57,380707230#0_0,0.00
164.0,bus_001,77.631092,12.916678,92.96,bus,13.71,45.12,1534247766#1_0,0.00
164.0,car_001,77.644746,12.921880,44.66,car,16.35,281.71,377125912#3_0,0.00
164.0,car_002,77.642584,12.919220,35.32,car,14.65,256.68,377125912#2_0,0.00
164.0,car_003,77.642889,12.919683,35.32,car,15.61,317.42,377125912#2_1,0.00
164.0,car_004,77.642471,12.919117,35.32,car,15.81,240.03,377125912#2_1,0.00
164.0,car_005,77.641801,12.918224,41.91,car,15.99,117.76,377125912#2_0,0.00
164.0,car_006,77.637637,12.916041,96.98,car,13.02,274.82,380707230#2_0,0.00
164.0,car_007,77.636097,12.916258,95.79,car,12.48,107.06,380707230#2_1,0.00
164.0,car_008,77.637833,12.916043,97.51,car,15.37,297.08,380707230#2_1,0.00
164.0,car_009,77.636534,12.916210,95.79,car,16.19,154.80,380707230#2_1,0.00
164.0,car_010,77.634647,12.916337,93.91,car,16.01,248.77,380707230#0_0,0.00
164.0,truck_001,77.626960,12.917322,106.23,truck,12.11,416.79,1073384217#1_0,0.00
165.0,bike_001,77.642928,12.919687,35.32,motorcycle,14.28,320.31,377125912#2_0,0.00
165.0,bike_002,77.636268,12.916211,95.79,motorcycle,10.42,125.47,380707230#2_0,0.00
165.0,bike_003,77.638616,12.916073,79.22,motorcycle,14.20,381.57,380707230#2_0,0.00
165.0,bike_004,77.637240,12.916093,96.98,motorcycle,15.71,231.52,380707230#2_0,0.00
165.0,bike_005,77.633684,12.916422,95.04,motorcycle,16.17,143.74,380707230#0_0,0.00
165.0,bus_001,77.631215,12.916666,95.08,bus,13.40,58.52,1534247766#1_0,0.00
165.0,car_001,77.644847,12.921978,44.46,car,15.50,297.21,377125912#3_0,0.00
165.0,car_002,77.642664,12.919329,35.32,car,14.83,271.51,377125912#2_0,0.00
165.0,car_003,77.643003,12.919787,35.30,car,16.62,334.04,377125912#2_0,0.00
165.0,car_004,77.642560,12.919236,35.32,car,16.37,256.40,377125912#2_1,0.00
165.0,car_005,77.641897,12.918331,40.69,car,15.72,133.48,377125912#2_0,0.00
165.0,car_006,77.637760,12.916024,97.53,car,13.50,288.32,380707230#2_0,0.00
165.0,car_007,77.636211,12.916246,95.79,car,12.49,119.55,380707230#2_1,0.00
165.0,car_008,77.637982,12.916037,90.74,car,16.19,313.28,380707230#2_1,0.00
165.0,car_009,77.636678,12.916193,96.75,car,15.82,170.62,380707230#2_1,0.00
165.0,car_010,77.634797,12.916326,93.96,car,16.32,265.09,380707230#0_0,0.00
165.0,truck_001,77.627066,12.917291,106.23,truck,12.04,428.83,1073384217#1_0,0.00
166.0,bike_001,77.642971,12.919794,35.30,motorcycle,12.30,332.62,377125912#2_1,0.00
166.0,bike_002,77.636355,12.916201,95.79,motorcycle,9.48,134.95,380707230#2_0,0.00
166.0,bike_003,77.638740,12.916109,71.90,motorcycle,13.95,395.52,380707230#2_0,0.00
166.0,bike_004,77.637373,12.916075,96.98,motorcycle,14.54,246.06,380707230#2_0,0.00
166.0,bike_005,77.633819,12.916409,95.04,motorcycle,14.76,158.50,380707230#0_0,0.00
166.0,bus_001,77.631338,12.916654,95.08,bus,13.50,72.02,1534247766#1_0,0.00
166.0,car_001,77.644957,12.922078,47.21,car,16.41,12.49,:cluster_2385141385_650141020_10_0,0.00
166.0,car_002,77.642742,12.919434,35.32,car,14.33,285.84,377125912#2_0,0.00
166.0,car_003,77.643094,12.919905,37.01,car,16.55,13.45,:650141428_3_0,0.00
166.0,car_004,77.642648,12.919356,35.32,car,16.41,272.81,377125912#2_1,0.00
166.0,car_005,77.641993,12.918439,40.69,car,15.87,149.35,377125912#2_0,0.00
166.0,car_006,77.637877,12.916011,92.82,car,12.68,301.00,380707230#2_0,0.00
166.0,car_007,77.636328,12.916233,95.79,car,12.76,132.31,380707230#2_1,0.00
166.0,car_008,77.638127,12.916041,86.39,car,15.83,329.11,380707230#2_1,0.00
166.0,car_009,77.636825,12.916175,96.75,car,16.07,186.69,380707230#2_1,0.00
166.0,car_010,77.634936,12.916316,92.89,car,15.59,4.40,:1653906436_1_0,0.00
166.0,truck_001,77.627171,12.917260,106.23,truck,11.91,440.73,1073384217#1_0,0.00
167.0,bike_001,77.643050,12.919896,37.03,motorcycle,14.11,9.59,:650141428_3_1,0.00
167.0,bike_002,77.636447,12.916191,95.79,motorcycle,10.08,145.03,380707230#2_0,0.00
167.0,bike_003,77.638861,12.916148,69.28,motorcycle,13.80,409.32,380707230#2_0,0.00
167.0,bike_004,77.637509,12.916057,96.98,motorcycle,14.85,260.91,380707230#2_0,0.00
167.0,bike_005,77.633953,12.916396,95.04,motorcycle,14.62,173.12,380707230#0_0,0.00
167.0,bus_001,77.631461,12.916642,95.08,bus,13.42,85.44,1534247766#1_0,0.00
167.0,car_001,77.645063,12.922173,46.27,car,15.74,6.82,377125912#6_0,0.00
167.0,car_002,77.642817,12.919536,35.32,car,13.97,299.81,377125912#2_0,0.00
167.0,car_003,77.643185,12.920016,38.57,car,15.76,14.53,377125912#3_0,0.00
167.0,car_004,77.642737,12.919477,35.32,car,16.47,289.28,377125912#2_1,0.00
167.0,car_005,77.642088,12.918556,36.74,car,16.51,165.85,377125912#2_0,0.00
167.0,car_006,77.637999,12.916008,90.73,car,13.29,314.29,380707230#2_0,0.00
167.0,car_007,77.636439,12.916221,95.79,car,12.20,144.51,380707230#2_1,0.00
167.0,car_008,77.638270,12.916048,86.39,car,15.47,344.58,380707230#2_1,0.00
167.0,car_009,77.636967,12.916157,96.75,car,15.59,202.28,380707230#2_1,0.00
167.0,car_010,77.635088,12.916309,91.89,car,15.97,6.72,:11977577698_3_0,0.00
167.0,truck_001,77.627276,12.917229,106.23,truck,11.91,452.65,1073384217#1_0,0.00
168.0,bike_001,77.643131,12.919996,38.57,motorcycle,14.26,9.16,377125912#3_1,0.00
168.0,bike_002,77.636546,12.916180,95.79,motorcycle,10.74,155.76,380707230#2_0,0.00
168.0,bike_003,77.638982,12.916191,69.28,motorcycle,13.95,423.27,380707230#2_0,0.00
168.0,bike_004,77.637660,12.916038,96.98,motorcycle,16.39,277.30,380707230#2_0,0.00
168.0,bike_005,77.634092,12.916383,95.04,motorcycle,15.09,188.21,380707230#0_0,0.00
168.0,bus_001,77.631585,12.916630,95.08,bus,13.45,98.89,1534247766#1_0,0.00
168.0,car_001,77.645169,12.922271,46.27,car,15.83,22.64,377125912#6_0,0.00
168.0,car_002,77.642892,12.919638,35.32,car,13.86,313.67,377125912#2_0,0.00
168.0,car_003,77.643277,12.920126,38.57,car,15.77,30.30,377125912#3_0,0.00
168.0,car_004,77.642826,12.919597,35.32,car,16.42,305.70,377125912#2_1,0.00
168.0,car_005,77.642178,12.918670,36.74,car,15.90,181.75,377125912#2_0,0.00
168.0,car_006,77.638118,12.916012,86.39,car,12.80,327.09,380707230#2_0,0.00
168.0,car_007,77.636554,12.916208,95.79,car,12.55,157.06,380707230#2_1,0.00
168.0,car_008,77.638420,12.916068,79.21,car,16.45,361.03,380707230#2_1,0.00
168.0,car_009,77.637117,12.916138,96.78,car,16.41,218.70,380707230#2_1,0.00
168.0,car_010,77.635233,12.916303,91.90,car,15.63,12.93,380707230#2_0,0.00
168.0,truck_001,77.627382,12.917197,106.23,truck,12.10,464.75,1073384217#1_0,0.00
169.0,bike_001,77.643219,12.920101,38.57,motorcycle,14.99,24.15,377125912#3_1,0.00
169.0,bike_002,77.636649,12.916168,96.76,motorcycle,11.23,166.99,380707230#2_0,0.00
169.0,bike_003,77.639104,12.916235,69.28,motorcycle,14.09,437.36,380707230#2_0,0.00
169.0,bike_004,77.637798,12.916019,97.53,motorcycle,15.18,292.48,380707230#2_0,0.00
169.0,bike_005,77.634228,12.916370,95.04,motorcycle,14.83,203.05,380707230#0_0,0.00
169.0,bus_001,77.631711,12.916617,95.08,bus,13.76,112.65,1534247766#1_0,0.00
169.0,car_001,77.645275,12.922369,46.27,car,15.92,38.56,377125912#6_0,0.00
169.0,car_002,77.642973,12.919747,35.30,car,14.85,328.52,377125912#2_0,0.00
169.0,car_003,77.643373,12.920242,38.57,car,16.51,46.81,377125912#3_0,0.00
169.0,car_004,77.642911,12.919712,35.32,car,15.69,321.39,377125912#2_1,0.00
169.0,car_005,77.642267,12.918791,35.32,car,16.43,198.18,377125912#2_0,0.00
169.0,car_006,77.638237,12.916018,86.39,car,12.96,340.04,380707230#2_0,0.00
169.0,car_007,77.636663,12.916195,96.75,car,11.88,168.94,380707230#2_1,0.00
169.0,car_008,77.638568,12.916094,79.21,car,16.33,377.36,380707230#2_1,0.00
169.0,car_009,77.637268,12.916118,96.99,car,16.45,235.15,380707230#2_1,0.00
169.0,car_010,77.635384,12.916296,91.90,car,16.37,29.30,380707230#2_0,0.00
169.0,truck_001,77.627487,12.917166,106.23,truck,11.91,476.66,1073384217#1_0,0.00
170.0,bike_001,77.643302,12.920201,38.57,motorcycle,14.27,38.42,377125912#3_1,0.00
170.0,bike_002,77.636735,12.916157,96.76,motorcycle,9.43,176.42,380707230#2_0,0.00
170.0,bike_003,77.639236,12.916283,69.28,motorcycle,15.23,452.59,380707230#2_0,0.00
170.0,bike_004,77.637942,12.916009,90.73,motorcycle,15.57,308.05,380707230#2_0,0.00
170.0,bike_005,77.634375,12.916358,93.91,motorcycle,16.02,219.06,380707230#0_0,0.00
170.0,bus_001,77.631836,12.916605,95.08,bus,13.65,126.30,1534247766#1_0,0.00
170.0,car_001,77.645379,12.922464,46.27,car,15.40,53.96,377125912#6_0,0.00
170.0,car_002,77.643050,12.919849,37.01,car,14.18,5.56,:650141428_3_0,0.00
170.0,car_003,77.643463,12.920350,38.57,car,15.50,62.31,377125912#3_0,0.00
170.0,car_004,77.642995,12.919825,35.30,car,15.54,336.93,377125912#2_1,0.00
170.0,car_005,77.642351,12.918905,35.32,car,15.54,213.71,377125912#2_0,0.00
170.0,car_006,77.638353,12.916026,82.50,car,12.56,352.61,380707230#2_0,0.00
170.0,car_007,77.636774,12.916181,96.75,car,12.11,181.05,380707230#2_1,0.00
170.0,car_008,77.638709,12.916130,71.91,car,15.92,393.28,380707230#2_1,0.00
170.0,car_009,77.637413,12.916099,96.99,car,15.98,251.12,380707230#2_1,0.00
170.0,car_010,77.635530,12.916290,91.90,car,15.86,45.16,380707230#2_0,0.00
170.0,truck_001,77.627592,12.917135,106.23,truck,11.95,488.61,1073384217#1_0,0.00
171.0,bike_001,77.643395,12.920313,38.57,motorcycle,16.03,54.44,377125912#3_1,0.00
171.0,bike_002,77.636826,12.916145,96.76,motorcycle,9.88,186.31,380707230#2_0,0.00
171.0,bike_003,77.639358,12.916327,68.69,motorcycle,14.06,466.65,380707230#2_0,0.00
171.0,bike_004,77.638080,12.916010,86.39,motorcycle,15.00,323.05,380707230#2_0,0.00
171.0,bike_005,77.634508,12.916348,93.91,motorcycle,14.50,233.56,380707230#0_0,0.00
171.0,bus_001,77.631956,12.916594,95.08,bus,13.20,139.50,1534247766#1_0,0.00
