timestamp,vehicle_id,vehicle_type,x,y,speed,acceleration,lane,road,network_vehicle_count,neighbor_count,neighbor_distance,relative_speed,in_rsu_range,application_type,application_priority,channel_id,channel_name,channel_utilization,interference_dbm,sinr_db,throughput_mbps,latency_ms,packet_delivery_ratio
139.0,25,car,2734.59,9850.47,6.61,1.78,1159872651#0_1,1159872651#0,46,1,281.14,9.18,0,autonomous_driving,4,5,CH5_28GHz_mmWave,0.196,-130.99,-25.3,0.425,28.78,0.0001
139.0,26,car,5602.36,8541.29,10.67,-3.24,:11533595484_8_1,:11533595484_8,46,1,272.18,5.44,0,autonomous_driving,4,6,CH6_140GHz_6G_THz,0.196,-150.0,-56.23,0.058,208.53,0.0
139.0,27,car,2145.13,11257.49,5.66,-0.57,8680571#10_0,8680571#10,46,0,377.74,3.55,0,safety,1,3,CH3_5.90GHz_V2I,0.13,-109.81,-14.02,1.122,2.39,0.0037
139.0,28,motorcycle,5340.95,7027.2,14.94,-0.71,:cluster_266276707_6143210301_5_0,:cluster_266276707_6143210301_5,46,0,964.86,0.58,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.196,-136.31,-50.58,0.014,277.85,0.0
139.0,29,car,7718.88,13015.51,15.73,-0.38,122912057#37_0,122912057#37,46,1,220.01,0.85,0,safety,1,1,CH1_5.86GHz_V2V,0.152,-145.51,-13.8,0.59,4.42,0.004
139.0,3,car,2665.05,7782.47,8.82,1.9,:1305577667-AddedOffRampNode_0_1,:1305577667-AddedOffRampNode_0,46,2,196.81,7.29,1,autonomous_driving,4,4,CH4_5.92GHz_AUTON,0.196,-108.3,-13.59,1.236,10.28,0.0043
139.0,30,motorcycle,8167.69,13078.41,15.27,-0.79,122912057#18_0,122912057#18,46,0,315.58,1.05,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.196,-127.49,-55.29,0.058,69.89,0.0
139.0,31,motorcycle,3015.27,9834.35,15.79,-0.28,370390351#13_0,370390351#13,46,2,258.02,8.83,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.13,-130.92,-10.19,2.636,1.77,0.0138
139.0,32,car,6535.03,12444.72,8.71,0.38,1497089830_0,1497089830,46,0,1151.22,6.17,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.196,-137.95,-39.79,0.003,1322.38,0.0
139.0,33,truck,5499.56,13426.11,13.52,-0.16,24403215#9_0,24403215#9,46,0,821.01,10.77,0,safety,1,2,CH2_5.88GHz_EMERG,0.13,-143.02,-22.51,0.081,29.97,0.0001
139.0,34,car,2024.04,8423.72,15.43,-1.14,688824218#5_2,688824218#5,46,0,722.44,1.05,0,autonomous_driving,4,5,CH5_28GHz_mmWave,0.196,-133.7,-37.82,0.024,504.07,0.0
139.0,35,car,1722.16,9093.46,15.76,0.22,1110164312#0_1,1110164312#0,46,0,600.48,0.72,0,autonomous_driving,4,6,CH6_140GHz_6G_THz,0.196,-143.98,-60.0,0.058,208.53,0.0
139.0,36,motorcycle,1800.62,12416.17,15.39,0.8,55343466_0,55343466,46,0,856.54,6.18,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.196,-141.95,-59.1,0.014,277.85,0.0
139.0,37,car,2152.31,11635.16,9.21,1.91,:cluster_3157768120_3740962156_61748553_6_0,:cluster_3157768120_3740962156_61748553_6,46,0,377.74,3.55,0,autonomous_driving,4,4,CH4_5.92GHz_AUTON,0.196,-137.06,-19.76,0.304,40.1,0.0005
139.0,38,motorcycle,7624.47,12816.79,14.88,-1.28,122912057#43_0,122912057#43,46,1,220.01,0.85,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.196,-133.13,-45.76,0.058,69.89,0.0
139.0,39,car,4275.37,13084.96,13.24,1.53,:1492190338_0_0,:1492190338_0,46,1,283.76,6.05,0,infotainment,5,1,CH1_5.86GHz_V2V,0.152,-142.8,-15.97,0.361,111.26,0.0019
139.0,4,motorcycle,2322.52,9081.62,16.48,-0.09,1110164317_0,1110164317,46,0,600.48,0.72,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.152,-142.16,-22.74,0.077,52.58,0.0002
139.0,40,motorcycle,3306.53,9757.73,12.36,0.57,111786740#2_0,111786740#2,46,1,147.45,5.4,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.13,-118.99,24.52,81.505,0.3,0.9996
139.0,41,car,1845.98,10994.06,11.0,0.31,38767931#6_0,38767931#6,46,0,398.61,5.34,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.13,-112.12,-13.7,1.207,3.57,0.0041
139.0,42,car,3669.0,8362.11,10.2,-2.35,-309618860_0,-309618860,46,1,229.17,2.32,0,autonomous_driving,4,5,CH5_28GHz_mmWave,0.196,-121.72,-26.86,0.297,41.01,0.0
139.0,43,car,3547.92,8167.54,12.52,0.37,-1312998858_0,-1312998858,46,1,229.17,2.32,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.196,-121.37,-9.47,3.089,1.87,0.0177
139.0,44,car,2856.16,10883.88,10.67,-0.47,310355988#2_0,310355988#2,46,0,569.85,1.95,0,safety,1,3,CH3_5.90GHz_V2I,0.13,-123.32,-19.9,0.294,8.42,0.0005
139.0,45,car,4346.67,13515.53,14.65,0.05,-1201026024#0_0,-1201026024#0,46,0,436.43,1.41,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.196,-147.05,-37.88,0.024,170.68,0.0
139.0,46,car,5087.24,12716.15,2.75,0.0,919689826#1_0,919689826#1,46,0,643.02,4.44,0,autonomous_driving,4,6,CH6_140GHz_6G_THz,0.196,-150.0,-60.0,0.058,208.53,0.0
139.0,5,car,3514.0,7250.07,11.81,2.02,:11259448969_0_0,:11259448969_0,46,0,918.1,0.71,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.196,-144.47,-60.0,0.058,69.9,0.0
139.0,6,bus,4849.74,8561.07,13.48,-0.26,151676283#1_0,151676283#1,46,1,67.07,2.65,1,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.152,-139.49,35.29,117.22,0.38,1.0
139.0,7,car,2551.86,7245.27,16.01,1.03,229976708#15_0,229976708#15,46,1,79.5,4.19,0,safety,1,1,CH1_5.86GHz_V2V,0.152,-133.21,33.44,111.101,0.37,1.0
139.0,8,car,3571.49,9144.73,0.31,-3.21,1110178624#6_0,1110178624#6,46,1,40.35,11.73,0,safety,1,2,CH2_5.88GHz_EMERG,0.13,-121.67,44.09,146.455,0.27,1.0
139.0,9,car,4442.14,12216.43,16.43,0.56,1314297630#1_0,1314297630#1,46,1,68.5,0.28,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.13,-133.94,32.6,108.29,0.29,1.0
140.0,0,car,2441.44,7816.01,12.66,1.31,160331538#0_0,160331538#0,46,2,95.15,3.8,1,infotainment,5,1,CH1_5.86GHz_V2V,0.174,-134.99,27.0,89.72,0.9,0.9998
140.0,1,car,4165.9,8131.35,11.56,0.55,610166550#4_0,610166550#4,46,0,554.24,4.99,0,autonomous_driving,4,4,CH4_5.92GHz_AUTON,0.174,-123.57,-32.53,0.016,745.78,0.0
140.0,10,car,8076.59,8687.07,16.13,0.2,1146865108#5_0,1146865108#5,46,0,2477.06,9.51,0,autonomous_driving,4,5,CH5_28GHz_mmWave,0.174,-148.92,-60.0,0.014,832.28,0.0
140.0,11,car,2473.03,7726.26,16.46,0.34,40696222_0,40696222,46,2,95.15,3.8,1,autonomous_driving,4,6,CH6_140GHz_6G_THz,0.152,-121.0,10.08,1393.656,0.36,0.9442
140.0,13,car,3533.75,10120.88,5.73,1.0,1150911345_0,1150911345,46,0,439.31,5.84,0,infotainment,5,2,CH2_5.88GHz_EMERG,0.174,-106.71,-23.9,0.059,681.73,0.0001
140.0,14,car,4445.4,12132.0,16.02,-0.13,217565204#1_0,217565204#1,46,1,68.47,0.04,0,infotainment,5,3,CH3_5.90GHz_V2I,0.152,-62.3,-0.65,17.929,2.58,0.2836
140.0,15,car,5600.77,7972.35,16.15,0.63,1182179246_0,1182179246,46,0,468.6,0.64,0,autonomous_driving,4,4,CH4_5.92GHz_AUTON,0.174,-114.08,-6.96,5.291,2.72,0.0416
140.0,16,car,4770.32,8534.92,16.55,0.42,151676283#1_0,151676283#1,46,1,69.82,2.75,1,safety,1,1,CH1_5.86GHz_V2V,0.174,-62.9,2.34,14.406,0.62,0.5298
140.0,17,car,2290.52,10441.24,15.5,-0.22,1357130528#13_0,1357130528#13,46,0,368.94,5.54,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.174,-121.56,-18.58,0.397,10.53,0.0007
140.0,18,motorcycle,2648.09,10350.36,9.96,1.24,1155064213#5_1,1155064213#5,46,0,368.94,5.54,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.174,-146.26,-38.5,0.02,196.95,0.0
140.0,19,car,5389.69,8390.72,15.51,-0.6,:11007254966_3_0,:11007254966_3,46,1,265.27,8.89,0,autonomous_driving,4,5,CH5_28GHz_mmWave,0.174,-138.52,-31.33,0.106,113.43,0.0
140.0,2,car,4463.89,12862.88,9.68,2.48,1109947892#0_1,1109947892#0,46,1,283.91,3.73,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.152,-128.81,-41.62,0.058,69.67,0.0
140.0,20,motorcycle,3206.75,9649.34,8.24,1.28,133903616#12_0,133903616#12,46,2,135.9,3.33,0,safety,1,2,CH2_5.88GHz_EMERG,0.174,-93.73,25.24,83.877,0.48,0.9997
140.0,21,motorcycle,8462.66,13170.5,14.44,0.23,122912048#6_0,122912048#6,46,0,323.1,0.48,0,safety,1,3,CH3_5.90GHz_V2I,0.152,-146.17,-16.03,0.71,3.73,0.0018
140.0,22,car,2512.17,7187.97,11.15,-0.67,-116061945#0_0,-116061945#0,46,1,81.12,5.31,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.174,-139.01,31.09,206.606,0.47,1.0
140.0,23,car,8139.93,11283.53,14.16,0.83,-1429653192_0,-1429653192,46,0,1613.11,2.19,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.174,-141.58,-60.0,0.014,277.73,0.0
140.0,24,truck,3585.22,9093.11,13.3,1.27,1110178620#0_1,1110178620#0,46,1,53.56,13.15,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.152,-144.14,-1.0,337.346,0.36,0.2592
140.0,25,car,2740.79,9855.62,8.06,1.45,1159872651#0_1,1159872651#0,46,1,263.8,7.49,0,autonomous_driving,4,6,CH6_140GHz_6G_THz,0.152,-139.6,-54.0,0.058,208.3,0.0
140.0,26,car,5603.45,8547.81,6.62,-4.06,:11533595484_8_1,:11533595484_8,46,1,265.27,8.89,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.174,-127.24,-12.44,1.602,2.95,0.0064
140.0,27,car,2141.7,11250.94,7.39,1.73,8680571#10_0,8680571#10,46,0,379.96,4.2,0,autonomous_driving,4,4,CH4_5.92GHz_AUTON,0.174,-123.62,-18.45,0.41,29.74,0.0008
140.0,28,motorcycle,5339.06,7043.12,16.03,1.1,-1196120467#1_0,-1196120467#1,46,0,965.38,0.12,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.174,-146.73,-41.63,0.014,277.73,0.0
140.0,29,car,7706.98,13006.96,16.3,0.57,122912057#37_0,122912057#37,46,1,221.36,0.05,0,infotainment,5,1,CH1_5.86GHz_V2V,0.174,-112.73,-11.87,0.908,44.49,0.0077
140.0,3,car,2653.84,7784.13,10.97,2.15,1305577667-AddedOffRampEdge_0,1305577667-AddedOffRampEdge,46,2,189.85,5.49,1,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.152,-119.67,-46.07,0.058,69.67,0.0
140.0,30,motorcycle,8152.79,13079.0,14.92,-0.35,:1371947679_5_0,:1371947679_5,46,0,323.1,0.48,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.174,-114.57,-18.55,0.2,20.44,0.0008
140.0,31,motorcycle,3004.39,9845.47,15.55,-0.23,370390351#13_0,370390351#13,46,2,263.8,7.49,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.174,-111.41,-17.03,0.283,14.59,0.0013
140.0,32,car,6542.78,12445.72,7.82,-0.89,1497089830_0,1497089830,46,0,1127.85,8.53,0,autonomous_driving,4,5,CH5_28GHz_mmWave,0.174,-137.07,-60.0,0.014,832.28,0.0
140.0,33,truck,5486.31,13429.32,13.63,0.11,:1500341108_4_0,:1500341108_4,46,0,814.95,11.26,0,infotainment,5,2,CH2_5.88GHz_EMERG,0.174,-145.95,-26.53,0.032,1247.67,0.0
140.0,34,car,2014.95,8436.94,16.05,0.63,688824218#5_2,688824218#5,46,0,708.29,0.13,0,infotainment,5,3,CH3_5.90GHz_V2I,0.152,-120.57,-31.05,0.023,1767.81,0.0
140.0,35,car,1737.31,9088.55,15.92,0.16,1110164312#0_1,1110164312#0,46,0,591.09,0.5,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.152,-117.02,-35.39,0.008,479.69,0.0
140.0,36,motorcycle,1801.43,12400.39,15.81,0.42,55343466_0,55343466,46,0,850.67,4.22,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.174,-130.63,-31.23,0.022,184.53,0.0
140.0,37,car,2162.84,11630.31,11.59,2.39,:cluster_3157768120_3740962156_61748553_6_0,:cluster_3157768120_3740962156_61748553_6,46,0,379.96,4.2,0,safety,1,1,CH1_5.86GHz_V2V,0.174,-141.75,-16.69,0.306,8.3,0.0014
140.0,38,motorcycle,7611.04,12807.47,16.35,1.47,122912057#43_0,122912057#43,46,1,221.36,0.05,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.174,-134.27,-28.16,0.22,18.6,0.0
140.0,39,car,4271.88,13072.01,13.41,0.17,-59358810#2_0,-59358810#2,46,1,283.91,3.73,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.152,-134.75,-45.68,0.058,69.67,0.0
140.0,4,motorcycle,2328.34,9096.98,16.42,-0.07,1110164317_0,1110164317,46,0,591.09,0.5,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.174,-132.21,-20.47,0.129,31.48,0.0004
140.0,40,motorcycle,3297.48,9750.52,11.57,-0.79,111786740#2_0,111786740#2,46,1,135.9,3.33,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.174,-104.39,24.27,80.663,0.5,0.9996
140.0,41,car,1855.83,10989.19,10.99,-0.01,:459782085_13_0,:459782085_13,46,0,387.6,3.6,0,autonomous_driving,4,6,CH6_140GHz_6G_THz,0.152,-147.56,-52.78,0.058,208.3,0.0
140.0,42,car,3662.54,8363.31,6.57,-3.63,-309618860_0,-309618860,46,1,224.33,5.37,0,safety,1,2,CH2_5.88GHz_EMERG,0.174,-118.85,-10.18,1.322,2.27,0.0139
140.0,43,car,3539.36,8175.82,11.94,-0.58,-1312998858_0,-1312998858,46,1,224.33,5.37,0,infotainment,5,1,CH1_5.86GHz_V2V,0.174,-127.0,-9.87,1.416,28.71,0.0155
140.0,44,car,2857.08,10894.77,10.93,0.26,310355988#2_0,310355988#2,46,0,583.15,0.97,0,autonomous_driving,4,4,CH4_5.92GHz_AUTON,0.174,-116.6,-29.07,0.036,336.13,0.0
140.0,45,car,4347.78,13500.09,15.48,0.83,-1201026024#0_0,-1201026024#0,46,0,434.76,2.07,0,autonomous_driving,4,5,CH5_28GHz_mmWave,0.174,-146.7,-36.25,0.034,351.6,0.0
140.0,46,car,5087.84,12718.43,2.37,-0.38,175058884#0_0,175058884#0,46,0,640.45,7.31,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.152,-120.65,-21.6,0.199,20.46,0.0003
140.0,5,car,3513.31,7264.03,13.97,2.16,1215278284#2_0,1215278284#2,46,0,912.16,2.03,0,safety,1,3,CH3_5.90GHz_V2I,0.152,-132.29,-31.35,0.021,113.9,0.0
140.0,6,bus,4836.64,8556.76,13.8,0.32,151676283#1_0,151676283#1,46,1,69.82,2.75,1,safety,1,1,CH1_5.86GHz_V2V,0.174,-58.22,-6.63,2.839,1.3,0.0466
140.0,7,car,2567.74,7247.06,16.46,0.45,229976708#15_0,229976708#15,46,1,81.12,5.31,0,safety,1,2,CH2_5.88GHz_EMERG,0.174,-133.09,28.94,96.156,0.48,0.9999
140.0,8,car,3571.47,9144.88,0.15,-0.17,1110178624#6_0,1110178624#6,46,1,53.56,13.15,0,infotainment,5,2,CH2_5.88GHz_EMERG,0.174,-117.99,36.75,122.082,0.78,1.0
140.0,9,car,4443.37,12200.44,16.06,-0.37,:1613132112_2_0,:1613132112_2,46,1,68.47,0.04,0,safety,1,3,CH3_5.90GHz_V2I,0.152,-60.3,-0.68,17.842,0.48,0.2816
141.0,0,car,2449.09,7803.41,14.74,2.08,160331538#0_0,160331538#0,46,2,65.49,1.06,1,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.174,-112.39,34.2,227.246,0.47,1.0
141.0,1,car,4168.96,8142.15,11.25,-0.31,610166550#4_0,610166550#4,46,0,557.79,5.97,0,autonomous_driving,4,4,CH4_5.92GHz_AUTON,0.174,-117.73,-25.51,0.081,148.64,0.0
141.0,10,car,8090.36,8694.31,15.54,-0.59,1146865108#5_0,1146865108#5,46,0,2493.07,6.86,0,safety,1,1,CH1_5.86GHz_V2V,0.174,-141.66,-57.84,0.001,1664.1,0.0
141.0,11,car,2465.02,7739.89,15.8,-0.66,40696222_0,40696222,46,2,65.49,1.06,1,infotainment,5,2,CH2_5.88GHz_EMERG,0.152,-122.3,30.89,102.624,0.74,1.0
141.0,13,car,3541.16,10120.9,7.41,1.68,1150911345_0,1150911345,46,0,454.47,4.26,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.174,-132.76,-41.81,0.014,277.73,0.0
141.0,14,car,4445.31,12116.51,15.5,-0.52,217565204#1_0,217565204#1,46,1,68.17,0.32,0,autonomous_driving,4,5,CH5_28GHz_mmWave,0.174,-140.62,12.27,415.893,0.48,0.9733
141.0,15,car,5600.14,7989.01,16.67,0.52,1200850298#1_0,1200850298#1,46,0,466.07,0.4,0,autonomous_driving,4,6,CH6_140GHz_6G_THz,0.174,-150.0,-46.29,0.058,208.41,0.0
141.0,16,car,4754.74,8529.79,16.41,-0.14,151676283#1_0,151676283#1,46,1,72.54,2.72,1,safety,1,2,CH2_5.88GHz_EMERG,0.152,-128.9,35.2,116.932,0.37,1.0
141.0,17,car,2302.21,10452.76,16.51,1.01,1278123719#0_0,1278123719#0,46,0,372.03,4.65,0,infotainment,5,3,CH3_5.90GHz_V2I,0.152,-117.58,-18.67,0.389,103.12,0.0007
141.0,18,motorcycle,2657.66,10342.93,11.86,1.9,1155064213#5_1,1155064213#5,46,0,372.03,4.65,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.174,-143.33,-44.36,0.058,69.77,0.0
141.0,19,car,5393.18,8406.61,16.27,0.76,-1157609914#0_0,-1157609914#0,46,1,255.72,7.59,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.174,-130.81,-10.49,2.47,2.07,0.0125
141.0,2,car,4464.31,12850.8,12.08,2.41,1109947892#0_1,1109947892#0,46,1,285.93,1.39,0,safety,1,3,CH3_5.90GHz_V2I,0.152,-123.91,-30.08,0.028,85.15,0.0
141.0,20,motorcycle,3213.51,9642.45,9.66,1.42,133903616#12_0,133903616#12,46,1,125.54,2.01,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.174,-130.01,15.73,526.238,0.46,0.9919
141.0,21,motorcycle,8460.59,13156.65,14.01,-0.43,122912048#6_0,122912048#6,46,0,332.88,1.99,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.174,-150.0,-46.72,0.058,69.77,0.0
141.0,22,car,2513.13,7198.86,10.93,-0.22,-116061945#0_0,-116061945#0,46,1,87.94,4.34,0,safety,1,1,CH1_5.86GHz_V2V,0.174,-132.3,35.57,118.149,0.47,1.0
141.0,23,car,8126.86,11288.72,14.4,0.24,-1429653192_0,-1429653192,46,0,1599.48,2.14,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.174,-143.09,-41.24,0.003,1386.82,0.0
141.0,24,truck,3586.52,9079.7,13.48,0.18,1110178620#0_1,1110178620#0,46,1,66.89,13.48,0,infotainment,5,1,CH1_5.86GHz_V2V,0.174,-114.56,36.84,122.378,0.78,1.0
141.0,25,car,2748.33,9861.89,9.81,1.75,1159872651#0_1,1159872651#0,46,1,244.82,6.35,0,autonomous_driving,4,4,CH4_5.92GHz_AUTON,0.174,-127.01,-16.76,0.602,20.4,0.0014
141.0,26,car,5601.16,8555.39,8.68,2.06,:cluster_1608973482_650140477_13_0,:cluster_1608973482_650140477_13,46,1,255.72,7.59,0,autonomous_driving,4,5,CH5_28GHz_mmWave,0.174,-134.32,-30.52,0.128,94.25,0.0
141.0,27,car,2137.11,11242.17,9.88,2.49,8680571#10_0,8680571#10,46,0,374.08,1.94,0,autonomous_driving,4,6,CH6_140GHz_6G_THz,0.174,-150.0,-48.55,0.058,208.41,0.0
141.0,28,motorcycle,5337.24,7059.64,16.62,0.59,:cluster_11865527609_3298878307_5_0,:cluster_11865527609_3298878307_5,46,0,965.84,0.05,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.174,-127.02,-57.24,0.014,277.73,0.0
141.0,29,car,7704.56,12990.77,16.59,0.29,122912057#37_0,122912057#37,46,1,220.48,0.05,0,infotainment,5,2,CH2_5.88GHz_EMERG,0.152,-114.27,-8.36,1.963,20.73,0.0259
141.0,3,car,2641.0,7782.33,12.84,1.86,1305577667-AddedOffRampEdge_0,1305577667-AddedOffRampEdge,46,2,181.03,2.96,1,autonomous_driving,4,4,CH4_5.92GHz_AUTON,0.174,-97.33,-11.74,1.873,6.86,0.0081
141.0,30,motorcycle,8136.79,13079.45,16.0,1.09,:10188037541_4_0,:10188037541_4,46,0,332.88,1.99,0,safety,1,2,CH2_5.88GHz_EMERG,0.152,-117.21,-19.8,0.15,16.31,0.0003
141.0,31,motorcycle,2993.1,9857.03,16.16,0.61,370390351#13_0,370390351#13,46,1,244.82,6.35,0,safety,1,3,CH3_5.90GHz_V2I,0.152,-123.68,-12.44,1.599,1.85,0.0063
141.0,32,car,6550.4,12446.7,7.69,-0.14,1497089830_0,1497089830,46,0,1104.43,8.85,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.174,-142.32,-60.0,0.058,69.78,0.0
141.0,33,truck,5473.14,13432.28,13.5,-0.13,24403215#10_0,24403215#10,46,0,809.5,11.77,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.174,-138.11,-28.74,0.019,208.24,0.0
141.0,34,car,2005.69,8450.16,16.15,0.1,688824218#5_2,688824218#5,46,0,682.11,0.59,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.152,-124.42,-30.38,0.013,303.27,0.0
141.0,35,car,1751.94,9083.31,15.56,-0.36,:1070361682_0_1,:1070361682_0,46,0,582.61,0.03,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.152,-124.32,-32.44,0.016,243.49,0.0
141.0,36,motorcycle,1802.04,12388.5,11.91,-3.9,55343466_0,55343466,46,0,850.35,1.87,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.174,-140.94,-28.83,0.038,106.36,0.0
141.0,37,car,2175.31,11624.46,13.78,2.18,462585138#1_0,462585138#1,46,0,384.19,3.9,0,safety,1,1,CH1_5.86GHz_V2V,0.174,-134.0,-18.63,0.196,12.67,0.0006
141.0,38,motorcycle,7597.45,12798.05,16.54,0.19,122912057#43_0,122912057#43,46,1,220.48,0.05,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.174,-150.0,-39.67,0.016,257.35,0.0
141.0,39,car,4268.34,13059.01,13.47,0.06,-59358810#2_0,-59358810#2,46,1,285.93,1.39,0,autonomous_driving,4,5,CH5_28GHz_mmWave,0.174,-144.07,-28.99,0.182,66.34,0.0
141.0,4,motorcycle,2333.87,9111.55,15.59,-0.83,1110164317_0,1110164317,46,0,582.61,0.03,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.174,-148.32,-60.0,0.058,69.77,0.0
141.0,40,motorcycle,3288.35,9743.24,11.67,0.11,:1666061328_1_0,:1666061328_1,46,1,125.54,2.01,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.174,-119.38,30.84,102.466,0.49,1.0
141.0,41,car,1866.43,10983.97,11.82,0.82,:2228225852_13_0,:2228225852_13,46,0,374.08,1.94,0,infotainment,5,3,CH3_5.90GHz_V2I,0.152,-122.03,-23.58,0.126,317.06,0.0001
141.0,42,car,3657.42,8364.55,5.28,-1.29,:3149542135_3_0,:3149542135_3,46,1,221.86,6.52,0,infotainment,5,1,CH1_5.86GHz_V2V,0.174,-117.36,-4.28,4.578,9.19,0.1
141.0,43,car,3529.96,8182.96,11.8,-0.13,-1312998858_0,-1312998858,46,1,221.86,6.52,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.152,-124.27,-15.99,0.359,11.5,0.0018
141.0,44,car,2857.97,10905.32,10.58,-0.35,:3157766030_3_0,:3157766030_3,46,0,597.0,1.28,0,safety,1,2,CH2_5.88GHz_EMERG,0.152,-138.83,-32.13,0.009,271.91,0.0
141.0,45,car,4348.8,13485.78,14.35,-1.13,-1201026024#0_0,-1201026024#0,46,0,434.29,0.88,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.152,-113.86,-13.94,1.141,3.85,0.0038
141.0,46,car,5088.29,12720.11,1.73,-0.63,175058884#0_0,175058884#0,46,0,637.52,10.35,0,autonomous_driving,4,6,CH6_140GHz_6G_THz,0.174,-150.0,-47.23,0.058,208.41,0.0
141.0,5,car,3512.31,7280.25,16.26,2.29,1215278284#2_0,1215278284#2,46,0,902.88,4.46,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.174,-122.65,-32.48,0.016,245.63,0.0
141.0,6,bus,4823.64,8552.48,13.69,-0.1,151676283#1_0,151676283#1,46,1,72.54,2.72,1,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.174,-134.59,-34.35,0.053,75.89,0.0
141.0,7,car,2578.49,7257.7,15.27,-1.19,229976708#15_0,229976708#15,46,1,87.94,4.34,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.174,-150.0,-4.38,179.603,0.48,0.097
141.0,8,car,3571.47,9144.88,0.0,-0.14,1110178624#6_0,1110178624#6,46,1,66.89,13.48,0,safety,1,3,CH3_5.90GHz_V2I,0.152,-124.26,34.98,232.399,0.36,1.0
141.0,9,car,4444.16,12184.67,15.82,-0.24,217565204#1_0,217565204#1,46,1,68.17,0.32,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.174,-133.25,35.18,116.886,0.49,1.0
142.0,0,car,2456.82,7790.54,15.02,0.29,160331538#0_0,160331538#0,47,2,37.38,0.54,1,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.17,-130.82,41.17,273.56,0.45,1.0
142.0,1,car,4171.86,8152.41,10.67,-0.58,610166550#4_0,610166550#4,47,0,561.08,4.35,0,autonomous_driving,4,4,CH4_5.92GHz_AUTON,0.17,-137.8,-27.45,0.052,231.7,0.0
142.0,10,car,8103.99,8701.48,15.4,-0.15,1146865108#5_0,1146865108#5,47,0,2514.95,7.0,0,safety,1,1,CH1_5.86GHz_V2V,0.17,-139.34,-48.31,0.001,1664.08,0.0
142.0,11,car,2456.85,7753.16,15.56,-0.24,40696222_0,40696222,47,2,37.38,0.54,1,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.17,-108.22,30.72,1020.682,0.44,1.0
142.0,13,car,3550.63,10120.92,9.46,2.05,1150911345_0,1150911345,47,0,470.63,1.81,0,safety,1,2,CH2_5.88GHz_EMERG,0.17,-129.65,-35.88,0.004,644.62,0.0
