timestamp,vehicle_id,vehicle_type,x,y,speed,acceleration,lane,road,heading,distance,waiting_time,network_vehicle_count,network_avg_speed,network_avg_waiting_time,edge_vehicle_count,edge_queue_length
86.0,14,car,4136.31,12582.08,10.29,2.19,:cluster_13392488509_347261831_15_0,:cluster_13392488509_347261831_15,95.08,505.45,0.0,29,11.31,0.52,1,0
86.0,15,car,5624.11,7201.41,7.6,-4.5,:cluster_263386445_7432382420_5_0,:cluster_263386445_7432382420_5,8.88,472.29,0.0,29,11.31,0.52,1,0
86.0,16,car,5390.93,8520.53,10.93,-3.35,-1157609914#0_0,-1157609914#0,345.78,396.56,0.0,29,11.31,0.52,1,0
86.0,17,car,1734.4,9855.0,16.11,-0.44,1357130528#0_0,1357130528#0,77.91,437.04,0.0,29,11.31,0.52,1,0
86.0,18,motorcycle,2046.95,10863.89,15.53,-0.76,:cluster_10873245758_3740957823_8_0,:cluster_10873245758_3740957823_8,126.58,306.36,0.0,29,11.31,0.52,1,0
86.0,19,car,5305.1,7615.27,7.39,-4.5,:263415852_14_0,:263415852_14,85.97,435.72,0.0,29,11.31,0.52,1,0
86.0,2,car,4072.4,13113.83,15.4,-1.08,364688017#2_0,364688017#2,136.35,966.31,0.0,29,11.31,0.52,1,0
86.0,20,motorcycle,3141.27,9623.66,15.52,2.55,-27785777#2_0,-27785777#2,51.55,258.97,0.0,29,11.31,0.52,1,0
86.0,21,motorcycle,8706.35,13332.17,6.05,0.49,:1371947789_0_0,:1371947789_0,284.54,169.29,0.0,29,11.31,0.52,1,0
86.0,22,car,2480.37,6660.75,11.3,-0.09,:3161255801_5_0,:3161255801_5,277.46,146.13,0.0,29,11.31,0.52,1,0
86.0,23,car,8090.96,11276.43,14.5,0.47,1446434055_0,1446434055,75.95,225.01,0.0,29,11.31,0.52,1,0
86.0,24,truck,3664.65,9267.79,13.84,0.27,-350096407#1_0,-350096407#1,202.54,134.08,0.0,29,11.31,0.52,1,0
86.0,25,car,2253.67,10056.96,15.5,-0.92,-28186784#10_0,-28186784#10,27.25,160.71,0.0,29,11.31,0.52,1,0
86.0,26,car,5608.81,7708.1,10.5,1.51,1531594656_1,1531594656,357.93,66.28,0.0,29,11.31,0.52,1,0
86.0,27,car,1734.15,11343.75,9.03,1.58,213057006_0,213057006,1.85,26.84,0.0,29,11.31,0.52,1,0
86.0,28,motorcycle,5297.42,6444.39,12.15,-0.44,-191344926#13_0,-191344926#13,276.72,12.15,0.0,29,11.31,0.52,1,0
86.0,3,car,3215.12,7400.53,15.49,-0.88,27934854#4_0,27934854#4,273.35,857.16,0.0,29,11.31,0.52,1,0
86.0,4,motorcycle,1733.63,9089.74,16.51,0.0,1110164312#0_1,1110164312#0,107.98,802.38,0.0,29,11.31,0.52,1,0
86.0,5,car,4125.37,7216.11,0.0,0.0,794634831#1_1,794634831#1,0.77,573.79,15.0,29,11.31,0.52,1,1
86.0,6,bus,5543.57,8567.79,11.58,1.01,1371062099#1_0,1371062099#1,277.73,681.01,0.0,29,11.31,0.52,1,0
86.0,7,car,2398.12,6681.3,8.1,2.0,-310667981#1_0,-310667981#1,7.79,703.23,0.0,29,11.31,0.52,1,0
86.0,8,car,3433.4,8575.49,13.96,2.56,350096404#3_2,350096404#3,80.18,774.03,0.0,29,11.31,0.52,1,0
86.0,9,car,4131.08,12552.6,13.04,2.13,464465168_0,464465168,15.89,592.75,0.0,29,11.31,0.52,1,0
87.0,0,car,2030.32,8447.12,6.09,-1.73,:3352564081_2_0,:3352564081_2,148.57,873.95,0.0,29,11.08,0.55,1,0
87.0,1,car,4135.63,7595.88,3.96,-3.33,1473496401_0,1473496401,1.38,948.07,0.0,29,11.08,0.55,1,0
87.0,10,car,7539.17,8604.32,15.41,-0.72,-1212554490#1_0,-1212554490#1,181.85,523.52,0.0,29,11.08,0.55,1,0
87.0,11,car,2496.39,7251.02,8.78,1.62,229976708#14_0,229976708#14,89.0,535.07,0.0,29,11.08,0.55,1,0
87.0,12,car,3533.77,7964.45,6.1,-3.33,31281091#14_0,31281091#14,187.5,581.25,0.0,29,11.08,0.55,1,0
87.0,13,car,3709.86,9876.55,11.29,1.58,:6528482656_0_0,:6528482656_0,314.73,339.09,0.0,29,11.08,0.55,1,0
87.0,14,car,4148.62,12580.99,12.36,2.06,-737232317#5_0,-737232317#5,95.03,517.81,0.0,29,11.08,0.55,1,0
87.0,15,car,5624.21,7208.94,7.52,-0.08,:cluster_263386445_7432382420_5_0,:cluster_263386445_7432382420_5,359.71,479.82,0.0,29,11.08,0.55,1,0
87.0,16,car,5391.15,8526.85,6.48,-4.44,:266275456_3_0,:266275456_3,6.93,403.04,0.0,29,11.08,0.55,1,0
87.0,17,car,1749.99,9856.29,15.71,-0.4,1357130528#0_0,1357130528#0,87.59,452.75,0.0,29,11.08,0.55,1,0
87.0,18,motorcycle,2058.91,10855.02,14.88,-0.65,1251954786#2_0,1251954786#2,126.54,321.24,0.0,29,11.08,0.55,1,0
87.0,19,car,5312.02,7619.26,8.35,0.96,:263415852_18_0,:263415852_18,47.82,444.07,0.0,29,11.08,0.55,1,0
87.0,2,car,4083.21,13102.79,15.41,0.01,364688017#2_0,364688017#2,135.6,981.71,0.0,29,11.08,0.55,1,0
87.0,20,motorcycle,3154.24,9633.96,16.56,1.04,-27785777#2_0,-27785777#2,51.55,275.53,0.0,29,11.08,0.55,1,0
87.0,21,motorcycle,8701.25,13333.5,5.27,-0.79,:1371947789_0_0,:1371947789_0,284.54,174.56,0.0,29,11.08,0.55,1,0
87.0,22,car,2472.86,6661.93,7.6,-3.7,-310667982#6_0,-310667982#6,279.08,153.73,0.0,29,11.08,0.55,1,0
87.0,23,car,8103.95,11279.68,13.39,-1.1,1446434055_0,1446434055,75.95,238.4,0.0,29,11.08,0.55,1,0
87.0,24,truck,3657.54,9256.47,13.37,-0.47,:6454955851_0_0,:6454955851_0,211.48,147.45,0.0,29,11.08,0.55,1,0
87.0,25,car,2260.87,10070.94,15.73,0.23,:663102275_7_0,:663102275_7,27.24,176.44,0.0,29,11.08,0.55,1,0
87.0,26,car,5608.38,7720.0,11.91,1.41,1531594656_1,1531594656,357.93,78.19,0.0,29,11.08,0.55,1,0
87.0,27,car,1734.49,11354.22,10.48,1.44,213057006_0,213057006,1.85,37.31,0.0,29,11.08,0.55,1,0
87.0,28,motorcycle,5288.19,6445.48,9.3,-2.85,-191344926#13_0,-191344926#13,276.72,21.45,0.0,29,11.08,0.55,1,0
87.0,3,car,3199.23,7401.45,15.91,0.42,27934854#4_0,27934854#4,273.32,873.08,0.0,29,11.08,0.55,1,0
87.0,4,motorcycle,1748.63,9084.64,15.86,-0.65,:1070361682_0_1,:1070361682_0,111.99,818.24,0.0,29,11.08,0.55,1,0
87.0,5,car,4125.37,7216.11,0.0,0.0,794634831#1_1,794634831#1,0.77,573.79,16.0,29,11.08,0.55,1,1
87.0,6,bus,5531.02,8569.5,12.64,1.06,1371062099#1_0,1371062099#1,277.73,693.66,0.0,29,11.08,0.55,1,0
87.0,7,car,2399.56,6691.78,10.57,2.47,-310667981#1_0,-310667981#1,7.79,713.8,0.0,29,11.08,0.55,1,0
87.0,8,car,3449.28,8578.24,16.11,2.15,350096404#3_2,350096404#3,80.18,790.14,0.0,29,11.08,0.55,1,0
87.0,9,car,4131.43,12566.29,14.33,1.29,464465168_0,464465168,6.15,607.08,0.0,29,11.08,0.55,1,0
88.0,0,car,2031.75,8439.65,7.61,1.52,:1472248450_2_0,:1472248450_2,170.59,881.56,0.0,30,11.12,0.57,1,0
88.0,1,car,4135.65,7596.6,0.72,-3.23,1473496401_0,1473496401,1.38,948.79,0.0,30,11.12,0.57,1,0
88.0,10,car,7538.65,8588.23,16.1,0.69,-1212554490#1_0,-1212554490#1,181.85,539.62,0.0,30,11.12,0.57,1,0
88.0,11,car,2506.53,7250.16,10.17,1.39,229976708#14_0,229976708#14,94.85,545.24,0.0,30,11.12,0.57,1,0
88.0,12,car,3532.23,7958.6,6.16,0.06,:348036183_0_0,:348036183_0,197.88,587.41,0.0,30,11.12,0.57,1,0
88.0,13,car,3700.31,9885.55,13.12,1.83,-111786744#5_0,-111786744#5,313.27,352.22,0.0,30,11.12,0.57,1,0
88.0,14,car,4163.48,12579.68,14.91,2.55,-737232317#5_0,-737232317#5,95.03,532.72,0.0,30,11.12,0.57,1,0
88.0,15,car,5624.08,7215.51,6.65,-0.87,1196120519_0,1196120519,358.63,486.47,0.0,30,11.12,0.57,1,0
88.0,16,car,5396.46,8531.06,6.93,0.45,-556969789_0,-556969789,58.77,409.97,0.0,30,11.12,0.57,1,0
88.0,17,car,1765.74,9856.66,15.81,0.11,1357130528#0_0,1357130528#0,88.9,468.56,0.0,30,11.12,0.57,1,0
88.0,18,motorcycle,2071.01,10846.26,14.95,0.07,1251954786#2_0,1251954786#2,125.78,336.18,0.0,30,11.12,0.57,1,0
88.0,19,car,5314.27,7626.97,8.15,-0.2,-1157609914#21_0,-1157609914#21,10.83,452.21,0.0,30,11.12,0.57,1,0
88.0,2,car,4094.82,13090.93,16.55,1.15,364688017#2_0,364688017#2,135.6,998.27,0.0,30,11.12,0.57,1,0
88.0,20,motorcycle,3167.27,9644.3,16.64,0.08,-27785777#2_0,-27785777#2,51.55,292.17,0.0,30,11.12,0.57,1,0
88.0,21,motorcycle,8696.74,13334.66,4.65,-0.62,61418770#4_0,61418770#4,284.27,179.22,0.0,30,11.12,0.57,1,0
88.0,22,car,2468.02,6664.22,5.49,-2.11,:3161255788_3_0,:3161255788_3,298.81,159.22,0.0,30,11.12,0.57,1,0
88.0,23,car,8116.93,11282.93,13.38,-0.01,1446434055_0,1446434055,75.95,251.79,0.0,30,11.12,0.57,1,0
88.0,24,truck,3649.85,9245.34,13.55,0.18,-350096407#0_0,-350096407#0,216.85,160.99,0.0,30,11.12,0.57,1,0
88.0,25,car,2268.32,10085.41,16.28,0.55,-28186784#9_0,-28186784#9,27.23,192.72,0.0,30,11.12,0.57,1,0
88.0,26,car,5607.89,7733.6,13.61,1.7,1531594656_1,1531594656,357.93,91.81,0.0,30,11.12,0.57,1,0
88.0,27,car,1734.74,11362.06,7.84,-2.64,213057006_0,213057006,1.85,45.16,0.0,30,11.12,0.57,1,0
88.0,28,motorcycle,5282.74,6446.12,5.49,-3.82,-191344926#13_0,-191344926#13,276.72,26.93,0.0,30,11.12,0.57,1,0
88.0,29,car,8172.29,12990.43,13.86,0.0,799723763#1_0,799723763#1,185.39,0.0,0.0,30,11.12,0.57,1,0
88.0,3,car,3182.75,7402.41,16.51,0.59,27934854#4_0,27934854#4,273.32,889.58,0.0,30,11.12,0.57,1,0
88.0,4,motorcycle,1763.84,9078.52,16.4,0.54,1110164312#1_1,1110164312#1,111.51,834.64,0.0,30,11.12,0.57,1,0
88.0,5,car,4125.37,7216.11,0.0,0.0,794634831#1_1,794634831#1,0.77,573.79,17.0,30,11.12,0.57,1,1
88.0,6,bus,5517.32,8571.35,13.8,1.15,1371062099#1_0,1371062099#1,277.73,707.45,0.0,30,11.12,0.57,1,0
88.0,7,car,2401.14,6703.7,12.03,1.46,-310667981#1_0,-310667981#1,7.14,725.83,0.0,30,11.12,0.57,1,0
88.0,8,car,3465.2,8581.0,16.16,0.05,350096404#3_2,350096404#3,80.18,806.31,0.0,30,11.12,0.57,1,0
88.0,9,car,4132.48,12576.11,10.15,-4.18,464465168_0,464465168,6.15,617.23,0.0,30,11.12,0.57,1,0
89.0,0,car,2035.79,8431.48,9.16,1.55,172853382#0_1,172853382#0,149.45,890.72,0.0,30,11.09,0.6,1,0
89.0,1,car,4135.66,7596.77,0.17,-0.56,1473496401_0,1473496401,1.38,948.96,0.0,30,11.09,0.6,1,1
89.0,10,car,7538.14,8572.49,15.75,-0.35,-1212554490#1_0,-1212554490#1,181.85,555.36,0.0,30,11.09,0.6,1,0
89.0,11,car,2518.05,7249.05,11.58,1.41,:2385130574_7_0,:2385130574_7,95.68,556.82,0.0,30,11.09,0.6,1,0
89.0,12,car,3526.67,7956.74,6.18,0.02,317617775#0_0,317617775#0,260.22,593.59,0.0,30,11.09,0.6,1,0
89.0,13,car,3689.18,9895.63,15.02,1.9,:961794268_0_0,:961794268_0,311.54,367.23,0.0,30,11.09,0.6,1,0
89.0,14,car,4178.91,12578.33,15.49,0.58,-737232317#5_0,-737232317#5,95.03,548.21,0.0,30,11.09,0.6,1,0
89.0,15,car,5623.85,7224.59,9.24,2.59,1196120519_0,1196120519,358.53,495.71,0.0,30,11.09,0.6,1,0
89.0,16,car,5404.42,8535.27,9.01,2.08,-556969789_0,-556969789,62.17,418.98,0.0,30,11.09,0.6,1,0
89.0,17,car,1782.09,9856.98,16.41,0.59,1357130528#0_0,1357130528#0,88.9,484.97,0.0,30,11.09,0.6,1,0
89.0,18,motorcycle,2083.08,10837.56,14.87,-0.07,1251954786#2_0,1251954786#2,125.78,351.06,0.0,30,11.09,0.6,1,0
89.0,19,car,5315.54,7636.5,9.62,1.47,-1157609914#21_0,-1157609914#21,7.6,461.83,0.0,30,11.09,0.6,1,0
89.0,2,car,4105.69,13079.84,15.49,-1.07,364688017#2_0,364688017#2,135.6,1013.76,0.0,30,11.09,0.6,1,0
89.0,20,motorcycle,3176.85,9651.91,12.23,-4.41,-27785777#2_0,-27785777#2,51.55,304.4,0.0,30,11.09,0.6,1,0
89.0,21,motorcycle,8691.53,13335.79,5.34,0.68,61418770#4_0,61418770#4,282.29,184.55,0.0,30,11.09,0.6,1,0
89.0,22,car,2466.91,6669.56,5.54,0.06,-310667980#1_0,-310667980#1,351.2,164.76,0.0,30,11.09,0.6,1,0
89.0,23,car,8130.73,11284.41,14.44,1.06,1446434055_0,1446434055,102.69,266.23,0.0,30,11.09,0.6,1,0
89.0,24,truck,3642.18,9234.48,13.32,-0.22,:3452278570_1_0,:3452278570_1,212.81,174.31,0.0,30,11.09,0.6,1,0
89.0,25,car,2275.58,10099.51,15.86,-0.42,-28186784#9_0,-28186784#9,27.23,208.58,0.0,30,11.09,0.6,1,0
89.0,26,car,5607.33,7749.16,15.57,1.95,1531594656_1,1531594656,357.93,107.37,0.0,30,11.09,0.6,1,0
89.0,27,car,1735.0,11367.04,4.99,-2.85,:2228165676_3_0,:2228165676_3,3.14,50.15,0.0,30,11.09,0.6,1,0
89.0,28,motorcycle,5279.86,6446.4,2.91,-2.58,:10094515816_7_0,:10094515816_7,275.27,29.84,0.0,30,11.09,0.6,1,0
89.0,29,car,8171.07,12977.52,12.97,-0.9,799723763#1_0,799723763#1,185.39,12.97,0.0,30,11.09,0.6,1,0
89.0,3,car,3166.31,7403.28,16.45,-0.05,:306619290_3_0,:306619290_3,272.6,906.03,0.0,30,11.09,0.6,1,0
89.0,4,motorcycle,1778.68,9073.01,15.83,-0.57,1110164312#1_1,1110164312#1,110.37,850.47,0.0,30,11.09,0.6,1,0
89.0,5,car,4125.37,7216.11,0.0,0.0,794634831#1_1,794634831#1,0.77,573.79,18.0,30,11.09,0.6,1,1
89.0,6,bus,5503.8,8572.99,13.59,-0.21,1371062099#1_0,1371062099#1,276.79,721.04,0.0,30,11.09,0.6,1,0
89.0,7,car,2402.29,6717.22,13.57,1.54,:7477918735_9_0,:7477918735_9,4.83,739.4,0.0,30,11.09,0.6,1,0
89.0,8,car,3481.39,8583.8,16.42,0.26,350096404#3_2,350096404#3,80.18,822.73,0.0,30,11.09,0.6,1,0
89.0,9,car,4134.77,12581.01,5.65,-4.5,:cluster_13392488509_347261831_9_0,:cluster_13392488509_347261831_9,29.09,622.89,0.0,30,11.09,0.6,1,0
90.0,0,car,2041.6,8422.14,11.01,1.85,172853382#0_1,172853382#0,148.1,901.73,0.0,30,11.48,0.67,1,0
90.0,1,car,4135.66,7596.77,0.0,-0.16,1473496401_0,1473496401,1.38,948.96,1.0,30,11.48,0.67,1,1
90.0,10,car,7537.64,8556.85,15.65,-0.1,-1212554490#1_0,-1212554490#1,181.85,571.01,0.0,30,11.48,0.67,1,0
90.0,11,car,2531.41,7247.6,13.44,1.86,229976708#15_0,229976708#15,96.5,570.25,0.0,30,11.48,0.67,1,0
90.0,12,car,3518.55,7957.45,8.15,1.97,317617775#0_0,317617775#0,274.94,601.74,0.0,30,11.48,0.67,1,0
90.0,13,car,3677.01,9906.24,16.15,1.13,-111786744#4_0,-111786744#4,310.7,383.38,0.0,30,11.48,0.67,1,0
90.0,14,car,4194.56,12576.95,15.71,0.22,-737232317#5_0,-737232317#5,95.03,563.92,0.0,30,11.48,0.67,2,0
90.0,15,car,5623.61,7235.35,10.96,1.72,1196120519_0,1196120519,358.78,506.67,0.0,30,11.48,0.67,1,0
90.0,16,car,5414.17,8540.41,11.02,2.01,-556969789_0,-556969789,62.17,430.01,0.0,30,11.48,0.67,1,0
90.0,17,car,1797.6,9857.7,15.59,-0.82,1357130528#0_0,1357130528#0,87.03,500.56,0.0,30,11.48,0.67,1,0
90.0,18,motorcycle,2096.52,10827.88,16.57,1.7,1251954786#2_0,1251954786#2,125.78,367.63,0.0,30,11.48,0.67,1,0
90.0,19,car,5316.99,7647.42,11.01,1.39,-1157609914#21_0,-1157609914#21,7.57,472.84,0.0,30,11.48,0.67,1,0
90.0,2,car,4117.11,13068.17,16.29,0.8,364688017#2_0,364688017#2,135.6,1030.04,0.0,30,11.48,0.67,1,0
90.0,20,motorcycle,3182.91,9656.72,7.73,-4.5,-27785777#2_0,-27785777#2,51.57,312.14,0.0,30,11.48,0.67,1,0
90.0,21,motorcycle,8686.82,13336.82,4.82,-0.52,61418770#4_0,61418770#4,282.29,189.37,0.0,30,11.48,0.67,1,0
90.0,22,car,2467.37,6676.87,7.34,1.8,-310667980#1_0,-310667980#1,4.02,172.1,0.0,30,11.48,0.67,1,0
90.0,23,car,8143.99,11279.16,14.38,-0.06,1446434055_0,1446434055,102.49,280.61,0.0,30,11.48,0.67,1,0
90.0,24,truck,3637.33,9221.8,13.58,0.26,-27790968#2_0,-27790968#2,199.77,187.9,0.0,30,11.48,0.67,1,0
90.0,25,car,2282.66,10113.28,15.48,-0.38,-28186784#9_0,-28186784#9,27.23,224.06,0.0,30,11.48,0.67,1,0
90.0,26,car,5606.74,7765.38,16.23,0.67,1531594656_1,1531594656,357.93,123.6,0.0,30,11.48,0.67,1,0
90.0,27,car,1737.62,11371.07,5.14,0.14,:2228165676_3_0,:2228165676_3,36.38,55.29,0.0,30,11.48,0.67,1,0
90.0,28,motorcycle,5278.55,6444.15,3.22,0.31,:10094515816_7_0,:10094515816_7,192.65,33.06,0.0,30,11.48,0.67,1,0
90.0,29,car,8169.79,12963.89,13.69,0.72,799723763#1_0,799723763#1,185.39,26.66,0.0,30,11.48,0.67,1,0
90.0,3,car,3150.03,7403.91,16.27,-0.18,27934854#5_0,27934854#5,271.83,922.3,0.0,30,11.48,0.67,1,0
90.0,4,motorcycle,1794.16,9067.26,16.51,0.69,1110164312#1_1,1110164312#1,110.37,866.98,0.0,30,11.48,0.67,1,0
90.0,5,car,4125.37,7216.11,0.0,0.0,794634831#1_1,794634831#1,0.77,573.79,19.0,30,11.48,0.67,1,1
90.0,6,bus,5490.23,8574.45,13.62,0.03,1371062099#1_0,1371062099#1,276.13,734.66,0.0,30,11.48,0.67,1,0
90.0,7,car,2403.46,6731.19,14.01,0.44,-310667981#0_0,-310667981#0,4.72,753.42,0.0,30,11.48,0.67,1,0
90.0,8,car,3496.84,8586.47,15.67,-0.75,350096404#3_2,350096404#3,80.18,838.4,0.0,30,11.48,0.67,1,0
90.0,9,car,4139.7,12581.78,5.09,-0.56,-737232317#5_0,-737232317#5,83.36,627.98,0.0,30,11.48,0.67,2,0
91.0,0,car,2048.76,8410.65,13.53,2.52,:6417395916_0_1,:6417395916_0,148.09,915.26,0.0,31,11.85,0.0,1,0
91.0,1,car,4135.69,7598.59,1.82,1.82,:12067305543_3_0,:12067305543_3,1.25,950.78,0.0,31,11.85,0.0,1,0
91.0,10,car,7537.12,8540.7,16.16,0.51,-1212554490#1_0,-1212554490#1,181.85,587.17,0.0,31,11.85,0.0,1,0
91.0,11,car,2546.14,7245.92,14.82,1.39,229976708#15_0,229976708#15,96.5,585.08,0.0,31,11.85,0.0,1,0
91.0,12,car,3507.98,7958.36,10.61,2.46,317617775#0_0,317617775#0,274.94,612.35,0.0,31,11.85,0.0,1,0
91.0,13,car,3664.72,9917.04,16.36,0.21,-111786744#4_0,-111786744#4,311.4,399.74,0.0,31,11.85,0.0,1,0
91.0,14,car,4209.96,12575.59,15.47,-0.24,-737232317#5_0,-737232317#5,95.03,579.39,0.0,31,11.85,0.0,2,0
91.0,15,car,5623.35,7247.6,12.48,1.52,1196120519_0,1196120519,358.78,519.15,0.0,31,11.85,0.0,1,0
91.0,16,car,5424.61,8547.8,13.32,2.3,-556969789_0,-556969789,38.88,443.33,0.0,31,11.85,0.0,1,0
91.0,17,car,1813.44,9858.51,15.92,0.33,1357130528#0_0,1357130528#0,87.15,516.48,0.0,31,11.85,0.0,1,0
91.0,18,motorcycle,2108.82,10819.01,15.17,-1.4,1251954786#2_0,1251954786#2,125.78,382.8,0.0,31,11.85,0.0,1,0
91.0,19,car,5318.69,7660.2,12.9,1.89,-1157609914#21_0,-1157609914#21,7.57,485.74,0.0,31,11.85,0.0,1,0
91.0,2,car,4129.25,13057.79,15.94,-0.35,364688017#2_0,364688017#2,130.01,1045.99,0.0,31,11.85,0.0,1,0
91.0,20,motorcycle,3185.44,9658.73,3.23,-4.5,-27785777#2_0,-27785777#2,51.47,315.37,0.0,31,11.85,0.0,1,0
91.0,21,motorcycle,8681.1,13338.07,5.85,1.03,61418770#4_0,61418770#4,282.29,195.23,0.0,31,11.85,0.0,1,0
91.0,22,car,2469.53,6686.03,9.52,2.18,-310667980#1_0,-310667980#1,4.72,181.62,0.0,31,11.85,0.0,1,0
91.0,23,car,8157.39,11277.29,13.53,-0.85,1446434055_0,1446434055,97.95,294.14,0.0,31,11.85,0.0,1,0
91.0,24,truck,3632.75,9209.05,13.55,-0.03,-27790968#2_0,-27790968#2,199.77,201.45,0.0,31,11.85,0.0,1,0
91.0,25,car,2289.97,10127.48,15.97,0.49,-28186784#9_0,-28186784#9,27.23,240.04,0.0,31,11.85,0.0,1,0
91.0,26,car,5609.35,7781.58,16.1,-0.14,1531594656_0,1531594656,357.92,139.7,0.0,31,11.85,0.0,1,0
91.0,27,car,1743.18,11371.24,5.65,0.51,:2228165671_13_0,:2228165671_13,92.01,60.94,0.0,31,11.85,0.0,1,0
91.0,28,motorcycle,5280.65,6443.14,2.43,-0.79,191344926#13_0,191344926#13,113.99,35.49,0.0,31,11.85,0.0,1,0
91.0,29,car,8168.91,12954.57,9.37,-4.32,799723763#1_0,799723763#1,185.39,36.02,0.0,31,11.85,0.0,1,0
91.0,3,car,3133.55,7404.43,16.49,0.22,27934854#5_0,27934854#5,271.83,938.79,0.0,31,11.85,0.0,1,0
91.0,30,motorcycle,8574.47,12848.87,13.89,0.0,122912015#1_0,122912015#1,17.68,0.0,0.0,31,11.85,0.0,1,0
91.0,4,motorcycle,1808.84,9061.81,15.67,-0.85,1110164312#1_1,1110164312#1,110.37,882.65,0.0,31,11.85,0.0,1,0
91.0,5,car,4125.71,7216.11,2.08,2.08,:cluster_6633301856_7432359269_7432359283_7432359284_13_0,:cluster_6633301856_7432359269_7432359283_7432359284_13,8.89,575.86,0.0,31,11.85,0.0,1,0
91.0,6,bus,5476.51,8575.92,13.77,0.15,1371062099#1_0,1371062099#1,276.13,748.43,0.0,31,11.85,0.0,1,0
91.0,7,car,2404.52,6744.28,13.13,-0.88,-310667981#0_0,-310667981#0,4.65,766.55,0.0,31,11.85,0.0,1,0
91.0,8,car,3512.8,8589.23,16.19,0.52,350096404#3_2,350096404#3,80.18,854.59,0.0,31,11.85,0.0,1,0
91.0,9,car,4146.13,12581.21,6.46,1.36,-737232317#5_0,-737232317#5,95.03,634.44,0.0,31,11.85,0.0,2,0
92.0,0,car,2057.06,8397.28,15.74,2.21,172853382#1_1,172853382#1,148.14,931.0,0.0,31,12.16,0.03,1,0
92.0,1,car,4135.73,7602.12,3.52,1.7,:12067305543_3_0,:12067305543_3,0.71,954.3,0.0,31,12.16,0.03,1,0
92.0,10,car,7536.6,8524.7,16.01,-0.15,-1212554490#1_0,-1212554490#1,181.85,603.17,0.0,31,12.16,0.03,1,0
92.0,11,car,2561.78,7244.74,15.79,0.97,229976708#15_0,229976708#15,88.77,600.87,0.0,31,12.16,0.03,1,0
92.0,12,car,3494.93,7959.49,13.09,2.48,317617775#0_0,317617775#0,274.94,625.45,0.0,31,12.16,0.03,1,0
92.0,13,car,3652.72,9927.62,16.0,-0.36,-111786744#4_0,-111786744#4,311.4,415.74,0.0,31,12.16,0.03,1,0
92.0,14,car,4226.24,12574.16,16.34,0.88,-737232317#5_0,-737232317#5,95.03,595.73,0.0,31,12.16,0.03,2,0
92.0,15,car,5627.52,7261.92,14.67,2.18,:cluster_266275023_7432382418_6_0,:cluster_266275023_7432382418_6,23.43,533.82,0.0,31,12.16,0.03,1,0
92.0,16,car,5426.59,8557.77,10.39,-2.93,-556969789_0,-556969789,359.73,453.72,0.0,31,12.16,0.03,1,0
92.0,17,car,1828.88,9859.01,15.5,-0.42,1357130528#0_0,1357130528#0,88.18,531.98,0.0,31,12.16,0.03,1,0
92.0,18,motorcycle,2121.62,10809.79,15.78,0.6,1251954786#2_0,1251954786#2,125.78,398.58,0.0,31,12.16,0.03,1,0
92.0,19,car,5320.72,7675.5,15.43,2.54,-1157609914#21_0,-1157609914#21,7.57,501.17,0.0,31,12.16,0.03,1,0
92.0,2,car,4141.74,13047.31,16.26,0.32,364688017#2_0,364688017#2,130.01,1062.25,0.0,31,12.16,0.03,1,0
92.0,20,motorcycle,3185.5,9658.78,0.08,-3.15,-27785777#2_0,-27785777#2,51.47,315.45,1.0,31,12.16,0.03,1,1
92.0,21,motorcycle,8675.46,13339.26,5.77,-0.09,:766836075_5_0,:766836075_5,281.68,200.99,0.0,31,12.16,0.03,1,0
92.0,22,car,2470.4,6697.18,11.18,1.66,-310667980#1_0,-310667980#1,4.46,192.8,0.0,31,12.16,0.03,1,0
92.0,23,car,8170.98,11275.39,13.72,0.19,1446434055_0,1446434055,97.95,307.86,0.0,31,12.16,0.03,1,0
92.0,24,truck,3628.79,9198.04,11.7,-1.85,-27790968#2_0,-27790968#2,199.77,213.15,0.0,31,12.16,0.03,1,0
92.0,25,car,2298.61,10141.46,16.48,0.51,:309593050_3_0,:309593050_3,37.71,256.52,0.0,31,12.16,0.03,1,0
92.0,26,car,5608.72,7797.67,16.09,-0.01,:266313975_0_0,:266313975_0,357.71,155.79,0.0,31,12.16,0.03,1,0
92.0,27,car,1750.71,11370.58,7.56,1.91,:2228165671_13_0,:2228165671_13,95.02,68.5,0.0,31,12.16,0.03,1,0
92.0,28,motorcycle,5284.54,6442.69,3.91,1.48,191344926#13_0,191344926#13,96.72,39.4,0.0,31,12.16,0.03,1,0
92.0,29,car,8168.31,12948.28,6.32,-3.05,799723763#1_0,799723763#1,185.39,42.34,0.0,31,12.16,0.03,1,0
92.0,3,car,3117.27,7404.96,16.28,-0.21,27934854#5_0,27934854#5,271.83,955.07,0.0,31,12.16,0.03,1,0
92.0,30,motorcycle,8578.58,12861.77,13.54,-0.35,122912015#1_0,122912015#1,17.68,13.54,0.0,31,12.16,0.03,1,0
92.0,4,motorcycle,1824.42,9056.02,16.61,0.95,1110164312#1_1,1110164312#1,110.37,899.26,0.0,31,12.16,0.03,1,0
92.0,5,car,4125.37,7215.69,2.9,0.82,1055330320#0_1,1055330320#0,179.96,578.76,0.0,31,12.16,0.03,1,0
92.0,6,bus,5462.68,8577.41,13.88,0.11,1371062099#1_0,1371062099#1,276.13,762.31,0.0,31,12.16,0.03,1,0
