timestamp,vehicle_id,vehicle_type,x,y,speed,acceleration,lane,road,heading,distance,waiting_time,network_vehicle_count,network_avg_speed,network_avg_waiting_time,edge_vehicle_count,edge_queue_length
184.0,49,car,2563.15,10431.68,11.13,-0.28,1124616640#8_1,1124616640#8,309.32,539.69,0.0,61,12.29,1.23,1,0
184.0,5,car,2953.5,7413.54,16.16,0.2,:10081671364_0_0,:10081671364_0,274.45,1894.64,0.0,61,12.29,1.23,1,0
184.0,50,car,6668.82,13279.8,8.28,0.85,799709628#0_0,799709628#0,147.8,428.16,0.0,61,12.29,1.23,1,0
184.0,51,car,4471.11,12799.27,6.02,-4.15,-31229972#1_0,-31229972#1,276.06,342.36,0.0,61,12.29,1.23,1,0
184.0,52,car,1743.29,7287.85,15.09,0.54,28103474#10_0,28103474#10,9.61,321.39,0.0,61,12.29,1.23,1,0
184.0,53,truck,6871.11,12550.33,12.87,-0.13,302944319#0_0,302944319#0,91.62,185.52,0.0,61,12.29,1.23,1,0
184.0,54,car,1915.69,11745.45,13.13,2.22,-487959500#11_0,-487959500#11,115.19,224.55,0.0,61,12.29,1.23,1,0
184.0,55,car,3964.84,7931.07,14.66,-0.36,:1377861078_7_0,:1377861078_7,117.73,221.57,0.0,61,12.29,1.23,1,0
184.0,56,car,2018.8,10100.67,15.85,-0.64,:6528488903_0_0,:6528488903_0,24.94,240.7,0.0,61,12.29,1.23,1,0
184.0,57,motorcycle,1735.27,7982.65,14.73,-0.18,28120433#4_0,28120433#4,93.09,138.32,0.0,61,12.29,1.23,1,0
184.0,58,car,6614.44,12556.92,6.79,-4.23,:cluster_10091900752_10091938361_2_0,:cluster_10091900752_10091938361_2,180.41,99.04,0.0,61,12.29,1.23,1,0
184.0,59,car,4025.96,12334.69,16.44,0.79,:347261847_7_0,:347261847_7,95.42,95.78,0.0,61,12.29,1.23,1,0
184.0,6,bus,4295.14,8509.55,10.9,1.08,839092205_1,839092205,290.56,1969.86,0.0,61,12.29,1.23,2,0
184.0,60,emergency,1806.07,8072.12,7.61,1.54,:10091819735_1_0,:10091819735_1,195.5,24.67,0.0,61,12.29,1.23,1,0
184.0,61,car,4939.33,12736.13,13.33,0.0,40882221#0_0,40882221#0,102.72,0.0,0.0,61,12.29,1.23,1,0
184.0,7,car,2502.0,7637.03,15.66,-0.91,377132617#2_0,377132617#2,332.37,1958.92,0.0,61,12.29,1.23,1,0
184.0,8,car,3571.47,9144.88,0.0,0.0,1110178624#6_0,1110178624#6,354.78,1513.2,44.0,61,12.29,1.23,1,1
184.0,9,car,4260.02,11542.98,16.24,-0.34,217565204#12_0,217565204#12,207.02,2012.77,0.0,61,12.29,1.23,2,0
185.0,0,car,3038.38,7728.38,15.54,-0.27,1073384217#1_0,1073384217#1,106.23,2266.27,0.0,61,12.35,1.31,1,0
185.0,1,car,4315.26,8500.55,0.0,0.0,610166550#13_1,610166550#13,23.21,1885.07,6.0,61,12.35,1.31,1,1
185.0,10,car,7905.96,8566.62,15.96,-0.1,1303738164#2_0,1303738164#2,245.55,1903.54,0.0,61,12.35,1.31,1,0
185.0,11,car,2309.23,8256.26,16.18,-0.19,239438610#0_1,239438610#0,58.58,1975.05,0.0,61,12.35,1.31,1,0
185.0,13,car,4044.89,10518.54,15.96,-0.37,1150911345_0,1150911345,30.61,1362.85,0.0,61,12.35,1.31,1,0
185.0,14,car,4224.29,11465.82,15.63,-0.51,217565204#12_0,217565204#12,204.67,1978.77,0.0,61,12.35,1.31,2,0
185.0,15,car,5639.76,8550.26,6.62,-1.14,1205136152_0,1205136152,101.51,1873.7,0.0,61,12.35,1.31,1,0
185.0,16,car,4301.02,8510.76,9.29,1.45,839092205_0,839092205,290.55,1636.29,0.0,61,12.35,1.31,2,0
185.0,17,car,2037.61,10862.69,15.69,-0.16,:cluster_10873245758_3740957823_0_0,:cluster_10873245758_3740957823_0,306.62,1966.88,0.0,61,12.35,1.31,1,0
185.0,18,motorcycle,2988.45,10046.71,16.4,1.04,24238080#0_0,24238080#0,61.66,1667.66,0.0,61,12.35,1.31,1,0
185.0,19,car,5040.31,8579.66,15.99,0.47,151676283#1_0,151676283#1,267.46,1823.23,0.0,61,12.35,1.31,2,0
185.0,2,car,4903.76,12534.43,16.51,1.06,28709481#4_1,28709481#4,95.14,2104.0,0.0,61,12.35,1.31,1,0
185.0,20,motorcycle,3569.41,9177.39,0.0,-0.01,1110190684#0_0,1110190684#0,174.29,959.74,3.0,61,12.35,1.31,1,1
185.0,21,motorcycle,7855.49,13045.83,15.32,0.44,122912057#33_0,122912057#33,259.55,1249.89,0.0,61,12.35,1.31,1,0
185.0,22,car,2597.61,7506.02,16.41,-0.08,1155963376#2_0,1155963376#2,331.12,1230.69,0.0,61,12.35,1.31,1,0
185.0,23,car,7647.04,11086.15,14.31,0.1,-92426565#3_0,-92426565#3,179.71,1489.56,0.0,61,12.35,1.31,1,0
185.0,24,truck,3681.67,8610.03,4.26,-1.58,:11494185466_0_0,:11494185466_0,121.21,893.92,0.0,61,12.35,1.31,1,0
185.0,25,car,2905.16,9960.37,9.57,2.45,1376039861_0,1376039861,137.32,1128.93,0.0,61,12.35,1.31,1,0
185.0,26,car,4962.78,8576.67,16.52,0.25,151676283#1_0,151676283#1,267.79,1566.53,0.0,61,12.35,1.31,2,0
185.0,27,car,2250.5,10710.37,16.48,0.98,1251954786#5_0,1251954786#5,130.81,1257.81,0.0,61,12.35,1.31,2,0
185.0,28,motorcycle,4858.22,7207.34,13.34,-1.8,1110166139_0,1110166139,264.97,1288.48,0.0,61,12.35,1.31,1,0
185.0,29,car,7332.94,12596.91,7.71,0.79,:256093160_4_0,:256093160_4,204.35,1322.81,0.0,61,12.35,1.31,1,0
185.0,3,car,2255.22,8051.89,13.95,0.45,464465165#0_0,464465165#0,328.84,2183.98,0.0,61,12.35,1.31,1,0
185.0,30,motorcycle,7590.66,12793.34,15.88,0.46,122912057#43_0,122912057#43,235.26,1425.4,0.0,61,12.35,1.31,1,0
185.0,31,motorcycle,2617.27,10379.11,16.32,1.1,:cluster_3740957812_3740957813_3_0,:cluster_3740957812_3740957813_3,319.87,1317.6,0.0,61,12.35,1.31,1,0
185.0,32,car,6866.16,12402.45,16.2,-0.12,431532857#1_0,431532857#1,281.8,1035.18,0.0,61,12.35,1.31,1,0
185.0,33,truck,5298.58,12992.25,13.54,0.18,40542208#11_0,40542208#11,177.34,995.95,0.0,61,12.35,1.31,1,0
185.0,34,car,2132.95,8651.05,8.29,0.09,133763768#2_0,133763768#2,53.18,775.71,0.0,61,12.35,1.31,1,0
185.0,35,car,2241.91,8900.55,0.0,0.0,1290479888#1_2,1290479888#1,110.48,990.87,9.0,61,12.35,1.31,1,1
185.0,36,motorcycle,1986.37,11992.6,12.59,-2.7,:2228056119_7_0,:2228056119_7,182.21,970.98,0.0,61,12.35,1.31,1,0
185.0,37,car,2051.9,11081.59,16.03,-0.61,8680571#14_0,8680571#14,207.46,1030.48,0.0,61,12.35,1.31,1,0
185.0,38,motorcycle,7191.57,12574.73,13.81,-0.36,323046075_0,323046075,269.4,991.19,0.0,61,12.35,1.31,1,0
185.0,39,car,4450.07,12884.66,0.0,0.0,1151689080#0_0,1151689080#0,82.21,550.45,17.0,61,12.35,1.31,1,1
185.0,4,motorcycle,2425.01,9351.83,11.01,2.66,111814615#0_0,111814615#0,21.05,1836.82,0.0,61,12.35,1.31,1,0
185.0,40,motorcycle,3494.23,9370.19,15.88,0.75,133903616#15_1,133903616#15,135.16,733.27,0.0,61,12.35,1.31,1,0
185.0,41,car,2325.36,10645.74,16.56,0.32,1251954786#5_0,1251954786#5,130.81,732.96,0.0,61,12.35,1.31,2,0
185.0,42,car,3402.81,8555.7,6.87,-0.19,:cluster_3239004162_3801692755_4_0,:cluster_3239004162_3801692755_4,44.91,653.34,0.0,61,12.35,1.31,1,0
185.0,43,car,3283.95,8531.85,15.39,-1.05,631197944#4_1,631197944#4,259.35,657.78,0.0,61,12.35,1.31,1,0
185.0,44,car,3013.35,11131.74,15.06,2.29,-1228807286#5_0,-1228807286#5,331.87,474.78,0.0,61,12.35,1.31,1,0
185.0,45,car,3986.53,13218.53,16.12,1.14,364688017#2_1,364688017#2,140.44,690.15,0.0,61,12.35,1.31,1,0
185.0,46,car,5278.08,12578.07,15.6,-0.41,40542208#19_0,40542208#19,185.07,436.91,0.0,61,12.35,1.31,1,0
185.0,47,car,2090.52,10832.2,15.87,0.49,1251954786#2_0,1251954786#2,125.78,439.1,0.0,61,12.35,1.31,1,0
185.0,48,car,8344.85,11254.4,13.43,0.22,-1429653192_0,-1429653192,277.27,450.58,0.0,61,12.35,1.31,1,0
185.0,49,car,2552.85,10440.12,13.23,2.1,1124616640#8_1,1124616640#8,309.32,552.92,0.0,61,12.35,1.31,1,0
185.0,5,car,2937.02,7414.92,16.55,0.39,27934854#11_0,27934854#11,274.92,1911.2,0.0,61,12.35,1.31,1,0
185.0,50,car,6674.32,13271.06,10.33,2.05,799709628#0_0,799709628#0,147.8,438.49,0.0,61,12.35,1.31,1,0
185.0,51,car,4465.07,12796.22,7.62,1.6,:cluster_298815587_347260644_0_0,:cluster_298815587_347260644_0,226.61,349.99,0.0,61,12.35,1.31,1,0
185.0,52,car,1745.72,7302.22,14.58,-0.51,28103474#10_0,28103474#10,9.61,335.97,0.0,61,12.35,1.31,1,0
185.0,53,truck,6883.94,12549.97,12.83,-0.04,302944319#0_0,302944319#0,91.62,198.35,0.0,61,12.35,1.31,1,0
185.0,54,car,1928.78,11739.3,14.46,1.33,-487959500#11_0,-487959500#11,115.19,239.02,0.0,61,12.35,1.31,1,0
185.0,55,car,3974.93,7925.85,11.36,-3.29,:1377861078_7_0,:1377861078_7,117.37,232.93,0.0,61,12.35,1.31,1,0
185.0,56,car,2025.18,10114.96,15.69,-0.16,1357130528#7_0,1357130528#7,23.91,256.39,0.0,61,12.35,1.31,1,0
185.0,57,motorcycle,1745.49,7982.09,10.23,-4.5,28120433#4_0,28120433#4,93.09,148.55,0.0,61,12.35,1.31,1,0
185.0,58,car,6616.42,12551.27,6.15,-0.64,:cluster_10091900752_10091938361_16_0,:cluster_10091900752_10091938361_16,155.5,105.19,0.0,61,12.35,1.31,1,0
185.0,59,car,4041.39,12333.21,15.49,-0.95,-105202415#2_0,-105202415#2,95.46,111.27,0.0,61,12.35,1.31,1,0
185.0,6,bus,4284.04,8513.71,11.86,0.96,839092205_1,839092205,290.56,1981.72,0.0,61,12.35,1.31,2,0
185.0,60,emergency,1809.63,8066.07,7.42,-0.18,:10091819735_1_0,:10091819735_1,140.07,32.09,0.0,61,12.35,1.31,1,0
185.0,61,car,4951.16,12733.46,12.14,-1.19,40882221#0_0,40882221#0,102.72,12.14,0.0,61,12.35,1.31,1,0
185.0,7,car,2494.8,7650.77,15.52,-0.14,:12196449735_1_0,:12196449735_1,332.35,1974.45,0.0,61,12.35,1.31,1,0
185.0,8,car,3571.47,9144.88,0.0,0.0,1110178624#6_0,1110178624#6,354.78,1513.2,45.0,61,12.35,1.31,1,1
185.0,9,car,4252.84,11528.89,15.83,-0.41,217565204#12_0,217565204#12,207.02,2028.59,0.0,61,12.35,1.31,2,0
186.0,0,car,3053.28,7724.04,15.55,0.01,1073384217#1_0,1073384217#1,106.23,2281.82,0.0,61,12.16,1.39,1,0
186.0,1,car,4315.26,8500.55,0.0,0.0,610166550#13_1,610166550#13,23.21,1885.07,7.0,61,12.16,1.39,1,1
186.0,10,car,7890.78,8559.71,16.67,0.71,1303738164#2_0,1303738164#2,245.55,1920.21,0.0,61,12.16,1.39,1,0
186.0,11,car,2323.2,8264.8,16.38,0.2,239438610#0_1,239438610#0,58.58,1991.43,0.0,61,12.16,1.39,1,0
186.0,13,car,4053.32,10532.78,16.54,0.58,1150911345_0,1150911345,30.61,1379.39,0.0,61,12.16,1.39,1,0
186.0,14,car,4218.21,11451.71,15.39,-0.24,217565204#12_0,217565204#12,199.95,1994.16,0.0,61,12.16,1.39,2,0
186.0,15,car,5647.0,8548.78,7.38,0.77,1205136152_0,1205136152,101.51,1881.08,0.0,61,12.16,1.39,1,0
186.0,16,car,4290.83,8514.58,10.93,1.64,839092205_0,839092205,290.55,1647.22,0.0,61,12.16,1.39,2,0
186.0,17,car,2025.61,10871.92,15.4,-0.29,1251954788#12_0,1251954788#12,307.58,1982.28,0.0,61,12.16,1.39,1,0
186.0,18,motorcycle,3003.14,10054.26,16.56,0.16,24238080#0_0,24238080#0,62.83,1684.22,0.0,61,12.16,1.39,1,0
186.0,19,car,5024.74,8579.06,15.58,-0.41,151676283#1_0,151676283#1,267.79,1838.81,0.0,61,12.16,1.39,2,0
186.0,2,car,4920.24,12532.97,16.54,0.04,28709481#4_1,28709481#4,95.06,2120.54,0.0,61,12.16,1.39,1,0
186.0,20,motorcycle,3569.41,9177.39,0.0,-0.0,1110190684#0_0,1110190684#0,174.29,959.74,4.0,61,12.16,1.39,1,1
186.0,21,motorcycle,7839.98,13042.92,15.78,0.46,:1371947741_0_0,:1371947741_0,259.22,1265.67,0.0,61,12.16,1.39,1,0
186.0,22,car,2591.06,7517.88,13.66,-2.75,40696222_0,40696222,330.98,1244.35,0.0,61,12.16,1.39,1,0
186.0,23,car,7647.1,11073.65,12.49,-1.82,-92426565#3_0,-92426565#3,179.71,1502.06,0.0,61,12.16,1.39,1,0
186.0,24,truck,3681.41,8604.71,5.34,1.08,:11494185467_1_0,:11494185467_1,175.92,899.26,0.0,61,12.16,1.39,1,0
186.0,25,car,2912.88,9951.99,11.39,1.82,1376039861_0,1376039861,137.33,1140.32,0.0,61,12.16,1.39,1,0
186.0,26,car,4946.82,8576.05,15.99,-0.53,151676283#1_0,151676283#1,267.79,1582.52,0.0,61,12.16,1.39,2,0
186.0,27,car,2262.68,10699.85,16.1,-0.38,1251954786#5_0,1251954786#5,130.81,1273.91,0.0,61,12.16,1.39,2,0
186.0,28,motorcycle,4843.19,7202.5,15.74,2.4,:cluster_11178931802_11178931803_2414626606_6887565739_1_0,:cluster_11178931802_11178931803_2414626606_6887565739_1,249.97,1304.23,0.0,61,12.16,1.39,1,0
186.0,29,car,7332.38,12589.81,7.14,-0.57,323037942#0_0,323037942#0,182.16,1329.95,0.0,61,12.16,1.39,1,0
186.0,3,car,2248.02,8063.81,13.94,-0.01,464465165#0_0,464465165#0,328.86,2197.92,0.0,61,12.16,1.39,1,0
186.0,30,motorcycle,7581.0,12786.64,11.76,-4.12,122912057#43_0,122912057#43,235.26,1437.16,0.0,61,12.16,1.39,1,0
186.0,31,motorcycle,2603.9,10387.75,15.88,-0.44,1124616640#7_0,1124616640#7,284.53,1333.48,0.0,61,12.16,1.39,1,0
186.0,32,car,6849.92,12405.87,16.62,0.41,:6182972886_0_0,:6182972886_0,282.0,1051.8,0.0,61,12.16,1.39,1,0
186.0,33,truck,5299.1,12978.72,13.54,0.01,:253180004_7_0,:253180004_7,177.99,1009.49,0.0,61,12.16,1.39,1,0
186.0,34,car,2139.65,8656.08,8.37,0.07,133763768#2_0,133763768#2,53.18,784.07,0.0,61,12.16,1.39,1,0
186.0,35,car,2241.91,8900.55,0.0,0.0,1290479888#1_2,1290479888#1,110.48,990.87,10.0,61,12.16,1.39,1,1
186.0,36,motorcycle,1982.15,11985.75,8.09,-4.5,:2228056118_2_0,:2228056118_2,209.65,979.07,0.0,61,12.16,1.39,1,0
186.0,37,car,2044.69,11067.72,15.64,-0.39,8680571#14_0,8680571#14,207.44,1046.12,0.0,61,12.16,1.39,1,0
186.0,38,motorcycle,7178.25,12574.59,13.33,-0.48,323046075_0,323046075,269.4,1004.52,0.0,61,12.16,1.39,1,0
186.0,39,car,4450.07,12884.66,0.0,0.0,1151689080#0_0,1151689080#0,82.21,550.45,18.0,61,12.16,1.39,1,1
186.0,4,motorcycle,2429.78,9364.21,13.27,2.25,111814615#0_0,111814615#0,21.06,1850.08,0.0,61,12.16,1.39,1,0
186.0,40,motorcycle,3504.79,9359.46,15.03,-0.85,133903616#15_1,133903616#15,137.18,748.29,0.0,61,12.16,1.39,1,0
186.0,41,car,2339.44,10637.81,15.78,-0.78,1251954786#5_1,1251954786#5,130.81,748.74,0.0,61,12.16,1.39,2,0
186.0,42,car,3404.14,8560.1,4.59,-2.27,:cluster_3239004162_3801692755_4_0,:cluster_3239004162_3801692755_4,16.78,657.94,0.0,61,12.16,1.39,1,0
186.0,43,car,3268.62,8528.96,15.6,0.21,631197944#4_1,631197944#4,259.35,673.39,0.0,61,12.16,1.39,1,0
186.0,44,car,3005.72,11145.92,16.1,1.04,:3157767953_0_0,:3157767953_0,330.91,490.88,0.0,61,12.16,1.39,1,0
186.0,45,car,3996.36,13206.63,15.47,-0.65,364688017#2_1,364688017#2,140.44,705.62,0.0,61,12.16,1.39,1,0
186.0,46,car,5276.79,12562.48,15.64,0.05,40542208#20_0,40542208#20,184.69,452.55,0.0,61,12.16,1.39,1,0
186.0,47,car,2103.9,10822.56,16.51,0.64,1251954786#2_0,1251954786#2,125.78,455.61,0.0,61,12.16,1.39,1,0
186.0,48,car,8331.29,11256.22,13.69,0.26,-1429653192_0,-1429653192,277.95,464.27,0.0,61,12.16,1.39,1,0
186.0,49,car,2541.36,10449.53,14.75,1.52,1124616640#8_1,1124616640#8,309.32,567.67,0.0,61,12.16,1.39,1,0
186.0,5,car,2924.75,7415.98,12.32,-4.24,27934854#11_0,27934854#11,274.92,1923.52,0.0,61,12.16,1.39,1,0
186.0,50,car,6680.93,13260.56,12.4,2.07,799709628#0_0,799709628#0,147.8,450.9,0.0,61,12.16,1.39,1,0
186.0,51,car,4463.73,12787.46,8.94,1.32,:cluster_298815587_347260644_0_0,:cluster_298815587_347260644_0,183.59,358.93,0.0,61,12.16,1.39,1,0
186.0,52,car,1748.25,7317.17,15.15,0.58,28103474#10_0,28103474#10,9.61,351.13,0.0,61,12.16,1.39,1,0
186.0,53,truck,6896.68,12549.61,12.74,-0.09,:4551339660_13_0,:4551339660_13,91.61,211.09,0.0,61,12.16,1.39,1,0
186.0,54,car,1943.63,11732.31,16.41,1.95,-487959500#11_0,-487959500#11,115.2,255.43,0.0,61,12.16,1.39,1,0
186.0,55,car,3981.77,7922.42,7.65,-3.71,-112462014#0_0,-112462014#0,116.43,240.58,0.0,61,12.16,1.39,1,0
186.0,56,car,2032.79,10129.51,16.5,0.81,1357130528#7_0,1357130528#7,28.92,272.89,0.0,61,12.16,1.39,1,0
186.0,57,motorcycle,1751.21,7981.98,5.73,-4.5,:3161221570_10_0,:3161221570_10,88.01,154.29,0.0,61,12.16,1.39,1,0
186.0,58,car,6621.72,12549.03,5.87,-0.28,:cluster_10091900752_10091938361_16_0,:cluster_10091900752_10091938361_16,109.32,111.06,0.0,61,12.16,1.39,1,0
186.0,59,car,4057.52,12331.69,16.21,0.71,:cluster_13013026983_13013026984_13_0,:cluster_13013026983_13013026984_13,95.4,127.48,0.0,61,12.16,1.39,1,0
186.0,6,bus,4272.24,8518.14,12.6,0.75,839092205_1,839092205,290.56,1994.32,0.0,61,12.16,1.39,2,0
186.0,60,emergency,1816.38,8062.11,7.83,0.41,243896990#11_0,243896990#11,118.81,39.93,0.0,61,12.16,1.39,1,0
186.0,61,car,4960.19,12731.66,9.2,-2.94,40882221#0_0,40882221#0,100.76,21.33,0.0,61,12.16,1.39,1,0
186.0,7,car,2494.37,7666.73,16.11,0.58,377132617#4_0,377132617#4,336.31,1990.55,0.0,61,12.16,1.39,1,0
186.0,8,car,3571.47,9144.88,0.0,0.0,1110178624#6_0,1110178624#6,354.78,1513.2,46.0,61,12.16,1.39,1,1
186.0,9,car,4246.28,11514.59,15.75,-0.07,217565204#12_0,217565204#12,204.39,2044.35,0.0,61,12.16,1.39,2,0
187.0,0,car,3067.45,7719.92,14.77,-0.78,1073384217#1_0,1073384217#1,106.23,2296.59,0.0,62,12.24,1.45,1,0
187.0,1,car,4315.26,8500.55,0.0,0.0,610166550#13_1,610166550#13,23.21,1885.07,8.0,62,12.24,1.45,1,1
187.0,10,car,7875.6,8552.81,16.66,-0.01,1303738164#2_0,1303738164#2,245.55,1936.87,0.0,62,12.24,1.45,1,0
187.0,11,car,2337.32,8273.43,16.56,0.18,239438610#0_1,239438610#0,58.58,2008.0,0.0,62,12.24,1.45,1,0
187.0,13,car,4061.54,10546.68,16.13,-0.41,1150911345_0,1150911345,30.61,1395.52,0.0,62,12.24,1.45,1,0
187.0,14,car,4213.43,11436.09,16.37,0.98,217565204#12_0,217565204#12,193.03,2010.53,0.0,62,12.24,1.45,2,0
187.0,15,car,5654.11,8547.34,7.26,-0.12,1205136152_0,1205136152,101.51,1888.34,0.0,62,12.24,1.45,1,0
187.0,16,car,4278.36,8519.26,13.37,2.44,839092205_0,839092205,290.55,1660.59,0.0,62,12.24,1.45,2,0
187.0,17,car,2013.25,10881.71,16.03,0.63,1251954788#12_0,1251954788#12,308.98,1998.3,0.0,62,12.24,1.45,1,0
187.0,18,motorcycle,3017.87,10061.82,16.6,0.04,24238080#0_0,24238080#0,62.83,1700.82,0.0,62,12.24,1.45,1,0
187.0,19,car,5009.23,8578.46,15.54,-0.05,151676283#1_0,151676283#1,267.79,1854.35,0.0,62,12.24,1.45,2,0
187.0,2,car,4935.83,12531.59,15.65,-0.89,28709481#4_1,28709481#4,95.06,2136.19,0.0,62,12.24,1.45,1,0
187.0,20,motorcycle,3569.41,9177.39,0.0,-0.0,1110190684#0_0,1110190684#0,174.29,959.74,5.0,62,12.24,1.45,1,1
187.0,21,motorcycle,7823.64,13039.77,16.64,0.86,122912057#34_0,122912057#34,258.99,1282.3,0.0,62,12.24,1.45,1,0
187.0,22,car,2584.53,7529.65,13.45,-0.21,40696222_0,40696222,330.98,1257.8,0.0,62,12.24,1.45,1,0
187.0,23,car,7647.14,11065.66,7.99,-4.5,-92426565#3_0,-92426565#3,179.71,1510.05,0.0,62,12.24,1.45,1,0
187.0,24,truck,3681.01,8598.14,6.58,1.25,:11494185467_1_0,:11494185467_1,183.49,905.84,0.0,62,12.24,1.45,1,0
187.0,25,car,2921.5,9942.64,12.72,1.33,1376039861_0,1376039861,137.33,1153.03,0.0,62,12.24,1.45,1,0
187.0,26,car,4930.47,8575.42,16.37,0.38,151676283#1_0,151676283#1,267.79,1598.89,0.0,62,12.24,1.45,2,0
187.0,27,car,2275.19,10689.05,16.52,0.42,1251954786#5_0,1251954786#5,130.81,1290.43,0.0,62,12.24,1.45,2,0
187.0,28,motorcycle,4827.33,7200.62,16.18,0.43,735373204#1_0,735373204#1,274.5,1320.4,0.0,62,12.24,1.45,1,0
187.0,29,car,7332.1,12582.17,7.65,0.51,323037942#0_0,323037942#0,182.16,1337.6,0.0,62,12.24,1.45,1,0
187.0,3,car,2240.84,8075.68,13.88,-0.06,464465165#0_0,464465165#0,328.86,2211.8,0.0,62,12.24,1.45,1,0
187.0,30,motorcycle,7572.78,12778.1,12.02,0.26,:1371947641_1_0,:1371947641_1,209.36,1449.18,0.0,62,12.24,1.45,1,0
187.0,31,motorcycle,2591.86,10394.83,15.77,-0.11,1124616640#7_0,1124616640#7,332.58,1349.24,0.0,62,12.24,1.45,1,0
187.0,32,car,6833.88,12409.13,16.39,-0.23,431532857#5_0,431532857#5,281.4,1068.18,0.0,62,12.24,1.45,1,0
187.0,33,truck,5299.42,12965.41,13.3,-0.24,40542208#12_0,40542208#12,179.02,1022.79,0.0,62,12.24,1.45,1,0
187.0,34,car,2145.83,8661.07,7.82,-0.55,:cluster_10091816498_11896408350_11896408351_11896408352_#2more_10_0,:cluster_10091816498_11896408350_11896408351_11896408352_#2more_10,50.91,791.89,0.0,62,12.24,1.45,1,0
187.0,35,car,2241.91,8900.55,0.0,0.0,1290479888#1_2,1290479888#1,110.48,990.87,11.0,62,12.24,1.45,1,1
187.0,36,motorcycle,1980.94,11978.64,7.42,-0.67,:2228056118_16_0,:2228056118_16,173.22,986.48,0.0,62,12.24,1.45,1,0
187.0,37,car,2037.18,11053.27,16.29,0.65,:cluster_2228225869_3740962135_1_0,:cluster_2228225869_3740962135_1,207.58,1062.41,0.0,62,12.24,1.45,1,0
187.0,38,motorcycle,7163.7,12574.44,14.55,1.22,323046075_0,323046075,269.4,1019.07,0.0,62,12.24,1.45,1,0
187.0,39,car,4450.07,12884.66,0.0,0.0,1151689080#0_0,1151689080#0,82.21,550.45,19.0,62,12.24,1.45,1,1
187.0,4,motorcycle,2435.33,9378.62,15.44,2.17,111814615#0_0,111814615#0,21.06,1865.52,0.0,62,12.24,1.45,1,0
187.0,40,motorcycle,3514.17,9347.76,14.97,-0.06,133903616#15_1,133903616#15,141.27,763.27,0.0,62,12.24,1.45,1,0
187.0,41,car,2351.89,10627.06,16.44,0.67,1251954786#5_1,1251954786#5,130.81,765.19,0.0,62,12.24,1.45,2,0
187.0,42,car,3400.42,8565.23,6.64,2.05,:cluster_3239004162_3801692755_15_0,:cluster_3239004162_3801692755_15,318.8,664.58,0.0,62,12.24,1.45,1,0
187.0,43,car,3252.75,8525.98,16.15,0.55,631197944#4_1,631197944#4,259.35,689.54,0.0,62,12.24,1.45,1,0
187.0,44,car,2997.88,11159.52,15.71,-0.39,-1228807286#4_0,-1228807286#4,329.74,506.59,0.0,62,12.24,1.45,1,0
187.0,45,car,4006.16,13194.76,15.43,-0.04,364688017#2_1,364688017#2,140.44,721.05,0.0,62,12.24,1.45,1,0
187.0,46,car,5275.53,12546.05,16.48,0.84,40542208#20_0,40542208#20,184.37,469.03,0.0,62,12.24,1.45,1,0
187.0,47,car,2117.32,10812.89,16.54,0.04,1251954786#2_0,1251954786#2,125.78,472.15,0.0,62,12.24,1.45,1,0
187.0,48,car,8317.74,11258.11,13.68,-0.0,-1429653192_0,-1429653192,277.95,477.95,0.0,62,12.24,1.45,1,0
187.0,49,car,2528.88,10459.76,16.02,1.27,1124616640#8_1,1124616640#8,309.32,583.68,0.0,62,12.24,1.45,1,0
187.0,5,car,2918.09,7419.39,7.86,-4.46,678335364#0_0,678335364#0,309.58,1931.37,0.0,62,12.24,1.45,1,0
187.0,50,car,6688.45,13248.63,14.11,1.7,799709628#0_0,799709628#0,147.8,465.01,0.0,62,12.24,1.45,1,0
187.0,51,car,4464.17,12778.32,9.15,0.21,1286537540_1,1286537540,176.8,368.08,0.0,62,12.24,1.45,1,0
187.0,52,car,1750.75,7331.9,14.94,-0.21,28103474#10_0,28103474#10,9.61,366.07,0.0,62,12.24,1.45,1,0
187.0,53,truck,6909.5,12549.25,12.83,0.09,302944319#1_0,302944319#1,91.59,223.91,0.0,62,12.24,1.45,1,0
187.0,54,car,1958.19,11725.43,16.11,-0.3,-487959500#11_0,-487959500#11,115.58,271.54,0.0,62,12.24,1.45,1,0
187.0,55,car,3984.88,7920.88,3.46,-4.19,-112462014#0_0,-112462014#0,116.43,244.05,0.0,62,12.24,1.45,1,0
187.0,56,car,2040.79,10144.06,16.63,0.13,1357130528#8_0,1357130528#8,28.71,289.52,0.0,62,12.24,1.45,1,0
187.0,57,motorcycle,1757.45,7984.8,7.18,1.45,:3161221570_13_0,:3161221570_13,45.67,161.47,0.0,62,12.24,1.45,1,0
187.0,58,car,6628.07,12548.55,6.38,0.5,-1102852342_0,-1102852342,93.2,117.44,0.0,62,12.24,1.45,1,0
187.0,59,car,4073.66,12330.18,16.2,-0.01,-105202415#0_0,-105202415#0,95.3,143.68,0.0,62,12.24,1.45,1,0
187.0,6,bus,4259.45,8522.87,13.64,1.03,839092205_1,839092205,290.25,2007.96,0.0,62,12.24,1.45,2,0
187.0,60,emergency,1825.94,8056.86,10.91,3.07,:10091819737_6_0,:10091819737_6,118.79,50.83,0.0,62,12.24,1.45,1,0
187.0,61,car,4965.12,12730.73,5.02,-4.18,40882221#0_0,40882221#0,100.76,26.35,0.0,62,12.24,1.45,1,0
