timestamp,vehicle_id,vehicle_type,application,selected_channel,confidence,spatial_attention,temporal_attention,freq_attention,app_attention,throughput_mbps,latency_ms,pdr,sinr_db,reward
159.0,16,car,cooperative_awareness,3,0.18,0.267,0.24,0.257,0.236,3.076,11.09,0.0176,-9.49,-0.1065
159.0,17,car,cooperative_awareness,3,0.175,0.253,0.253,0.271,0.222,0.116,44.34,0.0001,-23.96,-0.2485
159.0,18,motorcycle,cooperative_awareness,3,0.174,0.252,0.252,0.273,0.224,74.632,9.84,0.9574,10.89,0.5185
159.0,19,car,cooperative_awareness,3,0.172,0.252,0.232,0.284,0.233,5.108,10.57,0.0393,-7.13,-0.1079
159.0,2,car,cooperative_awareness,3,0.176,0.246,0.241,0.257,0.256,3.527,10.92,0.0219,-8.86,-0.0883
159.0,20,motorcycle,cooperative_awareness,3,0.174,0.248,0.254,0.274,0.225,5.365,10.53,0.0425,-6.9,-0.065
159.0,21,motorcycle,cooperative_awareness,3,0.176,0.252,0.243,0.264,0.241,0.208,29.05,0.0003,-21.41,-0.2048
159.0,22,car,cooperative_awareness,3,0.174,0.241,0.256,0.276,0.226,20.087,9.98,0.3338,0.03,0.0846
159.0,23,car,cooperative_awareness,3,0.175,0.243,0.238,0.261,0.259,0.071,66.37,0.0,-26.1,-0.3034
159.0,24,truck,cooperative_awareness,3,0.174,0.241,0.244,0.269,0.246,2.569,11.34,0.0133,-10.31,-0.1026
159.0,25,car,cooperative_awareness,1,0.172,0.255,0.214,0.277,0.254,101.729,0.49,1.0,30.62,0.7956
159.0,26,car,cooperative_awareness,3,0.174,0.246,0.25,0.277,0.227,21.195,9.97,0.3597,0.35,0.0931
159.0,27,car,cooperative_awareness,3,0.175,0.25,0.245,0.264,0.242,32.249,9.91,0.5979,3.13,0.2307
159.0,28,motorcycle,cooperative_awareness,3,0.174,0.24,0.258,0.276,0.226,0.009,478.29,0.0,-35.29,-0.3904
159.0,29,car,cooperative_awareness,3,0.175,0.254,0.235,0.267,0.244,1.703,12.13,0.007,-12.16,-0.1261
159.0,3,car,cooperative_awareness,3,0.178,0.266,0.22,0.258,0.256,267.78,9.8,1.0,40.3,1.0327
159.0,30,motorcycle,cooperative_awareness,3,0.176,0.251,0.245,0.263,0.241,0.096,51.36,0.0001,-24.76,-0.2706
159.0,31,motorcycle,cooperative_awareness,3,0.175,0.251,0.254,0.272,0.223,86.26,9.83,0.9774,12.76,0.5731
159.0,32,car,cooperative_awareness,3,0.176,0.244,0.242,0.258,0.256,1.33,12.8,0.0048,-13.26,-0.1266
159.0,33,truck,cooperative_awareness,3,0.176,0.254,0.24,0.264,0.242,0.06,76.3,0.0,-26.81,-0.3269
159.0,34,car,cooperative_awareness,3,0.173,0.246,0.231,0.273,0.25,0.3,23.13,0.0005,-19.81,-0.1846
159.0,35,car,cooperative_awareness,1,0.182,0.225,0.233,0.248,0.294,0.685,6.29,0.005,-13.13,-0.0831
159.0,36,motorcycle,cooperative_awareness,3,0.174,0.26,0.228,0.267,0.245,0.021,204.53,0.0,-31.47,-0.3903
159.0,37,car,cooperative_awareness,3,0.176,0.251,0.244,0.263,0.241,0.067,69.46,0.0,-26.33,-0.3108
159.0,38,motorcycle,cooperative_awareness,3,0.176,0.249,0.246,0.263,0.241,8.297,10.27,0.0854,-4.77,-0.0341
159.0,39,car,cooperative_awareness,1,0.182,0.235,0.23,0.245,0.291,0.146,27.79,0.0005,-19.92,-0.1632
159.0,4,motorcycle,cooperative_awareness,1,0.172,0.253,0.216,0.277,0.254,0.354,11.74,0.0018,-16.05,-0.1123
159.0,40,motorcycle,cooperative_awareness,3,0.172,0.255,0.236,0.28,0.23,0.146,37.15,0.0002,-22.94,-0.2344
159.0,41,car,cooperative_awareness,3,0.174,0.253,0.235,0.267,0.245,5.285,10.54,0.0415,-6.97,-0.1034
159.0,42,car,cooperative_awareness,3,0.173,0.247,0.248,0.277,0.227,0.098,50.47,0.0001,-24.67,-0.2699
159.0,43,car,cooperative_awareness,1,0.182,0.224,0.225,0.252,0.299,0.212,19.29,0.0008,-18.29,-0.1378
159.0,44,car,cooperative_awareness,3,0.174,0.251,0.235,0.268,0.246,0.039,112.45,0.0,-28.69,-0.3837
159.0,45,car,cooperative_awareness,3,0.176,0.26,0.252,0.268,0.22,0.062,74.19,0.0,-26.67,-0.3219
159.0,46,car,cooperative_awareness,3,0.175,0.253,0.237,0.266,0.244,0.276,24.27,0.0004,-20.17,-0.1888
159.0,47,car,cooperative_awareness,3,0.173,0.26,0.24,0.275,0.225,7.16,10.34,0.0675,-5.5,-0.0553
159.0,48,car,cooperative_awareness,3,0.174,0.256,0.246,0.273,0.224,0.098,50.71,0.0001,-24.69,-0.2649
159.0,49,car,cooperative_awareness,1,0.176,0.241,0.241,0.26,0.258,0.026,153.12,0.0,-27.4,-0.3456
159.0,5,car,cooperative_awareness,3,0.175,0.234,0.252,0.268,0.246,0.199,29.91,0.0003,-21.6,-0.2075
159.0,50,car,cooperative_awareness,3,0.175,0.259,0.248,0.271,0.222,0.011,370.46,0.0,-34.15,-0.3904
159.0,51,car,cooperative_awareness,1,0.175,0.252,0.221,0.264,0.263,1.245,3.66,0.0126,-10.45,-0.0601
159.0,52,car,cooperative_awareness,3,0.172,0.248,0.239,0.282,0.231,0.025,169.68,0.0,-30.62,-0.3903
159.0,6,bus,cooperative_awareness,3,0.179,0.276,0.24,0.266,0.218,0.044,100.24,0.0,-28.14,-0.4002
159.0,7,car,cooperative_awareness,3,0.179,0.267,0.236,0.259,0.238,0.003,1396.15,0.0,-56.05,-0.4264
159.0,8,car,cooperative_awareness,1,0.172,0.251,0.215,0.279,0.255,1.22,3.73,0.0123,-10.54,-0.0608
159.0,9,car,cooperative_awareness,3,0.175,0.255,0.253,0.27,0.222,8.662,10.25,0.0915,-4.56,-0.0626
160.0,0,car,cooperative_awareness,3,0.179,0.259,0.23,0.263,0.249,4.263,7.48,0.0295,-7.98,-0.0693
160.0,1,car,cooperative_awareness,3,0.178,0.262,0.222,0.265,0.251,0.159,31.65,0.0002,-22.57,-0.2155
160.0,10,car,cooperative_awareness,1,0.172,0.246,0.225,0.282,0.247,0.001,2774.47,0.0,-50.24,-0.367
160.0,11,car,cooperative_awareness,3,0.178,0.27,0.244,0.273,0.213,3.643,7.64,0.023,-8.71,-0.0756
160.0,13,car,cooperative_awareness,3,0.174,0.247,0.251,0.282,0.221,0.015,272.46,0.0,-32.83,-0.383
160.0,14,car,cooperative_awareness,3,0.175,0.245,0.242,0.273,0.239,12.306,6.87,0.1598,-2.74,-0.0026
160.0,15,car,cooperative_awareness,3,0.173,0.241,0.252,0.285,0.223,0.125,38.59,0.0001,-23.63,-0.2279
160.0,16,car,cooperative_awareness,3,0.179,0.264,0.237,0.266,0.233,2.928,7.91,0.0163,-9.71,-0.091
160.0,17,car,cooperative_awareness,3,0.183,0.228,0.228,0.255,0.289,2.653,8.05,0.014,-10.16,-0.0878
160.0,18,motorcycle,cooperative_awareness,3,0.174,0.242,0.244,0.275,0.24,56.864,6.61,0.8877,7.91,0.4386
160.0,19,car,cooperative_awareness,1,0.172,0.241,0.226,0.284,0.249,128.999,1.76,1.0,38.83,0.8665
160.0,2,car,cooperative_awareness,3,0.175,0.248,0.241,0.273,0.238,0.517,14.29,0.0011,-17.43,-0.1557
160.0,20,motorcycle,cooperative_awareness,3,0.174,0.239,0.244,0.276,0.241,0.293,20.21,0.0005,-19.92,-0.1728
160.0,21,motorcycle,cooperative_awareness,3,0.175,0.248,0.242,0.272,0.238,0.262,21.81,0.0004,-20.4,-0.1777
160.0,22,car,cooperative_awareness,3,0.173,0.238,0.254,0.285,0.223,203.699,6.56,1.0,30.66,1.0539
160.0,23,car,cooperative_awareness,3,0.174,0.245,0.24,0.275,0.241,0.084,53.9,0.0001,-25.33,-0.2672
160.0,24,truck,cooperative_awareness,3,0.174,0.237,0.241,0.278,0.243,0.676,12.46,0.0017,-16.25,-0.1365
160.0,25,car,cooperative_awareness,1,0.182,0.234,0.196,0.267,0.302,93.103,1.77,0.9999,28.02,0.7488
160.0,26,car,cooperative_awareness,3,0.173,0.241,0.252,0.284,0.222,233.857,6.56,1.0,35.2,1.0489
160.0,27,car,cooperative_awareness,1,0.183,0.23,0.227,0.255,0.288,76.281,1.78,0.9993,22.94,0.6563
160.0,28,motorcycle,cooperative_awareness,3,0.173,0.237,0.255,0.285,0.223,0.042,101.25,0.0,-28.34,-0.3746
160.0,29,car,cooperative_awareness,3,0.174,0.249,0.235,0.275,0.24,1.445,9.31,0.0054,-12.89,-0.1152
160.0,3,car,cooperative_awareness,3,0.177,0.267,0.225,0.271,0.237,300.589,6.55,1.0,45.24,1.0507
160.0,30,motorcycle,cooperative_awareness,3,0.174,0.255,0.246,0.28,0.219,4.516,7.43,0.0323,-7.71,-0.0616
160.0,31,motorcycle,cooperative_awareness,3,0.174,0.242,0.242,0.275,0.24,4.782,7.38,0.0354,-7.44,-0.1014
160.0,32,car,cooperative_awareness,3,0.175,0.246,0.242,0.273,0.239,14.584,6.82,0.208,-1.82,0.0606
160.0,33,truck,cooperative_awareness,3,0.174,0.257,0.242,0.281,0.22,0.052,83.69,0.0,-27.45,-0.3375
160.0,34,car,cooperative_awareness,3,0.171,0.25,0.234,0.29,0.227,1.387,9.43,0.0051,-13.08,-0.1113
160.0,35,car,cooperative_awareness,1,0.183,0.223,0.228,0.257,0.291,0.222,19.73,0.0009,-18.09,-0.1459
160.0,36,motorcycle,cooperative_awareness,1,0.174,0.255,0.23,0.275,0.24,0.006,702.85,0.0,-34.03,-0.367
160.0,37,car,cooperative_awareness,3,0.174,0.253,0.249,0.279,0.218,0.213,25.29,0.0003,-21.29,-0.1893
160.0,38,motorcycle,cooperative_awareness,3,0.175,0.247,0.24,0.273,0.239,3.727,7.62,0.0238,-8.61,-0.0765
160.0,39,car,cooperative_awareness,3,0.175,0.249,0.242,0.272,0.238,3.053,7.85,0.0174,-9.52,-0.0857
160.0,4,motorcycle,cooperative_awareness,1,0.173,0.25,0.211,0.287,0.251,0.005,785.37,0.0,-34.51,-0.3744
160.0,40,motorcycle,cooperative_awareness,1,0.173,0.243,0.233,0.28,0.244,1.648,4.16,0.0196,-9.17,-0.0594
160.0,41,car,cooperative_awareness,3,0.173,0.254,0.243,0.282,0.221,241.355,6.56,1.0,36.33,1.0539
160.0,42,car,cooperative_awareness,1,0.176,0.233,0.233,0.274,0.26,3.163,3.0,0.0554,-6.11,-0.0247
160.0,43,car,cooperative_awareness,3,0.172,0.243,0.245,0.287,0.225,0.518,14.27,0.0011,-17.42,-0.1493
160.0,44,car,cooperative_awareness,3,0.173,0.254,0.238,0.285,0.223,0.073,61.29,0.0,-25.96,-0.2852
160.0,45,car,cooperative_awareness,3,0.174,0.258,0.247,0.278,0.218,0.015,269.67,0.0,-32.78,-0.383
160.0,46,car,cooperative_awareness,1,0.173,0.253,0.224,0.279,0.244,0.11,38.15,0.0003,-21.17,-0.1987
160.0,47,car,cooperative_awareness,1,0.173,0.25,0.231,0.277,0.242,83.069,1.78,0.9997,24.99,0.6968
160.0,48,car,cooperative_awareness,1,0.176,0.242,0.232,0.27,0.256,0.005,854.67,0.0,-34.88,-0.367
160.0,49,car,cooperative_awareness,1,0.183,0.226,0.229,0.256,0.29,0.286,15.74,0.0013,-16.99,-0.1321
160.0,5,car,cooperative_awareness,3,0.174,0.231,0.248,0.278,0.243,0.211,25.54,0.0003,-21.35,-0.1901
160.0,50,car,cooperative_awareness,1,0.176,0.245,0.231,0.269,0.255,0.024,168.4,0.0,-27.79,-0.3559
160.0,51,car,cooperative_awareness,3,0.172,0.261,0.229,0.286,0.224,36.068,6.65,0.6653,3.96,0.3096
160.0,52,car,cooperative_awareness,1,0.173,0.24,0.223,0.286,0.25,0.002,2221.65,0.0,-39.03,-0.367
160.0,53,truck,cooperative_awareness,1,0.173,0.257,0.21,0.284,0.249,7.331,2.28,0.2097,-1.79,0.0649
160.0,6,bus,cooperative_awareness,3,0.178,0.266,0.232,0.268,0.234,0.333,18.55,0.0006,-19.35,-0.1738
160.0,7,car,cooperative_awareness,1,0.179,0.245,0.221,0.25,0.283,115.127,1.77,1.0,34.66,0.8248
160.0,8,car,cooperative_awareness,1,0.175,0.243,0.208,0.282,0.268,0.053,76.78,0.0001,-24.32,-0.292
160.0,9,car,cooperative_awareness,3,0.174,0.251,0.25,0.28,0.219,52.499,6.62,0.8578,7.13,0.4109
161.0,0,car,cooperative_awareness,3,0.18,0.266,0.237,0.26,0.236,2.796,7.97,0.0152,-9.92,-0.0879
161.0,1,car,cooperative_awareness,3,0.179,0.264,0.225,0.258,0.253,0.952,10.74,0.0028,-14.74,-0.1321
161.0,10,car,cooperative_awareness,1,0.175,0.242,0.226,0.268,0.264,0.001,2774.1,0.0,-49.39,-0.3651
161.0,11,car,cooperative_awareness,3,0.179,0.273,0.246,0.266,0.216,0.317,19.16,0.0005,-19.57,-0.1786
161.0,13,car,cooperative_awareness,3,0.175,0.243,0.247,0.268,0.243,0.026,159.76,0.0,-30.43,-0.3829
161.0,14,car,cooperative_awareness,3,0.176,0.247,0.247,0.265,0.241,44.555,6.63,0.7828,5.66,0.3559
161.0,15,car,cooperative_awareness,3,0.174,0.242,0.257,0.276,0.224,0.085,53.63,0.0001,-25.3,-0.2697
161.0,16,car,cooperative_awareness,3,0.18,0.267,0.239,0.259,0.235,0.387,16.89,0.0007,-18.7,-0.1753
161.0,17,car,cooperative_awareness,1,0.176,0.241,0.242,0.261,0.256,0.104,39.75,0.0003,-21.4,-0.2012
161.0,18,motorcycle,cooperative_awareness,3,0.175,0.251,0.252,0.274,0.223,24.608,6.7,0.4383,1.29,0.1432
161.0,19,car,cooperative_awareness,1,0.175,0.237,0.229,0.269,0.265,116.693,1.4,1.0,35.13,0.8322
161.0,2,car,cooperative_awareness,1,0.182,0.234,0.227,0.248,0.291,0.736,6.8,0.0056,-12.81,-0.0886
161.0,20,motorcycle,cooperative_awareness,3,0.174,0.247,0.252,0.276,0.224,1.698,8.9,0.007,-12.17,-0.1043
161.0,21,motorcycle,cooperative_awareness,3,0.176,0.251,0.245,0.265,0.24,0.424,15.97,0.0008,-18.29,-0.1548
161.0,22,car,cooperative_awareness,1,0.182,0.219,0.232,0.253,0.297,98.208,1.41,0.9999,29.56,0.7745
161.0,23,car,cooperative_awareness,1,0.182,0.233,0.217,0.253,0.297,0.01,384.46,0.0,-31.4,-0.3651
161.0,24,truck,cooperative_awareness,3,0.174,0.246,0.25,0.278,0.226,16.542,6.78,0.2518,-1.11,0.0856
161.0,25,car,cooperative_awareness,1,0.172,0.254,0.213,0.279,0.253,0.936,5.64,0.0081,-11.74,-0.0794
161.0,26,car,cooperative_awareness,3,0.174,0.244,0.255,0.277,0.225,208.401,6.56,1.0,31.36,1.0539
161.0,27,car,cooperative_awareness,1,0.182,0.232,0.229,0.248,0.291,72.555,1.42,0.999,21.81,0.6466
161.0,28,motorcycle,cooperative_awareness,3,0.175,0.233,0.251,0.27,0.245,0.003,1392.91,0.0,-45.49,-0.383
161.0,29,car,cooperative_awareness,3,0.176,0.251,0.241,0.267,0.242,6.042,7.2,0.0514,-6.33,-0.0541
161.0,3,car,cooperative_awareness,3,0.179,0.251,0.217,0.245,0.288,257.533,6.56,1.0,38.76,1.0505
161.0,30,motorcycle,cooperative_awareness,3,0.176,0.25,0.246,0.265,0.24,1.476,9.25,0.0056,-12.8,-0.111
161.0,31,motorcycle,cooperative_awareness,3,0.175,0.244,0.247,0.267,0.242,40.837,6.64,0.7366,4.94,0.3127
161.0,32,car,cooperative_awareness,3,0.176,0.248,0.246,0.265,0.241,1.462,9.28,0.0055,-12.84,-0.1094
161.0,33,truck,cooperative_awareness,3,0.175,0.26,0.245,0.273,0.222,0.072,61.78,0.0,-26.0,-0.2863
161.0,34,car,cooperative_awareness,1,0.175,0.24,0.227,0.269,0.264,0.142,29.54,0.0004,-20.05,-0.1739
161.0,35,car,cooperative_awareness,3,0.175,0.242,0.246,0.269,0.244,0.033,127.0,0.0,-29.39,-0.3799
161.0,36,motorcycle,cooperative_awareness,4,0.175,0.262,0.245,0.272,0.221,0.021,192.02,0.0,-31.41,-0.3509
161.0,37,car,cooperative_awareness,2,0.176,0.25,0.245,0.265,0.24,0.119,33.73,0.0003,-20.83,-0.1721
161.0,38,motorcycle,cooperative_awareness,3,0.175,0.256,0.251,0.272,0.221,0.416,16.15,0.0008,-18.38,-0.1709
161.0,39,car,cooperative_awareness,3,0.175,0.258,0.25,0.272,0.221,0.461,15.22,0.0009,-17.93,-0.1514
161.0,4,motorcycle,cooperative_awareness,1,0.172,0.253,0.213,0.28,0.254,0.017,232.56,0.0,-29.21,-0.3611
161.0,40,motorcycle,cooperative_awareness,3,0.174,0.244,0.24,0.271,0.245,8.95,6.99,0.0964,-4.39,-0.0105
161.0,41,car,cooperative_awareness,3,0.175,0.248,0.245,0.266,0.241,199.549,6.56,0.9999,30.03,1.0525
161.0,42,car,cooperative_awareness,1,0.175,0.235,0.237,0.267,0.262,0.885,5.89,0.0074,-11.99,-0.0816
161.0,43,car,cooperative_awareness,3,0.174,0.24,0.24,0.273,0.247,0.333,18.57,0.0006,-19.36,-0.1672
161.0,44,car,cooperative_awareness,1,0.182,0.236,0.21,0.255,0.299,0.01,411.86,0.0,-31.7,-0.3651
161.0,45,car,cooperative_awareness,3,0.176,0.253,0.244,0.264,0.239,0.008,479.52,0.0,-35.33,-0.383
161.0,46,car,cooperative_awareness,3,0.175,0.254,0.232,0.27,0.244,0.723,12.08,0.0019,-15.96,-0.1341
161.0,47,car,cooperative_awareness,1,0.176,0.247,0.229,0.264,0.259,96.028,1.41,0.9999,28.9,0.7572
161.0,48,car,cooperative_awareness,1,0.181,0.235,0.215,0.253,0.297,0.001,2774.1,0.0,-46.54,-0.3651
161.0,49,car,cooperative_awareness,3,0.175,0.245,0.246,0.267,0.242,0.493,14.66,0.001,-17.64,-0.15
161.0,5,car,cooperative_awareness,3,0.174,0.241,0.255,0.278,0.226,0.744,11.92,0.0019,-15.83,-0.1331
161.0,50,car,cooperative_awareness,3,0.176,0.247,0.235,0.261,0.257,0.005,869.56,0.0,-37.94,-0.383
161.0,51,car,cooperative_awareness,3,0.174,0.255,0.23,0.27,0.245,18.318,6.76,0.2926,-0.52,0.1079
161.0,52,car,cooperative_awareness,3,0.172,0.248,0.236,0.285,0.231,0.018,232.07,0.0,-32.11,-0.3829
161.0,53,truck,cooperative_awareness,1,0.172,0.259,0.215,0.276,0.25,4.554,2.25,0.0992,-4.3,0.0073
161.0,6,bus,cooperative_awareness,3,0.179,0.268,0.234,0.261,0.237,0.161,31.43,0.0002,-22.53,-0.2226
161.0,7,car,cooperative_awareness,3,0.179,0.271,0.246,0.267,0.216,0.315,19.25,0.0005,-19.6,-0.1717
161.0,8,car,cooperative_awareness,1,0.172,0.25,0.214,0.281,0.255,0.358,12.54,0.0018,-16.0,-0.1185
161.0,9,car,cooperative_awareness,3,0.175,0.255,0.25,0.273,0.222,26.128,6.69,0.4723,1.68,0.171
162.0,0,car,cooperative_awareness,3,0.179,0.267,0.238,0.259,0.236,0.339,19.5,0.0006,-19.27,-0.1766
162.0,1,car,cooperative_awareness,4,0.178,0.27,0.229,0.262,0.239,5.357,0.75,0.0424,-6.9,-0.006
162.0,10,car,cooperative_awareness,3,0.173,0.253,0.241,0.278,0.228,0.003,1394.08,0.0,-55.55,-0.3858
162.0,11,car,cooperative_awareness,3,0.179,0.249,0.225,0.241,0.285,0.398,17.76,0.0007,-18.57,-0.1751
162.0,13,car,cooperative_awareness,3,0.174,0.249,0.254,0.273,0.223,0.005,891.78,0.0,-38.05,-0.3858
162.0,14,car,cooperative_awareness,1,0.176,0.243,0.24,0.26,0.257,111.806,1.08,1.0,33.66,0.8201
162.0,15,car,cooperative_awareness,1,0.182,0.221,0.231,0.251,0.296,0.022,185.31,0.0,-28.22,-0.3542
162.0,16,car,cooperative_awareness,3,0.18,0.261,0.236,0.253,0.25,0.212,26.57,0.0003,-21.32,-0.2077
162.0,17,car,cooperative_awareness,3,0.175,0.253,0.254,0.272,0.222,1.212,11.01,0.0041,-13.68,-0.1231
162.0,18,motorcycle,cooperative_awareness,3,0.174,0.251,0.251,0.274,0.224,15.634,7.97,0.2313,-1.43,0.0276
162.0,19,car,cooperative_awareness,1,0.182,0.224,0.223,0.253,0.299,113.568,1.08,1.0,34.19,0.8253
162.0,2,car,cooperative_awareness,1,0.176,0.245,0.241,0.258,0.255,5.723,1.75,0.1426,-3.13,0.0347
162.0,20,motorcycle,cooperative_awareness,3,0.174,0.248,0.253,0.275,0.225,0.376,18.35,0.0007,-18.82,-0.1666
162.0,21,motorcycle,cooperative_awareness,3,0.175,0.258,0.251,0.271,0.221,0.109,44.51,0.0001,-24.23,-0.2457
162.0,22,car,cooperative_awareness,1,0.175,0.23,0.246,0.264,0.261,103.103,1.09,1.0,31.03,0.7939
162.0,23,car,cooperative_awareness,3,0.173,0.257,0.239,0.277,0.226,0.01,393.27,0.0,-34.44,-0.3858
162.0,24,truck,cooperative_awareness,3,0.173,0.247,0.25,0.277,0.226,2.223,9.51,0.0106,-10.96,-0.0993
162.0,25,car,cooperative_awareness,1,0.172,0.255,0.213,0.278,0.254,6.544,1.66,0.176,-2.41,0.0527
162.0,26,car,cooperative_awareness,3,0.174,0.244,0.255,0.276,0.225,265.477,7.73,1.0,39.96,1.0487
162.0,27,car,cooperative_awareness,3,0.174,0.256,0.251,0.272,0.222,28.458,7.85,0.5224,2.26,0.195
162.0,28,motorcycle,cooperative_awareness,3,0.174,0.234,0.25,0.27,0.246,0.015,276.07,0.0,-32.87,-0.3858
162.0,29,car,cooperative_awareness,3,0.175,0.256,0.251,0.271,0.221,2.06,9.65,0.0094,-11.31,-0.1106
162.0,3,car,cooperative_awareness,3,0.178,0.274,0.242,0.266,0.218,230.792,7.73,1.0,34.74,1.0387
162.0,30,motorcycle,cooperative_awareness,3,0.176,0.251,0.244,0.264,0.241,0.035,120.68,0.0,-29.11,-0.3813
162.0,31,motorcycle,cooperative_awareness,3,0.175,0.245,0.246,0.266,0.243,7.476,8.25,0.0723,-5.29,-0.0747
162.0,32,car,cooperative_awareness,3,0.176,0.249,0.246,0.264,0.241,2.227,9.51,0.0106,-10.96,-0.0993
162.0,33,truck,cooperative_awareness,3,0.175,0.254,0.239,0.265,0.242,0.076,60.32,0.0,-25.79,-0.2852
162.0,34,car,cooperative_awareness,3,0.172,0.252,0.237,0.281,0.229,0.39,17.97,0.0007,-18.66,-0.1637
162.0,35,car,cooperative_awareness,3,0.175,0.242,0.247,0.267,0.244,0.038,113.5,0.0,-28.82,-0.3798
162.0,36,motorcycle,cooperative_awareness,3,0.175,0.26,0.251,0.269,0.22,0.014,294.14,0.0,-33.15,-0.3858
162.0,37,car,cooperative_awareness,3,0.175,0.25,0.245,0.264,0.241,2.461,9.34,0.0124,-10.5,-0.0953
162.0,38,motorcycle,cooperative_awareness,3,0.176,0.249,0.246,0.264,0.241,1.338,10.7,0.0048,-13.24,-0.1254
162.0,39,car,cooperative_awareness,3,0.176,0.251,0.246,0.263,0.24,0.138,36.72,0.0001,-23.2,-0.2248
162.0,4,motorcycle,cooperative_awareness,1,0.172,0.253,0.214,0.279,0.254,5.442,1.78,0.1317,-3.39,0.0287
162.0,40,motorcycle,cooperative_awareness,3,0.174,0.25,0.25,0.275,0.225,0.615,14.21,0.0015,-16.66,-0.1457
162.0,41,car,cooperative_awareness,3,0.175,0.255,0.253,0.271,0.222,68.037,7.77,0.939,9.81,0.5
162.0,42,car,cooperative_awareness,1,0.182,0.224,0.226,0.252,0.298,0.545,8.39,0.0035,-14.15,-0.0979
162.0,43,car,cooperative_awareness,1,0.175,0.235,0.236,0.266,0.263,0.112,36.84,0.0003,-21.09,-0.1919
162.0,44,car,cooperative_awareness,3,0.173,0.253,0.23,0.271,0.247,0.006,646.03,0.0,-36.63,-0.3858
162.0,45,car,cooperative_awareness,3,0.175,0.26,0.251,0.269,0.22,0.268,22.64,0.0004,-20.3,-0.1817
162.0,46,car,cooperative_awareness,1,0.182,0.237,0.218,0.25,0.295,0.13,31.86,0.0004,-20.44,-0.1786
162.0,47,car,cooperative_awareness,3,0.173,0.259,0.242,0.275,0.224,163.703,7.74,0.9996,24.62,0.9047
162.0,48,car,cooperative_awareness,1,0.181,0.238,0.207,0.255,0.301,0.013,297.51,0.0,-30.29,-0.3632
162.0,49,car,cooperative_awareness,3,0.174,0.252,0.253,0.273,0.223,0.014,302.89,0.0,-33.28,-0.3883
162.0,5,car,cooperative_awareness,1,0.175,0.229,0.247,0.264,0.261,0.029,137.64,0.0,-26.92,-0.3477
162.0,50,car,cooperative_awareness,3,0.175,0.26,0.246,0.272,0.222,0.022,193.7,0.0,-31.27,-0.3858
162.0,51,car,cooperative_awareness,3,0.174,0.261,0.24,0.274,0.224,4.945,8.52,0.0374,-7.28,-0.0614
162.0,52,car,cooperative_awareness,3,0.172,0.247,0.24,0.282,0.231,0.003,1394.08,0.0,-41.1,-0.3858
162.0,53,truck,cooperative_awareness,1,0.173,0.258,0.217,0.274,0.25,1.448,3.81,0.016,-9.76,-0.0597
162.0,6,bus,cooperative_awareness,3,0.178,0.275,0.241,0.266,0.218,0.127,39.33,0.0001,-23.57,-0.2423
162.0,7,car,cooperative_awareness,3,0.179,0.271,0.247,0.265,0.216,0.357,18.91,0.0006,-19.04,-0.1676
162.0,8,car,cooperative_awareness,1,0.175,0.245,0.21,0.274,0.271,0.014,280.5,0.0,-30.03,-0.3632
162.0,9,car,cooperative_awareness,3,0.175,0.248,0.246,0.265,0.241,213.351,7.73,1.0,32.11,1.0487
163.0,0,car,cooperative_awareness,3,0.179,0.265,0.237,0.262,0.235,1.286,8.71,0.0045,-13.41,-0.113
163.0,1,car,cooperative_awareness,1,0.179,0.251,0.214,0.247,0.287,9.127,2.3,0.2911,-0.54,0.1026
163.0,10,car,cooperative_awareness,3,0.174,0.243,0.239,0.273,0.245,0.003,1391.97,0.0,-41.73,-0.3805
163.0,11,car,cooperative_awareness,3,0.179,0.272,0.245,0.268,0.215,0.468,14.14,0.001,-17.86,-0.1495
163.0,13,car,cooperative_awareness,3,0.175,0.242,0.247,0.27,0.242,0.023,183.0,0.0,-31.07,-0.3805
163.0,14,car,cooperative_awareness,1,0.176,0.241,0.241,0.262,0.255,24.163,2.02,0.8221,6.37,0.3389
163.0,15,car,cooperative_awareness,3,0.175,0.236,0.248,0.272,0.244,1.638,8.05,0.0066,-12.34,-0.1011
163.0,16,car,cooperative_awareness,3,0.18,0.261,0.234,0.256,0.249,0.88,10.15,0.0025,-15.09,-0.1319
163.0,17,car,cooperative_awareness,3,0.175,0.246,0.246,0.268,0.24,0.761,10.86,0.002,-15.73,-0.1279
163.0,18,motorcycle,cooperative_awareness,3,0.175,0.243,0.245,0.27,0.242,6.572,6.21,0.0588,-5.92,-0.0716
163.0,19,car,cooperative_awareness,1,0.175,0.234,0.237,0.268,0.261,4.728,2.7,0.1053,-4.11,-0.0266
163.0,2,car,cooperative_awareness,1,0.183,0.233,0.228,0.249,0.29,4.309,2.79,0.0908,-4.58,-0.0043
163.0,20,motorcycle,cooperative_awareness,3,0.174,0.246,0.255,0.277,0.223,3.24,6.84,0.0191,-9.25,-0.082
163.0,21,motorcycle,cooperative_awareness,3,0.176,0.25,0.243,0.267,0.24,0.072,60.92,0.0,-26.0,-0.2822
163.0,22,car,cooperative_awareness,1,0.182,0.218,0.231,0.255,0.296,89.037,1.9,0.9998,26.79,0.7296
163.0,23,car,cooperative_awareness,3,0.174,0.248,0.235,0.272,0.244,0.007,620.54,0.0,-36.47,-0.3805
