timestamp,vehicle_id,vehicle_type,application,selected_channel,confidence,spatial_attention,temporal_attention,freq_attention,app_attention,throughput_mbps,latency_ms,pdr,sinr_db,reward
1.0,0,car,cooperative_awareness,3,0.175,0.245,0.253,0.234,0.268,171.599,15.02,0.9998,25.82,0.9138
2.0,0,car,cooperative_awareness,1,0.174,0.235,0.242,0.287,0.236,100.393,15.04,0.9999,30.22,0.7211
3.0,0,car,cooperative_awareness,3,0.178,0.252,0.256,0.265,0.227,211.949,15.02,1.0,31.9,1.02
4.0,0,car,cooperative_awareness,1,0.174,0.235,0.242,0.287,0.236,0.001,2787.74,0.0,-53.5,-0.4
4.0,1,car,cooperative_awareness,1,0.173,0.228,0.239,0.293,0.241,0.001,2787.74,0.0,-51.17,-0.4
5.0,0,car,cooperative_awareness,3,0.179,0.245,0.251,0.258,0.246,0.003,1401.37,0.0,-48.48,-0.4
5.0,1,car,cooperative_awareness,3,0.178,0.232,0.246,0.256,0.266,0.003,1401.37,0.0,-51.0,-0.4
6.0,0,car,cooperative_awareness,1,0.183,0.22,0.225,0.269,0.287,0.001,2787.74,0.0,-41.63,-0.4
6.0,1,car,cooperative_awareness,1,0.176,0.223,0.236,0.286,0.255,0.001,2787.74,0.0,-60.0,-0.4
7.0,0,car,cooperative_awareness,3,0.178,0.251,0.257,0.265,0.227,0.003,1393.04,0.0,-49.75,-0.3833
7.0,1,car,cooperative_awareness,1,0.179,0.221,0.234,0.244,0.302,0.001,2774.4,0.0,-49.79,-0.3666
7.0,2,car,cooperative_awareness,3,0.177,0.257,0.223,0.255,0.265,0.003,1393.05,0.0,-58.06,-0.3833
8.0,0,car,cooperative_awareness,1,0.182,0.225,0.23,0.251,0.294,0.001,2787.74,0.0,-48.81,-0.4
8.0,1,car,cooperative_awareness,1,0.182,0.218,0.23,0.254,0.298,0.001,2787.74,0.0,-58.33,-0.4
8.0,2,car,cooperative_awareness,1,0.176,0.253,0.221,0.265,0.26,0.001,2787.74,0.0,-60.0,-0.4
9.0,0,car,cooperative_awareness,2,0.18,0.228,0.233,0.241,0.298,0.002,2399.91,0.0,-39.37,-0.3666
9.0,1,car,cooperative_awareness,3,0.177,0.244,0.257,0.269,0.23,0.003,1393.04,0.0,-46.84,-0.3833
9.0,2,car,cooperative_awareness,3,0.177,0.269,0.235,0.267,0.229,0.003,1393.05,0.0,-60.0,-0.3833
10.0,0,car,cooperative_awareness,1,0.185,0.225,0.232,0.249,0.294,0.001,2787.73,0.0,-60.0,-0.4
10.0,1,car,cooperative_awareness,1,0.175,0.234,0.247,0.271,0.247,0.059,82.31,0.0001,-23.84,-0.3336
10.0,2,car,cooperative_awareness,1,0.178,0.254,0.222,0.263,0.261,0.001,2787.75,0.0,-60.0,-0.4
10.0,3,car,cooperative_awareness,1,0.178,0.231,0.237,0.267,0.264,0.004,1001.59,0.0,-35.51,-0.4
11.0,0,car,cooperative_awareness,3,0.178,0.245,0.25,0.258,0.247,0.003,1394.81,0.0,-42.17,-0.3875
11.0,1,car,cooperative_awareness,1,0.179,0.221,0.232,0.244,0.303,0.002,2174.74,0.0,-38.94,-0.3625
11.0,2,car,cooperative_awareness,3,0.178,0.257,0.223,0.255,0.265,0.003,1394.82,0.0,-60.0,-0.3875
11.0,3,car,cooperative_awareness,3,0.176,0.246,0.25,0.271,0.232,0.167,32.39,0.0002,-22.36,-0.2135
12.0,0,car,cooperative_awareness,1,0.176,0.235,0.241,0.267,0.257,0.001,2781.17,0.0,-55.62,-0.3875
12.0,1,car,cooperative_awareness,3,0.174,0.233,0.245,0.277,0.245,0.003,1387.3,0.0,-45.51,-0.3625
12.0,2,car,cooperative_awareness,1,0.176,0.252,0.22,0.269,0.259,0.001,2781.18,0.0,-58.94,-0.3875
12.0,3,car,cooperative_awareness,1,0.175,0.23,0.234,0.274,0.263,0.007,612.73,0.0,-33.38,-0.3875
13.0,0,car,cooperative_awareness,3,0.177,0.252,0.259,0.262,0.227,11.887,15.34,0.1513,-2.93,-0.0067
13.0,1,car,cooperative_awareness,3,0.176,0.245,0.258,0.266,0.231,0.096,56.81,0.0001,-24.79,-0.2872
13.0,2,car,cooperative_awareness,3,0.176,0.258,0.226,0.252,0.265,0.003,1401.38,0.0,-60.0,-0.4
13.0,3,car,cooperative_awareness,3,0.176,0.24,0.245,0.261,0.253,0.017,248.05,0.0,-32.25,-0.3999
13.0,4,motorcycle,cooperative_awareness,3,0.176,0.248,0.241,0.26,0.252,3.687,16.09,0.0234,-8.65,-0.1115
14.0,0,car,cooperative_awareness,1,0.174,0.235,0.241,0.288,0.237,0.389,19.88,0.0021,-15.63,-0.156
14.0,1,car,cooperative_awareness,3,0.172,0.234,0.245,0.3,0.221,0.157,26.08,0.0002,-22.63,-0.1748
14.0,2,car,cooperative_awareness,1,0.174,0.252,0.218,0.29,0.239,0.001,2782.35,0.0,-60.0,-0.39
14.0,3,car,cooperative_awareness,1,0.173,0.23,0.234,0.294,0.242,0.095,51.73,0.0002,-21.8,-0.2521
14.0,4,motorcycle,cooperative_awareness,1,0.174,0.237,0.23,0.292,0.24,1.066,13.35,0.0099,-11.15,-0.1171
15.0,0,car,cooperative_awareness,3,0.177,0.246,0.251,0.255,0.248,3.289,16.22,0.0196,-9.18,-0.1228
15.0,1,car,cooperative_awareness,3,0.177,0.239,0.251,0.259,0.252,0.028,160.3,0.0,-30.2,-0.3999
15.0,2,car,cooperative_awareness,3,0.176,0.271,0.234,0.265,0.23,0.003,1401.38,0.0,-46.79,-0.4
15.0,3,car,cooperative_awareness,3,0.176,0.24,0.245,0.261,0.253,2.383,16.68,0.0118,-10.65,-0.1253
15.0,4,motorcycle,cooperative_awareness,3,0.175,0.251,0.231,0.263,0.255,1.941,17.06,0.0086,-11.57,-0.1346
16.0,0,car,cooperative_awareness,3,0.172,0.241,0.246,0.296,0.218,3.669,2.76,0.0233,-8.68,-0.0464
16.0,1,car,cooperative_awareness,3,0.172,0.233,0.247,0.299,0.22,0.076,54.15,0.0001,-25.78,-0.2536
16.0,2,car,cooperative_awareness,1,0.177,0.247,0.215,0.284,0.254,0.001,2779.41,0.0,-60.0,-0.3833
16.0,3,car,cooperative_awareness,1,0.176,0.225,0.229,0.289,0.257,0.052,83.74,0.0001,-24.43,-0.3228
16.0,4,motorcycle,cooperative_awareness,1,0.173,0.241,0.217,0.297,0.245,0.067,66.69,0.0001,-23.34,-0.2832
16.0,5,car,cooperative_awareness,1,0.173,0.23,0.23,0.296,0.244,0.011,359.36,0.0,-31.04,-0.3833
17.0,0,car,cooperative_awareness,3,0.176,0.252,0.257,0.264,0.227,1.429,13.22,0.0053,-12.94,-0.1266
17.0,1,car,cooperative_awareness,3,0.175,0.245,0.256,0.268,0.231,0.016,252.86,0.0,-32.43,-0.3916
17.0,2,car,cooperative_awareness,3,0.176,0.263,0.229,0.259,0.249,0.003,1396.8,0.0,-52.83,-0.3916
17.0,3,car,cooperative_awareness,4,0.174,0.247,0.25,0.27,0.233,0.102,39.64,0.0001,-24.51,-0.2098
17.0,4,motorcycle,cooperative_awareness,3,0.173,0.258,0.236,0.272,0.234,17.213,10.65,0.2671,-0.88,0.075
17.0,5,car,cooperative_awareness,3,0.175,0.241,0.239,0.265,0.255,0.041,107.81,0.0,-28.46,-0.3866
18.0,0,car,cooperative_awareness,1,0.173,0.241,0.24,0.274,0.244,1.354,9.62,0.0144,-10.07,-0.0938
18.0,1,car,cooperative_awareness,1,0.172,0.236,0.235,0.28,0.249,0.17,30.14,0.0006,-19.25,-0.1892
18.0,2,car,cooperative_awareness,3,0.171,0.264,0.23,0.282,0.224,0.003,1388.05,0.0,-60.0,-0.3666
18.0,3,car,cooperative_awareness,3,0.171,0.241,0.246,0.286,0.227,0.014,285.11,0.0,-33.11,-0.3666
18.0,4,motorcycle,cooperative_awareness,1,0.17,0.252,0.23,0.288,0.229,0.17,30.21,0.0006,-19.26,-0.1894
18.0,5,car,cooperative_awareness,1,0.181,0.222,0.209,0.265,0.305,0.013,313.39,0.0,-30.44,-0.3833
19.0,0,car,cooperative_awareness,3,0.175,0.245,0.231,0.256,0.268,2.257,12.79,0.0108,-10.9,-0.1191
19.0,1,car,cooperative_awareness,3,0.174,0.244,0.231,0.267,0.258,0.128,42.16,0.0001,-23.51,-0.2462
19.0,2,car,cooperative_awareness,3,0.175,0.27,0.236,0.265,0.229,0.003,1397.4,0.0,-60.0,-0.3928
19.0,3,car,cooperative_awareness,3,0.176,0.234,0.241,0.257,0.268,0.175,33.94,0.0002,-22.17,-0.221
19.0,4,motorcycle,cooperative_awareness,3,0.174,0.25,0.233,0.263,0.254,1.942,13.08,0.0086,-11.57,-0.118
19.0,5,car,cooperative_awareness,3,0.174,0.242,0.235,0.266,0.257,0.014,292.78,0.0,-33.08,-0.3928
19.0,6,bus,cooperative_awareness,1,0.18,0.227,0.225,0.244,0.305,0.001,2773.04,0.0,-42.31,-0.3571
20.0,0,car,cooperative_awareness,3,0.17,0.251,0.226,0.296,0.227,1.586,7.42,0.0063,-12.48,-0.0988
20.0,1,car,cooperative_awareness,3,0.17,0.242,0.231,0.297,0.229,0.065,66.69,0.0,-26.49,-0.2953
20.0,2,car,cooperative_awareness,1,0.174,0.255,0.221,0.282,0.242,0.001,2775.5,0.0,-55.5,-0.3714
20.0,3,car,cooperative_awareness,3,0.171,0.24,0.239,0.295,0.227,0.097,46.03,0.0001,-24.72,-0.2439
20.0,4,motorcycle,cooperative_awareness,1,0.173,0.241,0.23,0.285,0.244,1.458,5.5,0.0162,-9.73,-0.0711
20.0,5,car,cooperative_awareness,3,0.171,0.24,0.236,0.296,0.228,0.409,14.68,0.0008,-18.46,-0.1487
20.0,6,bus,cooperative_awareness,1,0.182,0.22,0.218,0.266,0.296,0.001,2775.49,0.0,-45.97,-0.3714
21.0,0,car,cooperative_awareness,1,0.173,0.255,0.236,0.278,0.231,1.204,6.08,0.012,-10.6,-0.0788
21.0,1,car,cooperative_awareness,3,0.173,0.241,0.231,0.274,0.254,1.527,5.38,0.0059,-12.65,-0.0888
21.0,2,car,cooperative_awareness,1,0.182,0.243,0.21,0.248,0.298,0.001,2775.5,0.0,-60.0,-0.3714
21.0,3,car,cooperative_awareness,6,0.181,0.224,0.216,0.255,0.306,0.058,69.63,0.0,-60.0,-0.2962
21.0,4,motorcycle,cooperative_awareness,3,0.174,0.245,0.239,0.268,0.248,5.255,3.52,0.0412,-6.99,-0.0333
21.0,5,car,cooperative_awareness,3,0.174,0.237,0.239,0.272,0.252,0.443,11.78,0.0009,-18.1,-0.1339
21.0,6,bus,cooperative_awareness,1,0.181,0.226,0.215,0.254,0.304,0.001,2775.49,0.0,-48.38,-0.3714
22.0,0,car,cooperative_awareness,1,0.181,0.233,0.217,0.245,0.305,3.888,1.26,0.077,-5.1,0.0043
22.0,1,car,cooperative_awareness,3,0.173,0.249,0.243,0.273,0.235,0.014,306.96,0.0,-33.29,-0.3937
22.0,2,car,cooperative_awareness,3,0.175,0.27,0.235,0.266,0.229,0.003,1397.87,0.0,-56.37,-0.3937
22.0,3,car,cooperative_awareness,3,0.174,0.244,0.232,0.267,0.257,0.124,43.84,0.0001,-23.67,-0.2494
22.0,4,motorcycle,cooperative_awareness,3,0.176,0.247,0.244,0.26,0.25,1.228,14.74,0.0042,-13.62,-0.1362
22.0,5,car,cooperative_awareness,3,0.174,0.245,0.252,0.27,0.233,0.18,33.74,0.0002,-22.04,-0.2208
22.0,6,bus,cooperative_awareness,3,0.173,0.248,0.226,0.268,0.258,0.006,683.71,0.0,-36.86,-0.3937
22.0,7,car,cooperative_awareness,3,0.175,0.244,0.256,0.269,0.231,0.003,1397.85,0.0,-43.22,-0.3937
23.0,0,car,cooperative_awareness,1,0.176,0.237,0.224,0.28,0.259,17.984,6.08,0.6636,3.94,0.2625
23.0,1,car,cooperative_awareness,1,0.176,0.228,0.229,0.282,0.261,0.053,81.24,0.0001,-24.34,-0.3152
23.0,2,car,cooperative_awareness,3,0.172,0.261,0.228,0.289,0.221,0.003,1388.49,0.0,-60.0,-0.3687
23.0,3,car,cooperative_awareness,1,0.175,0.231,0.221,0.285,0.264,0.032,132.77,0.0,-26.6,-0.3642
23.0,4,motorcycle,cooperative_awareness,3,0.172,0.245,0.242,0.291,0.222,18.237,2.33,0.2907,-0.55,0.1303
23.0,5,car,cooperative_awareness,3,0.172,0.236,0.248,0.292,0.224,0.137,31.32,0.0001,-23.23,-0.1971
23.0,6,bus,cooperative_awareness,1,0.172,0.24,0.218,0.292,0.249,0.001,2778.59,0.0,-42.27,-0.3812
23.0,7,car,cooperative_awareness,1,0.173,0.23,0.24,0.286,0.244,0.012,342.84,0.0,-30.85,-0.3812
24.0,0,car,cooperative_awareness,3,0.175,0.243,0.235,0.256,0.266,1.115,9.45,0.0036,-14.05,-0.1188
24.0,1,car,cooperative_awareness,1,0.18,0.223,0.226,0.245,0.305,0.169,25.71,0.0006,-19.28,-0.1659
24.0,2,car,cooperative_awareness,3,0.176,0.263,0.229,0.259,0.249,0.003,1392.24,0.0,-60.0,-0.3812
24.0,3,car,cooperative_awareness,1,0.18,0.226,0.216,0.249,0.309,0.011,378.46,0.0,-31.33,-0.3687
24.0,4,motorcycle,cooperative_awareness,3,0.174,0.255,0.245,0.269,0.231,0.489,14.05,0.001,-17.68,-0.1486
24.0,5,car,cooperative_awareness,1,0.18,0.223,0.223,0.247,0.307,0.004,1071.6,0.0,-35.86,-0.3687
24.0,6,bus,cooperative_awareness,3,0.173,0.248,0.226,0.269,0.258,0.003,1392.23,0.0,-45.68,-0.3812
24.0,7,car,cooperative_awareness,3,0.175,0.244,0.257,0.269,0.231,0.003,1392.23,0.0,-45.1,-0.3812
25.0,0,car,cooperative_awareness,3,0.174,0.244,0.241,0.269,0.246,180.344,6.69,0.9998,27.14,0.9703
25.0,1,car,cooperative_awareness,3,0.173,0.238,0.238,0.274,0.251,0.091,50.84,0.0001,-25.03,-0.2599
25.0,2,car,cooperative_awareness,1,0.176,0.254,0.222,0.263,0.261,0.001,2774.41,0.0,-60.0,-0.3666
25.0,3,car,cooperative_awareness,1,0.181,0.223,0.214,0.258,0.305,0.057,71.7,0.0001,-24.02,-0.2799
25.0,4,motorcycle,cooperative_awareness,3,0.172,0.254,0.236,0.281,0.23,172.414,6.69,0.9998,25.94,0.9441
25.0,5,car,cooperative_awareness,3,0.171,0.247,0.234,0.286,0.234,0.332,18.71,0.0006,-19.36,-0.1664
25.0,6,bus,cooperative_awareness,3,0.172,0.244,0.225,0.277,0.254,0.006,689.55,0.0,-36.92,-0.3833
25.0,7,car,cooperative_awareness,3,0.174,0.24,0.253,0.278,0.228,0.003,1393.03,0.0,-40.58,-0.3833
25.0,8,car,cooperative_awareness,1,0.182,0.222,0.228,0.251,0.298,0.006,637.03,0.0,-33.6,-0.3666
26.0,0,car,cooperative_awareness,3,0.174,0.243,0.24,0.271,0.246,140.927,4.66,0.9988,21.18,0.8333
26.0,1,car,cooperative_awareness,1,0.175,0.235,0.225,0.273,0.268,0.015,262.55,0.0,-29.73,-0.3653
26.0,2,car,cooperative_awareness,1,0.182,0.242,0.209,0.253,0.296,0.001,2774.41,0.0,-60.0,-0.3666
26.0,3,car,cooperative_awareness,3,0.172,0.24,0.228,0.279,0.253,0.168,28.51,0.0002,-22.35,-0.196
26.0,4,motorcycle,cooperative_awareness,3,0.172,0.254,0.232,0.284,0.23,180.855,4.65,0.9999,27.21,0.9915
26.0,5,car,cooperative_awareness,1,0.181,0.222,0.214,0.26,0.305,0.08,51.52,0.0002,-22.54,-0.2321
26.0,6,bus,cooperative_awareness,3,0.172,0.243,0.226,0.279,0.252,0.003,1391.0,0.0,-43.46,-0.3778
26.0,7,car,cooperative_awareness,2,0.174,0.234,0.244,0.274,0.248,0.008,511.14,0.0,-32.65,-0.3555
26.0,8,car,cooperative_awareness,3,0.174,0.243,0.254,0.278,0.225,0.019,214.49,0.0,-31.8,-0.3777
27.0,0,car,cooperative_awareness,1,0.176,0.241,0.237,0.258,0.264,81.625,1.72,0.9996,24.56,0.6974
27.0,1,car,cooperative_awareness,1,0.175,0.237,0.227,0.265,0.271,0.187,23.06,0.0007,-18.85,-0.1562
27.0,2,car,cooperative_awareness,1,0.176,0.257,0.223,0.257,0.263,0.001,2774.41,0.0,-60.0,-0.3666
27.0,3,car,cooperative_awareness,3,0.171,0.249,0.237,0.279,0.235,0.271,21.4,0.0004,-20.24,-0.1764
27.0,4,motorcycle,cooperative_awareness,3,0.171,0.258,0.233,0.277,0.233,96.117,6.71,0.9867,14.31,0.6585
27.0,5,car,cooperative_awareness,3,0.171,0.247,0.241,0.278,0.234,0.194,27.27,0.0002,-21.7,-0.1957
27.0,6,bus,cooperative_awareness,3,0.171,0.252,0.237,0.277,0.234,0.004,1138.32,0.0,-39.12,-0.3833
27.0,7,car,cooperative_awareness,3,0.173,0.236,0.247,0.266,0.251,0.012,347.4,0.0,-33.9,-0.3833
27.0,8,car,cooperative_awareness,3,0.174,0.241,0.246,0.264,0.249,0.03,139.22,0.0,-29.8,-0.3823
28.0,0,car,cooperative_awareness,1,0.175,0.238,0.235,0.266,0.261,93.085,5.44,0.9999,28.01,0.725
28.0,1,car,cooperative_awareness,3,0.171,0.246,0.235,0.287,0.232,0.155,28.23,0.0002,-22.69,-0.1894
28.0,2,car,cooperative_awareness,1,0.182,0.242,0.209,0.253,0.296,0.001,2778.13,0.0,-52.29,-0.38
28.0,3,car,cooperative_awareness,1,0.181,0.223,0.213,0.26,0.305,0.162,30.15,0.0005,-19.48,-0.187
28.0,4,motorcycle,cooperative_awareness,1,0.172,0.248,0.225,0.277,0.251,79.011,5.45,0.9995,23.77,0.6571
28.0,5,car,cooperative_awareness,3,0.172,0.238,0.231,0.279,0.252,0.134,32.16,0.0001,-23.31,-0.2004
28.0,6,bus,cooperative_awareness,3,0.172,0.248,0.236,0.285,0.231,0.003,1388.77,0.0,-43.12,-0.37
28.0,7,car,cooperative_awareness,1,0.182,0.218,0.229,0.255,0.299,0.004,973.22,0.0,-35.43,-0.38
28.0,8,car,cooperative_awareness,3,0.173,0.241,0.235,0.275,0.249,0.005,844.85,0.0,-37.84,-0.37
28.0,9,car,cooperative_awareness,1,0.182,0.241,0.201,0.257,0.301,0.005,753.58,0.0,-34.31,-0.38
29.0,0,car,cooperative_awareness,3,0.175,0.254,0.249,0.268,0.23,101.252,9.64,0.9899,15.11,0.6476
29.0,1,car,cooperative_awareness,3,0.174,0.248,0.244,0.274,0.234,0.192,30.4,0.0002,-21.75,-0.2089
29.0,2,car,cooperative_awareness,3,0.175,0.263,0.23,0.26,0.248,0.003,1395.97,0.0,-41.46,-0.39
29.0,3,car,cooperative_awareness,1,0.174,0.238,0.228,0.262,0.272,0.169,24.27,0.0006,-19.29,-0.1543
29.0,4,motorcycle,cooperative_awareness,3,0.174,0.249,0.234,0.264,0.252,186.425,9.62,0.9999,28.05,0.9801
29.0,5,car,cooperative_awareness,3,0.174,0.24,0.24,0.266,0.254,0.011,369.24,0.0,-34.14,-0.39
29.0,6,bus,cooperative_awareness,3,0.173,0.252,0.24,0.273,0.234,0.009,469.59,0.0,-35.21,-0.39
29.0,7,car,cooperative_awareness,3,0.174,0.244,0.254,0.27,0.231,0.011,365.97,0.0,-34.1,-0.39
29.0,8,car,cooperative_awareness,3,0.174,0.247,0.229,0.268,0.256,0.011,365.04,0.0,-34.09,-0.39
29.0,9,car,cooperative_awareness,1,0.181,0.245,0.204,0.246,0.305,0.001,2773.33,0.0,-40.27,-0.36
30.0,0,car,cooperative_awareness,3,0.173,0.241,0.236,0.279,0.244,161.181,0.63,0.9996,24.24,0.9433
30.0,1,car,cooperative_awareness,3,0.173,0.234,0.236,0.283,0.247,0.47,9.12,0.001,-17.85,-0.1157
30.0,2,car,cooperative_awareness,1,0.173,0.257,0.223,0.278,0.243,0.002,2160.49,0.0,-38.9,-0.385
30.0,3,car,cooperative_awareness,1,0.172,0.238,0.225,0.287,0.25,0.008,526.87,0.0,-32.73,-0.385
30.0,4,motorcycle,cooperative_awareness,5,0.173,0.242,0.233,0.28,0.245,419.941,0.16,0.9744,12.4,0.9977
30.0,5,car,cooperative_awareness,1,0.175,0.228,0.234,0.277,0.262,0.114,42.52,0.0003,-21.02,-0.2247
30.0,6,bus,cooperative_awareness,1,0.172,0.242,0.221,0.287,0.25,0.001,2780.08,0.0,-45.69,-0.385
30.0,7,car,cooperative_awareness,1,0.175,0.229,0.228,0.279,0.264,0.019,223.53,0.0,-28.92,-0.3795
30.0,8,car,cooperative_awareness,1,0.172,0.243,0.219,0.288,0.251,0.052,83.9,0.0001,-24.4,-0.3246
30.0,9,car,cooperative_awareness,1,0.176,0.252,0.207,0.278,0.263,0.001,2780.08,0.0,-40.9,-0.385
31.0,0,car,cooperative_awareness,3,0.177,0.242,0.241,0.252,0.265,218.292,10.06,1.0,32.85,1.0348
31.0,1,car,cooperative_awareness,1,0.18,0.223,0.231,0.242,0.304,0.21,19.58,0.0008,-18.35,-0.1391
31.0,10,car,cooperative_awareness,3,0.18,0.277,0.214,0.248,0.261,2.658,11.55,0.014,-10.15,-0.1019
31.0,2,car,cooperative_awareness,3,0.176,0.264,0.228,0.257,0.25,0.003,1396.41,0.0,-40.47,-0.3909
31.0,3,car,cooperative_awareness,3,0.174,0.24,0.226,0.26,0.274,0.479,18.4,0.001,-17.76,-0.1647
31.0,4,motorcycle,cooperative_awareness,3,0.176,0.248,0.243,0.258,0.251,210.616,10.06,1.0,31.7,1.0333
31.0,5,car,cooperative_awareness,1,0.18,0.221,0.233,0.242,0.304,0.181,22.59,0.0006,-18.99,-0.1485
31.0,6,bus,cooperative_awareness,3,0.174,0.248,0.23,0.265,0.257,0.003,1396.41,0.0,-43.83,-0.3909
31.0,7,car,cooperative_awareness,3,0.174,0.244,0.232,0.266,0.258,0.004,947.79,0.0,-38.3,-0.3909
31.0,8,car,cooperative_awareness,3,0.174,0.244,0.221,0.26,0.274,0.036,120.75,0.0,-29.02,-0.3859
31.0,9,car,cooperative_awareness,3,0.174,0.265,0.218,0.263,0.255,0.349,21.51,0.0006,-19.15,-0.1784
32.0,0,car,cooperative_awareness,1,0.173,0.241,0.236,0.28,0.243,84.434,6.12,0.9997,25.4,0.6817
32.0,1,car,cooperative_awareness,3,0.174,0.232,0.244,0.281,0.244,0.003,1388.35,0.0,-40.04,-0.3682
32.0,10,car,cooperative_awareness,3,0.176,0.275,0.21,0.276,0.239,0.221,20.11,0.0003,-21.15,-0.1634
32.0,2,car,cooperative_awareness,1,0.173,0.258,0.216,0.281,0.244,0.02,208.55,0.0,-28.63,-0.3749
32.0,3,car,cooperative_awareness,1,0.172,0.237,0.225,0.288,0.25,0.01,403.43,0.0,-31.56,-0.3818
32.0,4,motorcycle,cooperative_awareness,1,0.173,0.243,0.227,0.284,0.246,82.905,6.12,0.9997,24.94,0.6667
32.0,5,car,cooperative_awareness,3,0.174,0.23,0.247,0.28,0.243,1.078,5.69,0.0034,-14.19,-0.0961
32.0,6,bus,cooperative_awareness,1,0.172,0.24,0.225,0.286,0.249,0.001,2778.81,0.0,-46.94,-0.3818
32.0,7,car,cooperative_awareness,3,0.17,0.242,0.232,0.296,0.23,0.052,79.52,0.0,-27.47,-0.3144
32.0,8,car,cooperative_awareness,1,0.173,0.241,0.223,0.287,0.249,0.022,187.36,0.0,-28.15,-0.3725
32.0,9,car,cooperative_awareness,1,0.176,0.251,0.207,0.279,0.263,0.02,208.53,0.0,-28.63,-0.3749
33.0,0,car,cooperative_awareness,3,0.176,0.246,0.245,0.26,0.249,191.96,10.06,0.9999,28.89,1.0059
33.0,1,car,cooperative_awareness,3,0.176,0.232,0.249,0.255,0.265,0.103,48.88,0.0001,-24.47,-0.2616
33.0,10,car,cooperative_awareness,3,0.178,0.29,0.223,0.262,0.225,1.024,13.95,0.0032,-14.42,-0.1367
33.0,2,car,cooperative_awareness,3,0.175,0.259,0.22,0.255,0.266,0.009,433.86,0.0,-34.85,-0.3909
33.0,3,car,cooperative_awareness,3,0.173,0.245,0.229,0.269,0.258,0.027,158.16,0.0,-30.29,-0.3908
33.0,4,motorcycle,cooperative_awareness,3,0.173,0.253,0.225,0.266,0.256,191.462,10.06,0.9999,28.81,0.9997
33.0,5,car,cooperative_awareness,1,0.18,0.219,0.237,0.242,0.301,0.019,206.08,0.0,-28.7,-0.3525
33.0,6,bus,cooperative_awareness,3,0.174,0.246,0.233,0.266,0.255,0.003,1396.41,0.0,-44.33,-0.3909
33.0,7,car,cooperative_awareness,3,0.173,0.249,0.239,0.275,0.237,0.003,1396.41,0.0,-43.04,-0.3909
33.0,8,car,cooperative_awareness,3,0.174,0.246,0.235,0.265,0.254,0.027,158.08,0.0,-30.28,-0.3908
33.0,9,car,cooperative_awareness,1,0.174,0.258,0.213,0.259,0.27,0.007,551.67,0.0,-32.98,-0.3591
34.0,0,car,cooperative_awareness,3,0.172,0.247,0.243,0.287,0.223,187.588,2.63,0.9999,28.23,1.0278
34.0,1,car,cooperative_awareness,3,0.174,0.23,0.248,0.279,0.242,0.057,73.29,0.0,-27.07,-0.3026
34.0,10,car,cooperative_awareness,3,0.176,0.275,0.211,0.275,0.239,0.135,32.24,0.0001,-23.29,-0.2013
34.0,11,car,cooperative_awareness,3,0.17,0.245,0.228,0.296,0.23,0.01,413.16,0.0,-34.71,-0.3708
34.0,2,car,cooperative_awareness,1,0.173,0.256,0.223,0.279,0.242,0.005,739.76,0.0,-34.23,-0.3791
34.0,3,car,cooperative_awareness,1,0.173,0.237,0.226,0.288,0.25,0.147,32.31,0.0005,-19.9,-0.1927
34.0,4,motorcycle,cooperative_awareness,1,0.173,0.246,0.219,0.286,0.249,108.366,5.14,1.0,32.62,0.7857
34.0,5,car,cooperative_awareness,1,0.176,0.225,0.243,0.274,0.258,0.168,28.96,0.0006,-19.32,-0.183
34.0,6,bus,cooperative_awareness,1,0.173,0.239,0.229,0.285,0.247,0.001,2777.84,0.0,-46.55,-0.3791
34.0,7,car,cooperative_awareness,1,0.173,0.235,0.23,0.286,0.249,0.009,436.06,0.0,-31.91,-0.3791
34.0,8,car,cooperative_awareness,1,0.173,0.238,0.233,0.283,0.246,0.003,1596.08,0.0,-37.59,-0.3791
34.0,9,car,cooperative_awareness,3,0.171,0.263,0.217,0.292,0.227,0.015,275.1,0.0,-32.93,-0.3708
35.0,0,car,cooperative_awareness,1,0.181,0.23,0.225,0.244,0.301,114.03,0.97,1.0,34.32,0.8276
35.0,1,car,cooperative_awareness,3,0.176,0.231,0.249,0.256,0.264,0.035,124.03,0.0,-29.21,-0.3834
35.0,10,car,cooperative_awareness,3,0.179,0.282,0.217,0.257,0.245,0.232,25.69,0.0003,-20.93,-0.1927
35.0,11,car,cooperative_awareness,3,0.172,0.252,0.233,0.278,0.237,0.009,469.8,0.0,-35.22,-0.3875
35.0,2,car,cooperative_awareness,3,0.175,0.268,0.239,0.266,0.227,0.007,591.18,0.0,-36.24,-0.3875
35.0,3,car,cooperative_awareness,3,0.174,0.242,0.236,0.267,0.255,0.048,92.5,0.0,-27.82,-0.3615
35.0,4,motorcycle,cooperative_awareness,3,0.173,0.258,0.234,0.274,0.234,212.897,8.46,1.0,32.04,1.0456
35.0,5,car,cooperative_awareness,3,0.176,0.236,0.253,0.262,0.25,0.15,35.07,0.0002,-22.82,-0.2265
35.0,6,bus,cooperative_awareness,3,0.174,0.244,0.237,0.266,0.253,0.006,642.53,0.0,-36.6,-0.3875
35.0,7,car,cooperative_awareness,3,0.174,0.24,0.24,0.266,0.254,0.008,521.31,0.0,-35.68,-0.3875
35.0,8,car,cooperative_awareness,1,0.181,0.226,0.225,0.245,0.303,0.003,1210.97,0.0,-36.4,-0.3625
